발생년,발생년월일시,주야,요일,사망자수,부상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,가해자법규위반,도로형태_대분류,도로형태,가해자_당사자종별,피해자_당사자종별,발생위치X_UTMK,발생위치Y_UTMK,경도,위도
2020,2020-01-16 15,주,목,1,3,0,3,0,경기,파주시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,931584,1974835,126.7231701,37.77062542
2020,2020-01-16 18,야,목,1,0,0,0,0,경남,양산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1151188,1713560,129.1650196,35.40630327
2020,2020-01-17 05,야,금,1,0,0,0,0,경기,군포시,차대차,측면충돌,측면충돌,과속,교차로,교차로부근,승용차,자전거,950608,1927707,126.9423418,37.34707989
2020,2020-01-17 06,주,금,1,0,0,0,0,경기,광명시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,945629,1936242,126.885502,37.42373026
2020,2020-01-17 11,주,금,1,1,0,1,0,서울,강남구,차대사람,횡단중,횡단중,신호위반,교차로,교차로횡단보도내,이륜차,보행자,961571.7,1945148.5,127.0652151,37.50480794
2020,2020-01-17 18,야,금,1,0,0,0,0,경남,남해군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1044336,1637052,127.9842598,34.72692065
2020,2020-01-17 21,야,금,1,0,0,0,0,경기,용인시,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,970773,1914033,127.170547,37.22467874
2020,2020-01-17 21,야,금,1,0,0,0,0,전남,무안군,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,904894,1646753,126.4601677,34.81092162
2020,2020-01-17 21,야,금,1,1,0,1,0,광주,광산구,차대사람,차도통행중,차도통행중,과속,단일로,기타단일로,승용차,보행자,936503,1683396,126.8029394,35.1437869
2020,2020-01-17 21,야,금,1,0,0,0,0,경기,파주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,938582,1973050,126.8027743,37.75503494
2020,2020-01-17 22,야,금,1,1,1,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승합차,보행자,969590,1866944,127.1591133,36.80016889
2020,2020-01-17 22,야,금,1,0,0,0,0,전남,영암군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,승합차,904289,1640445,126.454272,34.75399037
2020,2020-01-18 05,야,토,1,0,0,0,0,대구,달서구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,1091683,1762729,128.5154084,35.856822
2020,2020-01-18 06,주,토,1,0,0,0,0,부산,북구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1137745,1694574,129.0138277,35.23711723
2020,2020-01-18 06,주,토,1,0,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,965694,1869617,127.1153206,36.82413149
2020,2020-01-18 18,야,토,1,0,0,0,0,전남,영광군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,903047,1698738,126.4339043,35.27943467
2020,2020-01-18 23,야,토,1,1,1,0,0,부산,북구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1137440.4,1696505.5,129.0108041,35.25456946
2020,2020-01-19 01,야,일,1,3,0,3,0,경기,화성시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,승용차,승용차,951398,1910838,126.9523633,37.19507114
2020,2020-01-19 06,주,일,1,0,0,0,0,충남,논산시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,963487,1799402,127.0938937,36.19106426
2020,2020-01-19 08,주,일,1,0,0,0,0,경기,광주시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로내,승용차,자전거,984520,1926322,127.3252493,37.33578097
2020,2020-01-19 14,주,일,1,0,0,0,0,경기,시흥시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,933137,1932452,126.7446713,37.38875273
2020,2020-01-19 15,주,일,1,0,0,0,0,경북,김천시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1061930,1788023,128.1878896,36.08718882
2020,2020-01-19 15,주,일,1,0,0,0,0,경기,가평군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,1001476,1979018,127.5167685,37.81088708
2020,2020-01-19 19,야,일,1,0,0,0,0,강원,영월군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,건설기계,보행자,1075892,1916431,128.355678,37.243661
2020,2020-01-19 20,야,일,1,0,0,0,0,경남,하동군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1035242,1686920,127.8870408,35.17695009
2020,2020-01-20 04,야,월,1,3,3,0,0,전북,김제시,차대차,추돌,추돌,안전운전 의무 불이행,단일로,고가도로위,화물차,불명,940804,1765824,126.8441351,35.8872271
2020,2020-01-20 07,주,월,1,1,1,0,0,경기,안산시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,이륜차,승용차,943170,1925995,126.8584992,37.33122338
2020,2020-01-20 10,주,월,1,0,0,0,0,경북,예천군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1084489,1855877,128.4458194,36.69713353
2020,2020-01-20 12,주,월,1,3,1,2,0,충북,청주시,차대차,기타,기타,교차로 통행방법 위반,교차로,교차로내,승용차,화물차,993088,1846349,127.4227042,36.614971
2020,2020-01-20 15,주,월,1,0,0,0,0,전북,무주군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,지하차도(도로)내,승합차,보행자,1013888.3,1763426.5,127.6538386,35.86730314
2020,2020-01-21 06,주,화,1,0,0,0,0,경기,화성시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,보행자,948159,1901877,126.9164897,37.11412482
2020,2020-01-21 06,주,화,1,0,0,0,0,전남,장흥군,차대사람,길가장자리구역통행중,길가장자리구역통행중,과속,단일로,기타단일로,승용차,보행자,947587,1611552,126.9290991,34.49659003
2020,2020-01-21 12,주,화,1,0,0,0,0,서울,마포구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,교량위,승용차,없음,946047.3,1950098,126.8892134,37.5486413
2020,2020-01-21 12,주,화,1,0,0,0,0,경남,고성군,차대차,기타,기타,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,1060978,1665299,128.1680784,34.980767
2020,2020-01-21 13,주,화,1,0,0,0,0,경북,울릉군,차량단독,전도,전도,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,1296158,1946688,130.8488296,37.4719929
2020,2020-01-21 16,주,화,1,0,0,0,0,광주,광산구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,941331,1688507,126.8555739,35.19016413
2020,2020-01-21 18,야,화,1,0,0,0,0,서울,마포구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,950069.3,1950888.2,126.9346897,37.55599023
2020,2020-01-21 18,야,화,1,0,0,0,0,경기,성남시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,이륜차,승합차,965375,1926948,127.1090991,37.34090694
2020,2020-01-21 18,야,화,1,1,0,1,0,인천,중구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,915813,1943939,126.5476789,37.49086761
2020,2020-01-21 19,야,화,1,0,0,0,0,경남,거창군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1032104,1759013,127.855431,35.82708322
2020,2020-01-21 21,야,화,1,0,0,0,0,경북,성주군,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,1075018,1760331,128.3306339,35.8366215
2020,2020-01-21 22,야,화,1,0,0,0,0,충남,예산군,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,946445,1843995,126.9012814,36.59227093
2020,2020-01-22 01,야,수,1,0,0,0,0,경기,김포시,차대차,추돌,추돌,과속,단일로,기타단일로,승용차,화물차,922272,1961203,126.6189037,37.64702566
2020,2020-01-22 06,주,수,1,1,1,0,0,전남,구례군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,997016,1689871,127.4672176,35.20417364
2020,2020-01-22 07,주,수,1,0,0,0,0,서울,구로구,차대차,측면충돌,측면충돌,기타,교차로,교차로부근,승용차,자전거,944891.1,1945360.7,126.8764805,37.50587516
2020,2020-01-22 11,주,수,1,0,0,0,0,대전,중구,차대차,추돌,추돌,안전운전 의무 불이행,단일로,터널안,건설기계,화물차,993710,1809006,127.4299632,36.27831835
2020,2020-01-22 12,주,수,1,1,1,0,0,대구,남구,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,1096876,1760346,128.5726238,35.83484044
2020,2020-01-22 18,야,수,1,0,0,0,0,경기,안성시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,967898,1895244,127.1389458,37.05521943
2020,2020-01-22 18,야,수,1,0,0,0,0,경기,안산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,933486,1925424,126.7492447,37.32543372
2020,2020-01-22 18,야,수,1,0,0,0,0,전북,익산시,차대사람,횡단중,횡단중,중앙선 침범,교차로,교차로부근,승용차,보행자,951952.6,1770409.6,126.9673742,35.92918042
2020,2020-01-22 18,야,수,1,0,0,0,0,광주,남구,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,945140.9,1681706.3,126.8978721,35.12905968
2020,2020-01-22 20,야,수,1,5,0,4,1,충남,천안시,차대차,추돌,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승합차,968047,1876706,127.1414063,36.88811751
2020,2020-01-22 22,야,수,1,0,0,0,0,충남,천안시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,965758,1867087,127.1161521,36.80132709
2020,2020-01-22 23,야,수,1,0,0,0,0,경기,광주시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,자전거,승용차,982991,1929755,127.3079099,37.36669874
2020,2020-01-22 23,야,수,1,0,0,0,0,경기,김포시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,925539,1960674,126.6559874,37.64252883
2020,2020-01-23 01,야,목,2,1,1,0,0,전북,고창군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승용차,화물차,926704.1,1715817.7,126.6924794,35.43543818
2020,2020-01-23 03,야,목,1,0,0,0,0,경남,창원시(통합),차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,1107616,1684848,128.6815089,35.15312362
2020,2020-01-23 05,야,목,1,0,0,0,0,부산,남구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1145460,1682173,129.0963999,35.12424883
2020,2020-01-23 08,주,목,1,0,0,0,0,부산,사상구,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,1135009,1687030,128.9825313,35.1694871
2020,2020-01-23 08,주,목,1,0,0,0,0,전북,정읍시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,952277.2,1735346.3,126.9730619,35.61306896
2020,2020-01-23 09,주,목,1,1,0,1,0,경기,수원시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로내,이륜차,승용차,956054,1921260,127.0042093,37.28924304
2020,2020-01-23 09,주,목,1,1,0,0,1,경기,시흥시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,승용차,938802,1938753,126.8081401,37.44593593
2020,2020-01-23 12,주,목,1,0,0,0,0,대전,동구,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,995226,1813683,127.4468146,36.32049248
2020,2020-01-23 13,주,목,1,3,2,1,0,경기,여주시,차대차,기타,기타,중앙선 침범,단일로,기타단일로,화물차,승용차,1013399,1916146,127.6510753,37.24408731
2020,2020-01-23 13,주,목,1,0,0,0,0,울산,북구,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,1168302,1734502,129.3577526,35.59228707
2020,2020-01-23 14,주,목,1,1,1,0,0,경기,오산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,승용차,959020,1906878,127.0384608,37.15974209
2020,2020-01-23 17,주,목,1,0,0,0,0,전남,함평군,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,907647,1671995,126.4874711,35.03876062
2020,2020-01-23 18,야,목,1,0,0,0,0,경북,상주시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1058277,1818838,128.1496096,36.36521281
2020,2020-01-23 18,야,목,1,0,0,0,0,경남,함양군,차대차,추돌,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,1028915,1736472,127.8193132,35.62394791
2020,2020-01-23 22,야,목,1,0,0,0,0,부산,동구,차대차,기타,기타,신호위반,교차로,교차로내,승용차,이륜차,1142089,1683243,129.0595999,35.13437529
2020,2020-01-23 23,야,목,1,0,0,0,0,경기,안산시,차대차,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,이륜차,939387,1928017,126.8156338,37.34920898
2020,2020-01-24 05,야,금,1,0,0,0,0,충남,홍성군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로내,승합차,보행자,924577,1844485,126.6567803,36.59520916
2020,2020-01-24 05,야,금,1,0,0,0,0,경북,영천시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,1144177,1780261,129.0998054,36.00851126
2020,2020-01-24 06,주,금,1,0,0,0,0,대구,서구,차대사람,횡단중,횡단중,과속,교차로,교차로내,화물차,보행자,1095236,1764281,128.5549381,35.87047371
2020,2020-01-24 14,주,금,1,0,0,0,0,경북,영천시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로부근,화물차,보행자,1135834,1766252,129.0048636,35.88344845
2020,2020-01-24 17,주,금,1,0,0,0,0,서울,강서구,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,화물차,보행자,942872.1,1951508.4,126.8531598,37.56116184
2020,2020-01-24 17,주,금,1,7,1,5,1,충남,논산시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,966243,1801882,127.1244391,36.21352262
2020,2020-01-24 18,야,금,1,0,0,0,0,경북,포항시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,1167883,1783548,129.3634313,36.03433479
2020,2020-01-25 00,야,토,1,0,0,0,0,전북,장수군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,1001503.7,1722979.2,127.5165806,35.50271075
2020,2020-01-25 15,주,토,1,0,0,0,0,전남,진도군,차대차,측면충돌,측면충돌,기타,단일로,기타단일로,이륜차,승용차,887102,1610145,126.2705594,34.47905074
2020,2020-01-25 22,야,토,1,0,0,0,0,충남,공주시,차량단독,기타,기타,안전운전 의무 불이행,단일로,교량위,승용차,없음,961304,1816158,127.0687847,36.34203957
2020,2020-01-26 00,야,일,1,0,0,0,0,서울,은평구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,950143.1,1956010.8,126.9351765,37.60216476
