번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수
272,가축분뇨배출시설관리업(사업장),09_30_02_P,4900000,4.9E+17,2008.8.26,,3,폐업,2,폐업,2012.9.17,,,,061-372-6064,,519-802,전라남도 화순군 화순읍 서태리 541-3,전라남도 화순군 화순읍 정곡로 106-3,519-802,동명환경(주),2012.9.17 13:28,I,2018.8.31 23:59,,195805.0489,171606.2369,분뇨등관련영업관리,,,,,,,
273,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2017.3.29,,3,폐업,2,폐업,2017.12.6,,,,043-225-8823,,,충청북도 청주시 흥덕구 운천동 577,"충청북도 청주시 흥덕구 사운로 278, 상가동 204호 (운천동, 삼일아파트)",28467,제이앤제이환경 주식회사,2017.12.6 9:00,I,2018.8.31 23:59,"하수, 폐수 및 분뇨 처리업",242296.633,350269.8031,분뇨등관련영업관리,"하수, 폐수 및 분뇨 처리업",,,,,,
274,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2009.4.6,,3,폐업,2,폐업,2011.12.13,,,,432223255,,361-807,충청북도 청주시 서원구 모충동 375-59,충청북도 청주시 서원구 서원서로 33 (모충동),361-807,백산환경,2011.12.16 10:58,I,2018.8.31 23:59,,242797.6031,347332.7546,분뇨등관련영업관리,,,,,,,
275,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2009.11.25,,3,폐업,2,폐업,2011.12.26,,,,2556509,,360-081,충청북도 청주시 상당구 탑동 83-11,,,(주)조은창세환경,2012.1.29 15:18,I,2018.8.31 23:59,,244694.3773,347671.993,분뇨등관련영업관리,,,,,,,
276,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2005.6.13,,3,폐업,2,폐업,2015.6.12,,,,043-268-4959,,361-816,충청북도 청주시 흥덕구 봉명동 168-4,충청북도 청주시 흥덕구 직지대로 578 (봉명동),361-816,(주)천수환경산업,2015.6.12 18:05,I,2018.8.31 23:59,,240808.8048,349184.4128,분뇨등관련영업관리,,,,,,,
277,가축분뇨배출시설관리업(사업장),09_30_02_P,5130000,5.13E+17,2016.6.22,,3,폐업,2,폐업,2018.3.7,,,,538010303,,,경상북도 경산시 사동 36 더블유타워,"경상북도 경산시 백자로 76 (사동, 더블유타워)",38604,우진건설 주식회사,2018.3.15 15:15,I,2018.8.31 23:59,,358599.4703,258329.8484,분뇨등관련영업관리,,,,,,,
278,가축분뇨배출시설관리업(사업장),09_30_02_P,5130000,5.13E+17,2016.6.22,,3,폐업,2,폐업,2018.3.15,,,,538010303,,,경상북도 경산시 사동 36 더블유타워,"경상북도 경산시 백자로 76 (사동, 더블유타워)",38604,우진건설(주),2020.11.30 10:16,U,2020.12.2 2:40,,358599.4703,258329.8484,분뇨등관련영업관리,,,,,,,
279,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2003.11.29,,3,폐업,2,폐업,2011.12.26,,,,,,,충청북도 청주시 흥덕구 봉명동 1051-2,,,(주)대신종합환경,2012.1.29 15:15,I,2018.8.31 23:59,,241847.6967,348928.2341,분뇨등관련영업관리,,,,,,,
280,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2002.5.15,,3,폐업,2,폐업,2022.12.31,,,,043-235-9448,,360-226,충청북도 청주시 청원구 정상동 77-2,충청북도 청주시 청원구 토성로 150-75 (정상동),360-226,(주)한국종합환경,2023.1.5 19:14,U,2023.1.7 2:40,,241968.2768,353394.4193,분뇨등관련영업관리,,,,,0,,0
281,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2002.2.20,,3,폐업,2,폐업,2011.12.26,,,,,,360-821,충청북도 청주시 청원구 율량동 1824-0,,,영우종합환경,2012.1.29 15:09,I,2018.8.31 23:59,,243347.8201,351686.7335,분뇨등관련영업관리,,,,,,,
282,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2001.1.19,,3,폐업,2,폐업,2011.12.26,,,,,,361-813,충청북도 청주시 흥덕구 복대동 1792-0,,,(주)푸른환경산업,2012.1.29 15:07,I,2018.8.31 23:59,,239912.2786,347552.8182,분뇨등관련영업관리,,,,,,,
283,가축분뇨배출시설관리업(사업장),09_30_02_P,4890000,4.89E+17,2014.8.5,,3,폐업,2,폐업,2019.8.14,,,,623621623,,,전라남도 보성군 벌교읍 장좌리 731-8,전라남도 보성군 벌교읍 채동선로 169-5,59430,주식회사 케이엔씨,2019.8.14 16:43,U,2019.8.16 2:40,하수 처리업,231104.0993,148981.1131,분뇨등관련영업관리,하수 처리업,,,,,,
284,가축분뇨배출시설관리업(사업장),09_30_02_P,3740000,3.74E+17,2015.1.2,,3,폐업,2,폐업,2016.6.29,,,,031-241-1775,,,경기도 수원시 장안구 송죽동 448-23,경기도 수원시 장안구 정조로 1106 (송죽동),16303,BK환경종합건설,2021.11.5 8:57,U,2021.11.7 2:40,,200079.8084,422374.4245,분뇨등관련영업관리,,,,,0,,0
285,가축분뇨배출시설관리업(사업장),09_30_02_P,3230000,3.23E+17,2020.6.3,,3,폐업,2,폐업,2021.1.22,,,,02-453-6405,,,서울특별시 송파구 문정동 632 가든파이브웍스,"서울특별시 송파구 충민로 52, 가든파이브웍스 에이동 816호 (문정동)",5839,(주)모리트,2021.1.22 15:06,U,2021.1.24 2:40,,210780.1262,441730.9205,분뇨등관련영업관리,,,,,,,
286,가축분뇨배출시설관리업(사업장),09_30_02_P,4490000,4.49E+17,1983.7.15,,3,폐업,2,폐업,2002.11.30,,,,415813321,,330-800,충청남도 천안시 서북구 성환읍 매주리 320-1,충청남도 천안시 서북구 성환읍 성환1로 206,331-803,성환위생,2023.1.17 11:35,U,2023.5.26 8:48,,211383.1549,379071.1764,분뇨등관련영업관리,,,,,0,,0
287,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2013.3.4,,3,폐업,2,폐업,2019.1.16,,,,031-336-0053,,449-830,경기도 용인시 처인구 이동읍 130-7,"경기도 용인시 처인구 이동읍 이원로 12, 402호",449-833,(주)에코멤브레인,2019.1.16 14:24,U,2019.1.18 2:40,,218374.1849,409796.6227,분뇨등관련영업관리,,,,,,,
288,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2013.6.10,,3,폐업,2,폐업,2019.1.16,,,,031-336-0053,,449-830,경기도 용인시 처인구 이동읍 130-7,"경기도 용인시 처인구 이동읍 이원로 12, 402호",449-833,(주)에코멤브레인,2019.1.16 14:26,U,2019.1.18 2:40,,218374.1849,409796.6227,분뇨등관련영업관리,,,,,,,
289,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2014.2.19,,3,폐업,2,폐업,2019.1.7,,,,031-257-7676,,,경기도 용인시 수지구 죽전동 1254-4 204호 307호,"경기도 용인시 수지구 대지로 58, 204,307호 (죽전동)",448-161,주흥환경(주),2019.1.7 10:26,U,2019.1.9 2:40,,210184.9592,425201.4166,분뇨등관련영업관리,,,,,,,
290,가축분뇨배출시설관리업(사업장),09_30_02_P,4050000,4.05E+17,2014.8.25,,3,폐업,2,폐업,2017.2.20,,,,031-321-1171,,449-040,경기도 용인시 처인구 마평동 721-7,"경기도 용인시 처인구 경안천로 40-1, 202호 (마평동)",449-040,(주)레인솔루션,2017.2.20 11:19,I,2018.8.31 23:59,,218610.5297,414996.1407,분뇨등관련영업관리,,,,,,,
291,가축분뇨배출시설관리업(사업장),09_30_02_P,5330000,5.33E+17,2007.9.27,,3,폐업,2,폐업,2008.5.6,,,,,,650-010,경상남도 통영시 무전동 1027-4,경상남도 통영시 무전6길 22-25  (무전동),,(주)장백종합건설,2008.5.6 16:30,I,2018.8.31 23:59,분뇨 및 축산폐기물 처리업,330300.3441,152005.3412,분뇨등관련영업관리,분뇨 및 축산폐기물 처리업,,,,,,
292,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,1999.10.11,,3,폐업,2,폐업,2012.10.25,,,,317724532,,476-832,경기도 양평군 옥천면 아신리 387-3,경기도 양평군 옥천면 고읍로 10,476-832,유림엔마텍(주),2012.10.26 8:29,I,2018.8.31 23:59,,239499.7147,445590.9812,분뇨등관련영업관리,,,,,,,
293,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2001.9.17,,3,폐업,2,폐업,2008.12.4,,,,317714500,,476-801,경기도 양평군 양평읍 공흥리 340-1,,,(주)한강종합환경,2008.12.4 20:32,I,2018.8.31 23:59,,244726.4526,443390.1222,분뇨등관련영업관리,,,,,,,
294,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2000.12.15,,3,폐업,2,폐업,2008.12.22,,,,031774 4464,,476-802,경기도 양평군 양평읍 양근리 192-72 2층,,,(주)영진환경토건,2008.12.22 11:45,I,2018.8.31 23:59,,243971.165,443257.445,분뇨등관련영업관리,,,,,,,
295,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2002.7.19,,3,폐업,2,폐업,2008.12.29,,,,317731303,,476-802,경기도 양평군 양평읍 양근리 501-3,,,청토종합환경,2008.12.29 13:30,I,2018.8.31 23:59,,242527.8062,443988.8664,분뇨등관련영업관리,,,,,,,
296,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2004.11.1,,3,폐업,2,폐업,2008.12.9,,,,317718410,,476-801,경기도 양평군 양평읍 공흥리 755-6,,,(주)미래환경건설,2008.12.9 13:59,I,2018.8.31 23:59,,243986.841,443654.0385,분뇨등관련영업관리,,,,,,,
297,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2004.11.20,,3,폐업,2,폐업,2008.12.31,,,,317751532,,476-802,경기도 양평군 양평읍 공흥리 369-1,,,우리종합환경,2008.12.31 14:13,I,2018.8.31 23:59,,244884.343,443258.5823,분뇨등관련영업관리,,,,,,,
298,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2003.4.15,,3,폐업,2,폐업,2008.12.24,,,,031 7753666,,476-841,경기도 양평군 용문면 다문리 647 심미아파트상가 201호,,,(주)에코베이스,2008.12.24 11:35,I,2018.8.31 23:59,,252335.6597,443071.401,분뇨등관련영업관리,,,,,,,
299,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2006.9.1,,3,폐업,2,폐업,2008.12.24,,,,317744474,,476-913,경기도 양평군 강상면 병산리 1056-6,,,(주)매튜,2008.12.29 11:06,I,2018.8.31 23:59,,240347.8351,443985.5364,분뇨등관련영업관리,,,,,,,
300,가축분뇨배출시설관리업(사업장),09_30_02_P,4170000,4.17E+17,2010.8.20,,3,폐업,2,폐업,2011.11.8,,,,317744474,,476-913,경기도 양평군 강상면 병산리 1056-6,,,(주)매튜,2011.11.9 14:11,I,2018.8.31 23:59,,240347.8351,443985.5364,분뇨등관련영업관리,,,,,,,
301,가축분뇨배출시설관리업(사업장),09_30_02_P,3300000,3.3E+17,2012.12.28,,3,폐업,2,폐업,2014.1.23,,,,515062828,,607-060,부산광역시 동래구 온천동 1379-14,부산광역시 동래구 여고북로73번길 37  (온천동),,(주)대한환경이엔지,2014.1.23 16:06,I,2018.8.31 23:59,,388316.4521,191178.011,분뇨등관련영업관리,,,,,,,
302,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2005.1.29,,3,폐업,2,폐업,2006.12.8,2005.6.15,2005.12.15,,323-4785,,420-852,경기도 부천시 중동 1129 이스트타워 8층,경기도 부천시 조마루로285번길 34 (중동),420-852,(주)세신청정,2014.9.25 11:46,I,2018.8.31 23:59,,180078.2625,444114.2789,분뇨등관련영업관리,,,,,,,
303,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2007.1.26,,3,폐업,2,폐업,2012.5.14,,,,,,420-852,경기도 부천시 중동 1135,경기도 부천시 소향로 239  (중동),,(주)우성그린텍,2012.5.18 13:47,I,2018.8.31 23:59,,179976.7433,444315.8045,분뇨등관련영업관리,,,,,,,
304,가축분뇨배출시설관리업(사업장),09_30_02_P,3860000,3.86E+17,2007.1.27,,3,폐업,2,폐업,2012.5.14,,,,3262473,,,경기도 부천시 중동 1145 메트로팰리스 2차 A동 209호,,,(주)우성그린텍,2012.5.18 13:50,I,2018.8.31 23:59,,179664.6567,444368.1307,분뇨등관련영업관리,,,,,,,
305,가축분뇨배출시설관리업(사업장),09_30_02_P,5710000,5.71E+17,2020.8.7,,3,폐업,2,폐업,2022.12.27,,,,432655200,,,충청북도 청주시 흥덕구 송정동 279-5 세중테크노밸리,"충청북도 청주시 흥덕구 공단로 134, 세중테크노밸리 806호 (송정동)",28576,주식회사 두원엔지니어링,2022.12.28 18:49,U,2022.12.30 2:40,건축설계 및 관련 서비스업,239010.6235,349120.1751,분뇨등관련영업관리,건축설계 및 관련 서비스업,,,,0,,0
306,가축분뇨배출시설관리업(사업장),09_30_02_P,4850000,4.85E+17,2020.8.18,,3,폐업,2,폐업,2022.10.21,,,,062-970-1900,,,전라남도 담양군 담양읍 향교리 342,전라남도 담양군 담양읍 향교길 11-10,57336,(주)우리종합기술,2022.10.21 16:42,U,2022.10.23 2:40,,198574.7488,202867.6919,분뇨등관련영업관리,,,,,0,,0
307,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2021.9.7,,3,폐업,2,폐업,2022.6.15,,,,02-2049-5114,,,경기도 성남시 중원구 금광동 4845,경기도 성남시 중원구 산성대로476번길 6 (금광동),13161,(주)한국종합기술,2022.6.15 11:09,U,2022.6.18 2:40,분뇨 및 축산분뇨 처리업,214216.2962,439074.6918,분뇨등관련영업관리,분뇨 및 축산분뇨 처리업,,,,0,,0
308,가축분뇨배출시설관리업(사업장),09_30_02_P,4890000,4.89E+17,2021.9.7,,3,폐업,2,폐업,2021.11.29,,,,623621623,,,전라남도 보성군 벌교읍 벌교리 605-31,"전라남도 보성군 벌교읍 채동선로 302-1, 2층",59424,(주)케이엔씨,2021.11.29 14:58,U,2021.12.1 2:40,,231187.5285,149977.0124,분뇨등관련영업관리,,,,,0,,0
309,가축분뇨배출시설관리업(사업장),09_30_02_P,3830000,3.83E+17,2022.11.29,,3,폐업,2,폐업,2023.3.15,,,,031-380-6700,,,경기도 안양시 동안구 비산동 1107 안양무역센터,"경기도 안양시 동안구 시민대로 161, 안양무역센터 16층 (비산동)",14048,(주)경동엔지니어링,2023.3.17 15:07,U,2023.3.19 2:40,엔지니어링 서비스업,195428.6399,432045.4411,분뇨등관련영업관리,엔지니어링 서비스업,,,,0,,0
310,가축분뇨배출시설관리업(사업장),09_30_02_P,4490000,4.49E+17,2023.1.4,,3,폐업,2,폐업,2023.2.13,,,,041-576-1124,,,충청남도 천안시 동남구 신방동 1397,"충청남도 천안시 동남구 통정8로 21-9, 2층 (신방동)",31208,씨에스씨 주식회사,2023.2.14 9:11,U,2023.2.16 2:40,,211511.291,363411.1769,분뇨등관련영업관리,,,,,0,,0
311,가축분뇨배출시설관리업(사업장),09_30_02_P,4000000,4E+17,2010.7.30,,3,폐업,2,폐업,2018.1.8,,,,313749602,,447-050,경기도 오산시 부산동 420-1,경기도 오산시 동부대로568번길 57 (부산동),447-050,(주)에코리프로덕션서비스,2020.11.5 15:54,U,2020.11.7 2:40,,207589.7405,405620.1612,분뇨등관련영업관리,,,,,,,
312,가축분뇨배출시설관리업(사업장),09_30_02_P,4000000,4E+17,2010.12.13,,3,폐업,2,폐업,2012.12.26,,,,3180502205,,447-060,경기도 오산시 원동 379-1,경기도 오산시 밀머리로 42 (원동),447-060,주식회사 바이오립스,2013.12.27 10:20,I,2018.8.31 23:59,비료 및 농약 도매업,206515.2014,404030.3244,분뇨등관련영업관리,비료 및 농약 도매업,,,,,,
313,가축분뇨배출시설관리업(사업장),09_30_02_P,5700000,5.7E+17,2016.8.3,,3,폐업,2,폐업,2017.7.28,,,,,,,,경기도 여주시 농산로 91 (상거동),12653,(주)환경에너지오앤엠,2017.7.28 11:44,I,2018.8.31 23:59,,256494.8958,416818.6909,분뇨등관련영업관리,,,,,,,
314,가축분뇨배출시설관리업(사업장),09_30_02_P,3560000,3.56E+17,2010.12.21,,3,폐업,2,폐업,2014.9.11,,,,325660010,,,인천광역시 서구 원당동 824-2,인천광역시 서구 원당대로 841 (원당동),404-320,브니엘네이처(주),2014.9.11 17:29,I,2018.8.31 23:59,,173004.15,454691.162,분뇨등관련영업관리,,,,,,,
315,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2015.6.4,,3,폐업,2,폐업,2015.11.18,,,,031-635-7800,,,,경기도 이천시 중부대로 1235-1 (장록동),467-150,선영환경건설(주),2015.11.18 18:07,I,2018.8.31 23:59,"하수처리, 폐기물처리 및 청소관련 서비스업",240590.4756,417913.9238,분뇨등관련영업관리,"하수처리, 폐기물처리 및 청소관련 서비스업",,,,,,
316,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2016.6.10,,3,폐업,2,폐업,2018.3.21,,,,23521682,,467-800,경기도 이천시 중리동 235-9 3층,"경기도 이천시 남천로 12, 3층 (중리동)",467-800,선일환경에너지(주),2018.4.4 14:44,I,2018.8.31 23:59,,238834.38,419637.1,분뇨등관련영업관리,,,,,,,
317,가축분뇨배출시설관리업(사업장),09_30_02_P,3460000,3.46E+17,2002.3.20,,3,폐업,2,폐업,2008.7.8,,,,,,706-829,대구광역시 수성구 상동 622-14,대구광역시 수성구 신천동로 10-1  (상동),,기림환경건설(주),2008.7.8 13:19,I,2018.8.31 23:59,,345374.8176,259644.7309,분뇨등관련영업관리,,,,,,,
318,가축분뇨배출시설관리업(사업장),09_30_02_P,3520000,3.52E+17,2013.1.24,,3,폐업,2,폐업,2014.7.25,,,,3270075001,,406-831,인천광역시 연수구 청학동 496-4,인천광역시 연수구 벚꽃로 106  (청학동),,주식회사지엔씨에이,2014.7.25 13:47,I,2018.8.31 23:59,축산분뇨 처리업,171347.0526,435117.5234,분뇨등관련영업관리,축산분뇨 처리업,,,,,,
319,가축분뇨배출시설관리업(사업장),09_30_02_P,3520000,3.52E+17,2013.8.7,,3,폐업,2,폐업,2016.9.29,,,,326228042,,,,인천광역시 연수구 송도과학로 32 (송도동),406-840,코오롱워터앤에너지(주),2016.9.29 9:11,I,2018.8.31 23:59,,170022.5184,431135.7231,분뇨등관련영업관리,,,,,,,
320,가축분뇨배출시설관리업(사업장),09_30_02_P,4800000,4.8E+17,2017.9.14,,3,폐업,2,폐업,2019.2.28,,,,061-272-6705,,,,전라남도 목포시 안장산로 37 (용당동),58704,신진유지건설(주),2019.3.4 9:08,U,2019.3.6 2:40,토목 건설업,145479.1016,144795.1643,분뇨등관련영업관리,토목 건설업,,,,,,
321,가축분뇨배출시설관리업(사업장),09_30_02_P,4070000,4.07E+17,2018.9.28,,3,폐업,2,폐업,2021.3.18,,,,031-633-3636,,,경기도 이천시 송정동 346-32,"경기도 이천시 증신로 273, 3층 301호 (송정동)",17344,(주)순정에너지 환경,2021.3.18 11:30,U,2021.3.20 2:40,환경컨설팅 및 관련 엔지니어링 서비스업,238993.4731,421554.7911,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,,,
322,가축분뇨배출시설관리업(사업장),09_30_02_P,5530000,5.53E+17,2017.1.4,,3,폐업,2,폐업,2018.1.24,,,,313666236,,,,경기도 화성시 향남읍 서봉로 651-5,18589,비케이환경종합건설(주),2018.1.24 13:52,I,2020.8.5 0:23,,195746.336,403591.8317,분뇨등관련영업관리,,,,,,,
323,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2018.10.1,,3,폐업,2,폐업,2018.12.31,,,,041-356-6400,,,충청남도 당진시 대덕동 1016-2 네오서진건설(주),"충청남도 당진시 아미로 684, 네오서진건설(주) (대덕동)",31786,네오서진건설 주식회사,2018.12.31 13:26,U,2019.1.2 2:40,,167941.0823,374627.0271,분뇨등관련영업관리,,,,,,,
324,가축분뇨배출시설관리업(사업장),09_30_02_P,5080000,5.08E+17,2020.11.19,,3,폐업,2,폐업,2021.12.14,,,,054-464-1606,,,경상북도 구미시 도량동 792-90,"경상북도 구미시 송동로 68-15, 2층 (도량동)",39196,(주)신라에코텍,2021.12.14 17:13,U,2021.12.16 2:40,축산분뇨 처리업,319191.6354,293906.0899,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
325,가축분뇨배출시설관리업(사업장),09_30_02_P,4870000,4.87E+17,2022.10.5,,3,폐업,2,폐업,2022.12.6,,,,061-783-5026,,,전라남도 구례군 구례읍 봉동리 389-3,"전라남도 구례군 구례읍 중앙로 47, 2층",57643,(주)매일기술,2022.12.6 16:15,U,2022.12.8 2:40,축산분뇨 처리업,242492.0603,190172.657,분뇨등관련영업관리,축산분뇨 처리업,,,,0,,0
326,가축분뇨배출시설관리업(사업장),09_30_02_P,5670000,5.67E+17,2022.10.20,,3,폐업,2,폐업,2023.4.7,,,,552668494,,,경상남도 창원시 성산구 상남동 71-2 양지빌딩 201호,"경상남도 창원시 성산구 중앙대로 56, 201호 (상남동)",,(주)그린환경연구원,2023.4.7 17:39,U,2023.4.9 2:40,,352679.6307,192464.7841,분뇨등관련영업관리,,,,,0,,0
327,가축분뇨배출시설관리업(사업장),09_30_02_P,5590000,5.59E+17,2021.3.2,,3,폐업,2,폐업,2023.6.19,,,,,,,경기도 양주시 삼숭동 555-7,"경기도 양주시 부흥로 2148, 3층 2,3,4호 (삼숭동)",11485,㈜바이오워터,2023.6.19 11:36,U,2023.6.21 2:40,환경컨설팅 및 관련 엔지니어링 서비스업,208106.7117,478221.1494,분뇨등관련영업관리,환경컨설팅 및 관련 엔지니어링 서비스업,,,,0,,0
328,가축분뇨배출시설관리업(사업장),09_30_02_P,6510000,6.51E+17,2016.11.10,,3,폐업,2,폐업,2017.1.25,,,,064-721-2996,,,제주특별자치도 제주시 이도이동 430-7  3층,"제주특별자치도 제주시 정든로 33, 3층 (이도이동)",63225,흥산환경건설(주),2017.1.25 18:15,I,2018.8.31 23:59,,157376.561,199.4230931,분뇨등관련영업관리,,,,,,,
329,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2018.9.27,,3,폐업,2,폐업,2019.5.29,,,,041-350-5545,,,충청남도 당진시 읍내동 산 66-2 공장,"충청남도 당진시 무수동7길 42, 공장 (읍내동)",31774,당진축산업협동조합,2019.6.3 12:52,U,2019.6.5 2:40,,167973.5994,376470.1374,분뇨등관련영업관리,,,,,,,
330,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2018.10.23,,3,폐업,2,폐업,2019.5.14,,,,02-6901-8200,,,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동,"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 에스동 s동 10층 1001호 (삼평동)",13494,(주)티에스케이코퍼레이션,2019.5.14 15:22,U,2019.5.16 2:40,,209549.8745,433248.0854,분뇨등관련영업관리,,,,,,,
331,가축분뇨배출시설관리업(사업장),09_30_02_P,3780000,3.78E+17,2018.10.23,,3,폐업,2,폐업,2019.5.14,,,,02-6901-8200,,,경기도 성남시 분당구 삼평동 680 에이치스퀘어 에스동,"경기도 성남시 분당구 판교역로 231, 에이치스퀘어 에스동 s동 10층 1001호 (삼평동)",13494,(주)티에스케이코퍼레이션,2019.11.14 11:23,U,2019.11.16 2:40,,209549.8745,433248.0854,분뇨등관련영업관리,,,,,,,
332,가축분뇨배출시설관리업(사업장),09_30_02_P,5680000,5.68E+17,2018.10.2,,3,폐업,2,폐업,2018.12.7,,,,413566400,,,충청남도 당진시 원당동 791-1 동승빌딩 3층,충청남도 당진시 원당로 80 (원당동),343-090,네오서진건설(주),2019.1.2 15:50,I,2019.1.4 2:20,,168275.9626,378543.0601,분뇨등관련영업관리,,,,,,,
333,가축분뇨배출시설관리업(사업장),09_30_02_P,5100000,5.1E+17,2020.12.7,,3,폐업,2,폐업,2021.5.20,,,,054-332-2273,,,경상북도 영천시 청통면 계포리 241-2,경상북도 영천시 청통면 청통로 696,38867,(주)성진환경,2021.5.20 13:38,U,2021.5.22 2:40,,363940.6627,278810.9295,분뇨등관련영업관리,,,,,,,
334,가축분뇨배출시설관리업(사업장),09_30_02_P,5600000,5.6E+17,2001.12.7,,3,폐업,4,폐쇄,,,,,315347733,,487-040,경기도 포천시 신읍동 376-1,경기도 포천시 중앙로 31  (신읍동),,대성환경,2021.2.18 13:52,U,2021.2.20 2:40,,217286.7607,487572.937,분뇨등관련영업관리,,,,,,,
335,가축분뇨배출시설관리업(사업장),09_30_02_P,4390000,4.39E+17,2000.7.21,,3,폐업,4,폐쇄,,,,,043 8477436,,380-230,충청북도 충주시 금릉동 72-1,,,해명환경(주),2009.11.11 13:35,I,2018.8.31 23:59,,,,분뇨등관련영업관리,,,,,,,
