번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),문화체육업종명,문화사업자구분명,지역구분명,총층수,주변환경명,제작취급품목내용,보험기관명,건물용도명,지상층수,지하층수,객실수,건축연면적,영문상호명,영문상호주소,선박총톤수,선박척수,선박제원,무대면적,좌석수,기념품종류,회의실별동시수용인원,시설면적,놀이기구수내역,놀이시설수,방송시설유무,발전시설유무,의무실유무,안내소유무,기획여행보험시작일자,기획여행보험종료일자,자본금,보험시작일자,보험종료일자,부대시설내역,시설규모,관광숙박업상세명
52,관광숙박업,03_11_01_P,3120000,CDFI2260032016000001,2016.2.1,,1,영업/정상,13,영업중,,,,,02-393-1199,,,서울특별시 서대문구 창천동 18-81,서울특별시 서대문구 연세로2가길 3 (창천동),3779,신촌라싸 관광호텔,2023.6.2 10:27,U,2023.6.4 2:40,,194391.1696,450428.2811,관광숙박업,,일반상업지역,15,기타,,,숙박시설,13,2,41,1786,,,0,0,,0,0,,0,1785.96,,0,,,,,,,0,,,,1786,관광호텔업
53,관광숙박업,03_11_01_P,3120000,CDFI2260032016000002,2016.9.12,,1,영업/정상,13,영업중,,,,,7088123755,,,"서울특별시 서대문구 창천동 31-92 8,9,10층","서울특별시 서대문구 명물길 19, 8,9,10층 (창천동, 경오빌딩)",3776,24게스트하우스 신촌에비뉴엘점,2023.6.2 10:36,U,2023.6.4 2:40,,194425.5477,450629.488,관광숙박업,,일반주거지역,12,기타,,재난배상책임보험(DB손보),근린생활시설,10,2,23,1826,,,0,0,,0,0,,0,402.48,,0,,,,,,,0,,,,402,호스텔업
54,관광숙박업,03_11_01_P,3210000,CDFI2260031990000001,1990.12.30,,1,영업/정상,13,영업중,,,,,571-8100,,137-915,서울특별시 서초구 양재동 202,서울특별시 서초구 바우뫼로12길 70 (양재동),6769,더케이호텔앤리조트(주) 더케이호텔서울,2021.9.27 10:21,U,2021.9.29 2:40,,202833.2617,440511.5612,관광숙박업,관광사업,자연녹지지역,11,주택가주변,,,호텔,11,1,250,72742,THE K HOTEL SEOUL,TOURIST HOTEL,0,0,,0,0,,0,52135.75,,0,,,,,,,0,,,,52136,관광호텔업
55,관광숙박업,03_11_01_P,3210000,CDFI2260031994000001,1994.9.16,,1,영업/정상,13,영업중,,,,,02-6710-1804,,137-902,서울특별시 서초구 잠원동 6-1번지,"서울특별시 서초구 강남대로107길 6 (잠원동, 더리버사이드호텔)",137-902,더리버사이드호텔,2019.7.12 14:55,U,2019.7.14 2:40,,201530.4755,446268.2943,관광숙박업,,일반상업지역,16,,,,호텔,13,3,109,30096,THE RIVERSIDE HOTEL,TOURIST HOTEL,,,,,,,,30216.57,,,,,,,,,,,,,30217,관광호텔업
56,관광숙박업,03_11_01_P,3210000,CDFI2260032009000001,2009.4.27,,1,영업/정상,13,영업중,,,,,02-544-1004,,,서울특별시 서초구 잠원동 18-5번지 호텔티롤,"서울특별시 서초구 나루터로 64, 호텔티롤 (잠원동)",6527,호텔티롤,2019.7.24 10:39,U,2019.7.26 2:40,,201428.5176,445869.9511,관광숙박업,,일반상업지역,13,기타,,,호텔,9,4,83,7519,HOTEL TIROL,TOURIST HOTEL,,,,,,,,7518.78,,,,,,,,,200000000,,,,7519,관광호텔업
57,관광숙박업,03_11_01_P,3210000,CDFI2260032011000001,2011.11.14,,1,영업/정상,13,영업중,,,,,02-585-0561,,137-876,서울특별시 서초구 서초동 1589-4번지,서울특별시 서초구 반포대로12길 29 (서초동),6653,유원관광호텔,2019.7.12 15:00,U,2019.7.14 2:40,,201066.8186,442553.4171,관광숙박업,,일반상업지역,12,기타,,,호텔,10,2,,,YUWONMATE TOURIST HOTEL,TOURIST HOTEL,,,,,,,,4983.12,,,,,,,,,17006000000,,,,4983,관광호텔업
58,관광숙박업,03_11_01_P,3210000,CDFI2260032014000001,2014.4.12,,1,영업/정상,13,영업중,,,,,,,137-876,서울특별시 서초구 서초동 1594-4번지,서울특별시 서초구 반포대로14길 51 (서초동),6651,호텔 소설(小雪),2019.7.12 15:00,U,2019.7.14 2:40,,201151.0288,442683.6498,관광숙박업,,상업지역,14,유흥업소밀집지역,,,호텔,12,2,,,HOTEL Soh Sul,TOURIST HOTEL,,,,,,,,3660,,,,,,,,,6900000000,,,,3660,관광호텔업
59,관광숙박업,03_11_01_P,3210000,CDFI2260032015000001,2015.9.2,,1,영업/정상,13,영업중,,,,,269368100,,137-863,서울특별시 서초구 서초동 1361-9,서울특별시 서초구 강남대로 259 (서초동),137-863,호텔 페이토,2021.2.17 16:18,U,2021.2.19 2:40,,202811.3577,442727.7484,관광숙박업,,일반상업지역,19,학교정화(상대),,,호텔,19,4,189,8996,Hotel Peyto,TOURIST HOTEL,,,,,,,,8996,,,,,,,,,600000000,,,,8996,관광호텔업
60,관광숙박업,03_11_01_P,3210000,CDFI2260032017000001,2017.4.3,,1,영업/정상,13,영업중,,,,,222199000,,,서울특별시 서초구 서초동 1339-1번지,서울특별시 서초구 효령로 427 (서초동),6628,신라스테이 서초,2019.7.12 15:01,U,2019.7.14 2:40,,202594.605,443029.0883,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
61,관광숙박업,03_11_01_P,3210000,CDFI2260032018000002,2018.3.6,,1,영업/정상,13,영업중,,,,,02-3474-1214,,,서울특별시 서초구 서초동 1670-15,"서울특별시 서초구 서초대로56길 18, 업플로 호스텔 (서초동)",6633,업플로 호스텔,2022.1.28 18:05,U,2022.1.30 2:40,,201434.0321,443506.5799,관광숙박업,,일반상업지역,3,기타,,,숙박시설,,,21,735,UPFLO HOSTEL,HOSTEL,,,,,,,,735.11,,,,,,,,,1712132000,,,,735,호스텔업
62,관광숙박업,03_11_01_P,3210000,CDFI2260032007000001,2007.1.4,,1,영업/정상,13,영업중,,,,,02-597-1140,,137-881,서울특별시 서초구 서초동 1677-8번지,서울특별시 서초구 서초대로 338 (서초동),,프로비스타 가족호텔,2019.9.10 17:04,U,2019.9.12 2:40,,201577.6533,443623.6,관광숙박업,관광사업,일반상업지역,18,유흥업소밀집지역,,,호텔,15,3,160,10997,PROVISTA FAMILY HOTEL,FAMILY HOTEL,,,,,,,,10996.82,,,,,,,,,1850000000,,,,10997,가족호텔업
63,관광숙박업,03_11_01_P,3230000,CDFI2260031986000001,1986.10.1,,1,영업/정상,13,영업중,,,,,02-419-7000,,138-220,서울특별시 송파구 잠실동 40-1,서울특별시 송파구 올림픽로 240 (잠실동),5554,호텔롯데 롯데호텔월드,2023.2.20 9:02,U,2023.2.22 2:40,,208589.3633,445455.9041,관광숙박업,관광사업,준주거지역,36,기타,,,숙박시설,33,3,477,103700,,,0,0,,0,0,,0,103700.75,,0,,,,,,,0,,,,103701,관광호텔업
64,관광숙박업,03_11_01_P,3210000,CDFI2260032000000001,2000.7.28,,1,영업/정상,13,영업중,,,,,6282-6262,,137-713,서울특별시 서초구 반포동 19-3,서울특별시 서초구 신반포로 176 (반포동),,JW메리어트호텔 서울,2021.4.14 9:23,U,2021.4.16 2:40,,200250.4478,444683.2205,관광숙박업,관광사업,일반상업지역,32,기타,,,근린생활시설,32,5,379,52653,JW MARRIOTT HOTEL SEOUL,TOURIST HOTEL,,,,,,,,52653,,,,,,,,,,,,,52653,관광호텔업
65,관광숙박업,03_11_01_P,4810000,CDFI2260032018000047,2018.12.4,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 종화동 589-1번지,전라남도 여수시 하멜로 60 (종화동),59746,여수夜호스텔,2018.12.4 13:39,I,2018.12.6 2:20,,268223.6214,138087.3277,관광숙박업,,일반상업지역,7,기타,,,숙박시설,1,6,,,,,,,,,,,,1256.64,,,,,,,,,,,,,1257,호스텔업
66,관광숙박업,03_11_01_P,6510000,CDFI2260032018000005,2018.12.4,,1,영업/정상,13,영업중,,,,,064-799-6401,,,제주특별자치도 제주시 애월읍 고내리 1159,"제주특별자치도 제주시 애월읍 애월해안로 226, 솔트",63045,솔트,2021.12.29 16:00,U,2021.12.31 2:40,,138229.739,-3062.47195,관광숙박업,,일반주거지역,4,주택가주변,,,숙박시설,4,0,20,618,,,0,0,,0,0,,0,617.74,,0,,,,,,,670000,,,,618,호스텔업
67,관광숙박업,03_11_01_P,4810000,CDFI2260032019000001,2019.1.4,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 수정동 99-3번지,전라남도 여수시 오동도로 102 (수정동),59745,오동도관광호텔,2020.6.10 13:38,U,2020.6.12 2:40,,268809.707,138370.618,관광숙박업,,일반상업지역,6,기타,,,숙박시설,6,,40,2833,,,,,,,,,,536.96,,,,,,,,,,,,,537,관광호텔업
68,관광숙박업,03_11_01_P,3400000,CDFI2260032022000001,2022.3.24,,1,영업/정상,13,영업중,,,,,051-721-8585,,,부산광역시 기장군 기장읍 연화리 376-4,부산광역시 기장군 기장읍 연화1길 27,46082,베스트루이스해밀턴호텔 오션테라스,2023.2.1 13:28,U,2023.2.3 2:40,,402288.6402,192769.8426,관광숙박업,,준주거지역,13,,,삼성화재,숙박시설,12,1,70,3118,,,0,0,,0,0,,0,3665.59,,0,,,,,,,17909999600,,,,3666,관광호텔업
69,관광숙박업,03_11_01_P,4810000,CDFI2260032019000002,2019.1.29,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 산 318-21,전라남도 여수시 돌산읍 몰둠벙길 22-9,59771,웨스트힐스 프라이빗 풀빌라,2021.6.23 14:50,U,2021.6.25 2:40,,269272.5362,133989.4156,관광숙박업,,자연녹지지역,3,기타,,,근린생활시설,3,1,,,,,,,,,,,,2903.4,,,,,,,,,,,,,2903,호스텔업
70,관광숙박업,03_11_01_P,4160000,CDFI2260032019000001,2019.1.11,,1,영업/정상,13,영업중,,,,,,,,경기도 가평군 상면 행현리 636 Over the mountain,"경기도 가평군 상면 수목원로386번길 75, Over the mountain",12448,오버더마운틴,2021.4.20 11:42,U,2021.4.22 2:40,,230514.3815,471458.3179,관광숙박업,,관리지역,3,기타,,,숙박시설,3,1,30,3101,,,,,,,,,,3101.44,,,,,,,,,,,,,3101,가족호텔업
71,관광숙박업,03_11_01_P,3490000,CDFI2260032019000001,2019.1.29,,1,영업/정상,13,영업중,,,,,,,,인천광역시 중구 무의동 119-11번지,인천광역시 중구 하나개로 37 (무의동),22387,하늘지기,2019.2.1 11:35,U,2019.2.3 2:40,,148765.4461,431714.0222,관광숙박업,,자연녹지지역,4,기타,,,숙박시설,4,0,,,,,,,,,,,,432.46,,,,,,,,,6000000,,,,432,호스텔업
72,관광숙박업,03_11_01_P,3380000,CDFI2260032019000001,2019.1.29,,1,영업/정상,13,영업중,,,,,051-760-0808,,,부산광역시 수영구 민락동 181-205,부산광역시 수영구 광안해변로 276 (민락동),48283,베스트루이스해밀턴호텔 광안점,2022.8.1 15:04,U,2022.8.3 2:40,,393471.1778,186115.038,관광숙박업,,준주거지역,15,,,,숙박시설,15,1,50,2038,,,0,0,,0,0,,0,2037.96,,0,,,,,,,800000000,,,,2038,관광호텔업
73,관광숙박업,03_11_01_P,4810000,CDFI2260032004000001,2004.3.30,,1,영업/정상,13,영업중,,,,,061-662-6111,,,전라남도 여수시 공화동 1054-1번지,전라남도 여수시 공화남2길 20 (공화동),59743,샹보로관광호텔,2019.1.15 13:14,I,2019.1.17 2:20,,267907.9962,138729.0751,관광숙박업,,일반상업지역,6,기타,,,호텔,5,1,31,2279,CHAMBORD TOURIS HATEL,,,,,,,,,24525.56,,,,,,,,,,,,,24526,관광호텔업
74,관광숙박업,03_11_01_P,4010000,CDFI2260032019000001,2019.1.25,,1,영업/정상,13,영업중,,,,,031 319 0078,,,경기도 시흥시 정왕동 2031-5번지 오이도 서종 호텔,"경기도 시흥시 오이도로135번길 72, 씨하이호텔 (정왕동)",15015,씨하이호텔,2020.1.14 10:26,U,2020.1.16 2:40,,172191.1249,426723.5343,관광숙박업,,일반주거지역,7,,,삼성화재,호텔,7,,29,1553,,,,,,,,,,1553,,,,,,,,,,,,,1553,소형호텔업
75,관광숙박업,03_11_01_P,3910000,CDFI2260032019000001,2019.1.31,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 서정동 850-7,경기도 평택시 서정로268번길 6 (서정동),17775,서정호스텔,2023.1.16 9:01,U,2023.1.18 2:40,,205518.022,395951.3972,관광숙박업,,일반상업지역,4,,,현대해상화재보험,,4,1,37,0,,,0,0,,0,0,,0,926.39,,0,,,,,,,0,,,,926,호스텔업
76,관광숙박업,03_11_01_P,3700000,CDFI2260032019000001,2019.2.26,,1,영업/정상,13,영업중,,,,,052-277-2700,,,울산광역시 남구 삼산동 216-12,울산광역시 남구 삼산로383번길 6-17 (삼산동),44712,브라운도트,2021.12.28 10:45,U,2021.12.30 2:40,,413056.4009,229303.0514,관광숙박업,,일반상업지역,10,,,,숙박시설,10,0,50,0,,,0,0,,0,0,,0,2892.05,,0,,,,,,,0,,,,2892,관광호텔업
77,관광숙박업,03_11_01_P,4810000,CDFI2260032019000003,2019.2.26,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화양면 이천리 200-19번지,전라남도 여수시 화양면 옥천로 1063-13,59651,노을드림,2019.3.11 19:36,U,2019.3.13 2:40,,253529.6608,138579.5548,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,,10,233,,,,,,,,,,233,,,,,,,,,,,,,233,호스텔업
78,관광숙박업,03_11_01_P,4810000,CDFI2260032019000004,2019.2.26,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 화양면 이천리 206-1,전라남도 여수시 화양면 옥천로 1063-15,59651,노을드림#,2023.7.18 8:02,U,2023.7.20 2:40,,253503.373,138573.0689,관광숙박업,,자연녹지지역,2,기타,,,숙박시설,2,0,10,247,,,0,0,,0,0,,0,247.23,,0,,,,,,,0,,,,247,호스텔업
79,관광숙박업,03_11_01_P,3010000,CDFI2260032019000001,2019.2.11,,1,영업/정상,13,영업중,,,,,236721976,,,서울특별시 중구 남산동2가 18-6번지,서울특별시 중구 퇴계로20길 35 (남산동2가),4629,자자백팩커스,2020.6.17 18:19,U,2020.6.19 2:40,,198730.3971,450725.5631,관광숙박업,,일반주거지역,5,,,,,4,1,20,608,zaza backpackers,hostel,0,0,,0,0,,0,607.64,,0,,,,,,,0,,,,608,호스텔업
80,관광숙박업,03_11_01_P,3380000,CDFI2260032019000003,2019.2.8,,1,영업/정상,13,영업중,,,,,051-755-3333,,,부산광역시 수영구 수영동 450-5번지,부산광역시 수영구 망미번영로52번길 112 (수영동),48232,브라운도트 호텔 수영,2019.2.8 10:50,I,2019.2.10 2:21,,392540.6658,187537.6433,관광숙박업,,일반상업지역,6,,,,숙박시설,6,1,49,2282,Brown-dot Hotel Suyeong,TOURIST ACCOMMODATION (hostel),,,,,,,,2281.67,,,,,,,,,100000000,,,,2282,호스텔업
81,관광숙박업,03_11_01_P,3380000,CDFI2260032019000002,2019.1.31,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 184-36,부산광역시 수영구 광남로 158 (민락동),48284,허니슬립,2022.3.23 13:58,U,2022.3.25 2:40,,392979.8982,186054.2252,관광숙박업,,,2,,,,,0,0,4,0,,,0,0,,0,0,,0,83.37,,0,,,,,,,0,,,,83,호스텔업
82,관광숙박업,03_11_01_P,3490000,CDFI2260032019000002,2019.3.19,,1,영업/정상,13,영업중,,,,,327513950,,,인천광역시 중구 을왕동 678-73번지 바다풍경,"인천광역시 중구 선녀바위로55번길 2, 바다풍경 (을왕동)",22383,바다풍경,2019.5.3 15:29,U,2019.5.5 2:40,,144997.9503,437872.4357,관광숙박업,,,4,,,,,4,,,,,,,,,,,,,769.55,,,,,,,,,80000000,,,,770,호스텔업
83,관광숙박업,03_11_01_P,4810000,CDFI2260032019000005,2019.3.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 신월동 116-10,전라남도 여수시 신월로 531 (신월동),59747,멋진 하루,2022.6.9 8:20,U,2022.6.11 2:40,,264581.6068,136309.0122,관광숙박업,,일반주거지역,4,기타,,,숙박시설,3,1,,,,,,,,,,,,357,,,,,,,,,,,,,357,호스텔업
84,관광숙박업,03_11_01_P,3530000,CDFI2260032019000001,2019.1.28,,1,영업/정상,13,영업중,,,,,032-432-7023,,,인천광역시 남동구 구월동 1142-33,인천광역시 남동구 남동대로777번길 36 (구월동),21556,호텔 진,2022.6.15 11:39,U,2022.6.17 2:40,,173894.9578,438936.5355,관광숙박업,,일반상업지역,0,,,,,0,0,64,0,,,0,0,,0,0,,0,4970.07,,0,,,,,,,0,,,,4970,관광호텔업
85,관광숙박업,03_11_01_P,3380000,CDFI2260032019000004,2019.3.22,,1,영업/정상,13,영업중,,,,,051-751-2266,,,부산광역시 수영구 민락동 181-154번지 오션브릿지,"부산광역시 수영구 광안해변로278번길 42, 오션브릿지 8~10층 (민락동)",48283,H-에비뉴 광안리해변점,2019.7.23 13:37,U,2019.7.25 2:40,,393521.9986,185933.101,관광숙박업,,준주거지역,,,,,,,,34,20571,H-avenue Hotel Gwanganlihaebyeon,"TOURIST ACCOMMODATION
(a tourist hotel)",,,,,,,,1497.35,,,,,,,,,180000000,,,,1497,관광호텔업
86,관광숙박업,03_11_01_P,5330000,CDFI2260032019000001,2019.2.21,,1,영업/정상,13,영업중,,,,,,,,경상남도 통영시 정량동 1219-1번지 울라봉,"경상남도 통영시 동문로 51, 울라봉 (정량동)",53049,울라봉 호스텔,2020.1.26 11:37,U,2020.1.28 2:40,,330627.0075,150691.7506,관광숙박업,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,호스텔업
87,관광숙박업,03_11_01_P,6510000,CDFI2260032012001080,2012.7.12,,1,영업/정상,13,영업중,,,,,064-782-1000,,,제주특별자치도 제주시 구좌읍 하도리 2999-1,"제주특별자치도 제주시 구좌읍 해맞이해안로 1590-6, 하바나 리조트",63362,오투힐 리조트,2021.10.8 14:54,U,2021.10.10 2:40,,188191.4311,3521.938056,관광숙박업,,자연녹지지역,5,기타,,,숙박시설,4,1,36,2905,,,,,,,,,,2904.64,,,,,,,,,,,,,2905,가족호텔업
88,관광숙박업,03_11_01_P,6520000,CDFI2260032019000001,2019.3.25,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 색달동 2284-1번지,제주특별자치도 서귀포시 색달중앙로 38 (색달동),63534,호텔 아루미,2019.4.29 8:46,U,2019.5.1 2:40,,145317.3727,-26223.01598,관광숙박업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,관광호텔업
89,관광숙박업,03_11_01_P,4820000,CDFI2260032019000001,2019.3.5,,1,영업/정상,13,영업중,,,,,,,,전라남도 순천시 조곡동 91-28,전라남도 순천시 자경2길 22-26 (조곡동),57954,팔마여관,2022.7.5 15:33,U,2022.7.7 2:40,,245785.338,161338.6197,관광숙박업,,일반주거지역,1,,,,숙박시설,1,,1,74,,,,,,,,,,74,,,,,,,,,,,,,74,호스텔업
90,관광숙박업,03_11_01_P,5310000,CDFI2260032022000001,2022.4.21,,1,영업/정상,13,영업중,,,,,055-749-8591,,,경상남도 진주시 지수면 승산리 209-9,"경상남도 진주시 지수면 지수로 506, 1층",52610,지수남명진취가,2022.5.2 14:12,U,2022.5.4 2:40,,315589.9468,193785.1478,관광숙박업,,일반주거지역,1,주택가주변,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,228.25,,0,,,,,,,94000000,,,,228,호스텔업
91,관광숙박업,03_11_01_P,4341000,CDFI2260032023000001,2023.7.26,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 고성군 토성면 봉포리 20,"강원특별자치도 고성군 토성면 토성로 19-1, 3층",24765,겨울바다 호스텔,2023.7.26 18:56,I,2023.7.28 0:18,,337092.9573,528493.7939,관광숙박업,,일반주거지역,0,주택가주변,,,숙박시설,3,0,0,0,,,0,0,,0,0,,0,362.89,,0,,,,,,,0,,,,363,호스텔업
92,관광숙박업,03_11_01_P,3400000,CDFI2260032023000005,2023.7.14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 733,부산광역시 기장군 기장읍 기장해안로 267-7,46083,아난티 앳 부산,2023.7.21 13:39,U,2023.7.23 2:40,,402276.8805,191097.7122,관광숙박업,,,13,,,,,12,1,110,0,,,0,0,,0,0,,0,49516.4,,0,,,,,,,8751952900,,,,49516,관광호텔업
93,관광숙박업,03_11_01_P,3400000,CDFI2260032023000006,2023.7.14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 732,부산광역시 기장군 기장읍 기장해안로 267-17,46083,빌라쥬드 아난티 빌라동,2023.7.21 13:39,U,2023.7.23 2:40,,402105.9405,191464.8483,관광숙박업,,,5,,,,,3,2,130,0,,,0,0,,0,0,,0,110080.1,,0,,,,,,,8751952900,,,,110080,휴양콘도미니엄업
94,관광숙박업,03_11_01_P,3400000,CDFI2260032023000007,2023.7.14,,1,영업/정상,13,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 733,부산광역시 기장군 기장읍 기장해안로 267-7,46083,빌라쥬드 아난티 클리퍼,2023.7.21 13:39,U,2023.7.23 2:40,,402276.8805,191097.7122,관광숙박업,,,14,,,,,12,2,110,0,,,0,0,,0,0,,0,49516.4,,0,,,,,,,8751952900,,,,49516,휴양콘도미니엄업
95,관광숙박업,03_11_01_P,4810000,CDFI2260032023000014,2023.7.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 고소동 544,전라남도 여수시 고소1길 57 (고소동),59738,슈가몽 544,2023.7.14 17:37,I,2023.7.16 0:19,,267548.9324,138143.5235,관광숙박업,,일반주거지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,136.32,,0,,,,,,,10000000,,,,136,호스텔업
96,관광숙박업,03_11_01_P,4810000,CDFI2260032023000015,2023.7.14,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 신덕동 96-5,전라남도 여수시 신덕2길 90 (신덕동),59620,블루오션,2023.7.14 17:38,I,2023.7.16 0:19,,270080.1064,147607.9026,관광숙박업,,일반주거지역,1,주택가주변,,,숙박시설,1,0,0,0,,,0,0,,0,0,,0,94.05,,0,,,,,,,0,,,,94,호스텔업
97,관광숙박업,03_11_01_P,3330000,CDFI2260032023000003,2023.7.18,,1,영업/정상,13,영업중,,,,,,,,부산광역시 해운대구 송정동 182-20,부산광역시 해운대구 송정중앙로9번길 78-2 (송정동),48070,미니먼트,2023.7.18 17:37,I,2023.7.20 0:18,,400694.8289,189706.5591,관광숙박업,,일반주거지역,3,학교정화(상대),,,숙박시설,3,0,2,0,,,0,0,,0,0,,0,142.08,,0,,,,,,,0,,,,142,호스텔업
98,관광숙박업,03_11_01_P,4810000,CDFI2260032023000011,2023.6.30,,1,영업/정상,13,영업중,,,,,061-641-2224,,,전라남도 여수시 돌산읍 평사리 1318-110,전라남도 여수시 돌산읍 안굴전길 24,59771,아브리코풀빌라앤리조트,2023.6.30 13:02,I,2023.7.2 0:19,,,,관광숙박업,,자연녹지지역,3,기타,,,숙박시설,2,1,0,0,,,0,0,,0,0,,0,5069.32,,0,,,,,,,500000000,,,,5069,호스텔업
