번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),법인구분명,구분명
81,무료직업소개소,11_50_01_P,4640000,2.01346E+18,2013.11.22,,1,영업/정상,20,영업중,,,,,063 227 0857,,,전라북도 전주시 덕진구 진북동 365-18,"전라북도 전주시 덕진구 팔달로 336, 4층 (진북동)",54935,전주시노인취업지원센터 무료직업소개소,2023.3.9 18:00,U,2023.3.11 2:40,,212536.965,258959.7024,법인,무료
82,무료직업소개소,11_50_01_P,4640000,2.01446E+18,2014.2.27,,1,영업/정상,20,영업중,,,,,063 278 1829,,,전라북도 전주시 덕진구 금암동 470번지 25호,전라북도 전주시 덕진구 기린대로 380 (금암동),561-802,사단법인 한국커리어,2023.7.7 14:52,U,2023.7.9 2:40,,212025.3144,259626.1055,법인,무료
83,무료직업소개소,11_50_01_P,4640000,2.01446E+18,2014.3.24,,1,영업/정상,20,영업중,,,,,063 219 0340,,561-844,전라북도 전주시 덕진구 팔복동2가 750번지 1호,전라북도 전주시 덕진구  유상로  67 (팔복동2가),561-844,(사)전주벤처기업육성촉진지구발전협의회,2021.11.22 15:20,U,2021.11.24 2:40,,207199.2002,262433.2909,법인,무료
84,무료직업소개소,11_50_01_P,4640000,2.01446E+18,2014.12.19,,1,영업/정상,20,영업중,,,,,063 255 9112,,,,전라북도 전주시 완산구 감나무4길 29 (서신동),560-821,전북노인일자리센터,2021.6.21 15:18,U,2021.6.23 2:40,,210709.7693,259036.8018,법인,무료
85,무료직업소개소,11_50_01_P,4710000,2.01347E+18,2013.2.27,,1,영업/정상,20,영업중,,,,,635459884,,,전라북도 김제시 검산동 1059번지 7호,전라북도 김제시 검산택지5길 34 (검산동),54398,김제시니어클럽,2020.2.18 16:07,U,2020.2.20 2:40,,191127.065,255778.685,법인,무료
86,무료직업소개소,11_50_01_P,4710000,2.01847E+18,2018.2.23,,1,영업/정상,20,영업중,,,,,639201840,,,,전라북도 김제시 하동1길 79 (하동),54366,대한노인회김제시지회,2021.8.20 14:04,U,2021.8.22 2:40,,190396.6374,257196.5999,법인,무료
87,무료직업소개소,11_50_01_P,4640000,2.01546E+18,2015.1.30,,1,영업/정상,20,영업중,,,,,063 272 0388,,,,"전라북도 전주시 덕진구 전주천동로 483, 4층 (금암동)",561-801,(사)전북광역취업플러스,2021.6.29 9:21,U,2021.7.1 2:40,,211622.408,259563.1794,법인,무료
88,무료직업소개소,11_50_01_P,4640000,2.01546E+18,2015.2.5,,1,영업/정상,20,영업중,,,,,063  2802525,,,,전라북도 전주시 덕진구 팔과정로 164 (팔복동1가),561-841,(재)전라북도경제통상진흥원,2021.6.28 17:26,U,2021.6.30 2:40,,208514.8905,262320.5684,법인,무료
89,무료직업소개소,11_50_01_P,4640000,2.00146E+18,2001.10.8,,1,영업/정상,20,영업중,,,,,,,560-023,전라북도 전주시 완산구 경원동3가 34번지 1호 3층,"전라북도 전주시 완산구 현무1길 31-7 (경원동3가,3층)",,사단법인 전북노동복지센터,2021.7.9 10:34,U,2021.7.11 2:40,,213205.037,257922.2402,법인,무료
90,무료직업소개소,11_50_01_P,4720000,2.00747E+18,2007.9.6,,1,영업/정상,20,영업중,,,,,063  2617801,,,전라북도 완주군 봉동읍 은하리 1030번지 54호,전라북도 완주군 봉동읍 봉동로 396,565-905,완주장애인무료직업소개소,2022.8.9 16:29,U,2022.8.11 2:40,,213377.1981,272725.2698,법인,무료
91,무료직업소개소,11_50_01_P,4740000,2.01047E+18,2010.4.20,,1,영업/정상,20,영업중,,,,,063 324 6100,,,전라북도 무주군 무주읍 읍내리,전라북도 무주군 무주읍 단천로 137 (무주반딧불시니어클럽),55521,반딧불시니어클럽,2016.7.22 9:23,I,2018.8.31 23:59,,260001.2198,278836.9356,법인,무료
92,무료직업소개소,11_50_01_P,4740000,2.01647E+18,2016.12.7,,1,영업/정상,20,영업중,,,,,633230660,,,전라북도 무주군 무주읍 읍내리 245번지 4호 1통 1반,"전라북도 무주군 무주읍 단천로 100, 3층",55517,한우리 S.B 센터,2017.7.19 11:43,I,2018.8.31 23:59,,259608.0161,278781.3514,개인,무료
93,무료직업소개소,11_50_01_P,4640000,2.00446E+18,2004.12.1,,1,영업/정상,20,영업중,,,,,,,560-032,전라북도 전주시 완산구 풍남동2가 5번지 3호,전라북도 전주시 완산구 동문길 18-5 (풍남동2가),560-032,전북인력무료직업소개소,2020.1.3 10:14,U,2020.1.5 2:40,,213716.5361,257710.5979,법인,무료
94,무료직업소개소,11_50_01_P,4640000,2.00646E+18,2006.8.21,,1,영업/정상,20,영업중,,,,,,,560-828,전라북도 전주시완산구 중노송동 714번지 4호,전라북도 전주시 완산구 물왕멀2길 20-29 (중노송동),,마음건강무료직업소개사업소,2019.7.31 17:08,U,2019.8.2 2:40,,213436.8844,258533.8757,법인,무료
95,무료직업소개소,11_50_01_P,4640000,2.00846E+18,2008.5.23,,1,영업/정상,20,영업중,,,,,063 222 9999,,,전라북도 전주시 완산구 효자동3가 1215번지 21호 전라북도장애인복지관,"전라북도 전주시 완산구 천잠로 277, 전라북도장애인복지관 (효자동3가)",55069,전라북도장애인복지관 무료직업소개소,2021.7.19 17:57,U,2021.7.21 2:40,,208279.0912,256812.8715,법인,무료
96,무료직업소개소,11_50_01_P,4640000,2.01146E+18,2011.9.7,,1,영업/정상,20,영업중,,,,,063 287 2227,,560-843,전라북도 전주시 완산구 평화동1가 422번지 2호 일암빌딩 2층,"전라북도 전주시 완산구 장승배기로 300, 일암빌딩동 2층 (평화동1가)",560-843,전북여성노동자회,2021.6.29 9:24,U,2021.7.1 2:40,,213013.816,255520.8477,법인,무료
97,무료직업소개소,11_50_01_P,4640000,2.01246E+18,2012.10.11,,1,영업/정상,20,영업중,,,,,632883012,,,전라북도 전주시 완산구 효자동3가 1525-2 전주상공회의소,"전라북도 전주시 완산구 홍산로 276, 전주상공회의소 7층 708호 (효자동3가)",54969,전주상공회의소,2023.2.16 13:20,U,2023.2.18 2:40,,209547.2719,257572.5471,법인,무료
98,무료직업소개소,11_50_01_P,4640000,2.01246E+18,2012.11.14,,1,영업/정상,20,영업중,,,,,063 282 3393,,,전라북도 전주시 덕진구 송천동1가 459번지 44호,"전라북도 전주시 덕진구 송천중앙로 165, 5층 (송천동1가)",54834,(사)전북경영자총협회 무료직업소개사업,2017.6.5 10:29,I,2018.8.31 23:59,,210855.5751,262393.1935,법인,무료
99,무료직업소개소,11_50_01_P,4640000,2.01346E+18,2013.4.19,,1,영업/정상,20,영업중,,,,,063 277 3497,,,전라북도 전주시 덕진구 금암동 700-7,"전라북도 전주시 덕진구 가리내로 42-35, 전주서원시니어클럽 2층 (금암동)",54933,전주서원시니어클럽,2022.9.6 14:36,U,2022.9.8 2:40,,211790.9584,259405.934,법인,무료
100,무료직업소개소,11_50_01_P,4760000,2.01448E+18,2014.8.21,,1,영업/정상,20,영업중,,,,,063 644 9661,,,전라북도 임실군 임실읍 이도리 36,"전라북도 임실군 임실읍 호국로 1721, 3층",55927,임실시니어클럽,2022.9.8 16:00,U,2022.9.10 2:40,,226107.1879,235188.1702,법인,무료
101,무료직업소개소,11_50_01_P,4760000,2.01548E+18,2015.4.20,,1,영업/정상,20,영업중,,,,,063 642 0192,,,,전라북도 임실군 성수면 춘향로 2267-1,566-881,(사)임순남도농인력지원센터,2020.5.11 18:28,U,2020.5.13 2:40,,228554.356,232257.589,법인,무료
102,무료직업소개소,11_50_01_P,4670000,2.01547E+18,2015.7.9,,1,영업/정상,20,영업중,,,,,063 732 6065,,,전라북도 군산시 신영동 9-3 중앙동주민센터,전라북도 군산시 신영3길 11 (신영동),54027,군산시니어클럽,2020.9.4 18:00,U,2020.9.6 2:40,,174539.0726,276165.1994,법인,무료
103,무료직업소개소,11_50_01_P,4670000,2.01547E+18,2015.9.17,,1,영업/정상,20,영업중,,,,,031 357 8858,,,,대구광역시 북구  관음중앙로33길  3-20 (읍내동),445-862,KCIT 무료직업소개소,2020.6.17 9:40,U,2020.6.19 2:40,,339733.8414,272869.5929,법인,무료
104,무료직업소개소,11_50_01_P,4670000,2.01747E+18,2017.3.20,,1,영업/정상,20,영업중,,,,,063 445 7087,,,전라북도 군산시 신영동 6-1,"전라북도 군산시 구시장로 70, 더하임빌딩 2층 (신영동)",54027,사단법인 효림복지센터,2023.7.27 13:18,U,2023.7.29 2:40,,174618.5362,276258.7057,법인,무료
105,무료직업소개소,11_50_01_P,4670000,2.01247E+18,2012.7.3,,1,영업/정상,20,영업중,,,,,063 453 8601,,,전라북도 군산시 장미동 4번지 군산 상공회의소,"전라북도 군산시 내항1길 4, 군산 상공회의소 (장미동)",54026,군산상공회의소,2020.6.16 17:33,U,2020.6.18 2:40,,174535.7948,276472.4816,법인,무료
106,무료직업소개소,11_50_01_P,4670000,2.01447E+18,2014.11.27,,1,영업/정상,20,영업중,,,,,063 462 4491,,,,전라북도 군산시 대학로 16 (영화동),573-020,군산YWCA,2014.11.27 8:27,I,2018.8.31 23:59,,173971.9077,276487.6704,법인,무료
107,무료직업소개소,11_50_01_P,4670000,2.00047E+18,2000.10.4,,1,영업/정상,20,영업중,,,,,,,573-180,전라북도 군산시 미원동 22번지,전라북도 군산시 둔배미길 6-2 (미원동),573-180,장애인무료직업소개소,2013.12.27 9:42,I,2018.8.31 23:59,,174184.1824,275663.4316,개인,무료
108,무료직업소개소,11_50_01_P,4670000,2.00147E+18,2001.7.3,,1,영업/정상,20,영업중,,,,,063 466 7981,,573-500,전라북도 군산시 산북동 3612번지 4호,전라북도 군산시 칠성안3길 37 (산북동),573-500,군산장애인무료직업소개소,2020.6.11 9:13,U,2020.6.13 2:40,,170830.501,273320.2428,개인,무료
109,무료직업소개소,11_50_01_P,4670000,2.01047E+18,2010.2.2,,1,영업/정상,20,영업중,,,,,063 732 6065,,,전라북도 군산시 영화동 20-2,전라북도 군산시 대학로 16(영화동),54021,사단법인 우리는,2021.8.3 15:38,U,2021.8.5 2:40,,173971.9077,276487.6704,법인,무료
110,무료직업소개소,11_50_01_P,4670000,2.01247E+18,2012.2.15,,1,영업/정상,20,영업중,,,,,063 443 1005,,573-041,전라북도 군산시 중앙로1가 20번지 11호,전라북도  중정1길 3 ((2층)),573-041,사단법인 한누리 무료직업소개소,2021.11.29 17:56,U,2021.12.1 2:40,,174148.4748,276166.9504,법인,무료
111,무료직업소개소,11_50_01_P,4700000,2.00847E+18,2008.4.7,,1,영업/정상,20,영업중,,,,,063 635 1540,,590-821,전라북도 남원시 이백면 남계리 343번지 3호,전라북도 남원시 이백면 닭뫼안길 87,,남원시장애인종합복지관직업재활팀 무료직업소개소,2023.2.7 13:20,U,2023.2.9 2:40,,240028.6268,217094.5532,법인,무료
112,무료직업소개소,11_50_01_P,5100000,2.01951E+18,2019.3.25,,1,영업/정상,20,영업중,,,,,547067114,,,,경상북도 영천시 금완로 47 (완산동),38891,영천시니어클럽,2021.9.8 16:16,U,2021.9.10 2:40,,374372.7282,275112.7616,법인,무료
113,무료직업소개소,11_50_01_P,4490000,2.01057E+18,2010.2.11,,1,영업/정상,20,영업중,,,,,041 579 0311,,,충청남도 천안시 서북구 성정1동 159번지 21호 2층,"충청남도 천안시 서북구 성정로 118, 2층 (성정동)",331-998,삼일인력개발,2021.12.15 18:34,U,2021.12.17 2:40,,,,개인,무료
114,무료직업소개소,11_50_01_P,3940000,2.01939E+18,2019.3.13,,1,영업/정상,20,영업중,,,,,319042611,,,경기도 고양시 일산서구 대화동 841번지 3호 고양시 노인일자리센터,"경기도 고양시 일산서구 대화로 142-20, 고양시 노인일자리센터 4층 (대화동)",10222,사회복지법인 효샘 고양시니어클럽,2019.9.30 9:52,U,2019.10.2 2:40,,176688.3507,463178.4737,법인,무료
115,무료직업소개소,11_50_01_P,3010000,2.0193E+18,2019.3.12,,1,영업/정상,20,영업중,,,,,222369985,,,,"서울특별시 중구 다산로32길 5, 중구여성플라자 (신당동)",4586,(사)대한어머니회 중앙연합회,2019.3.12 8:39,I,2019.3.14 2:21,,201248.3708,450999.2501,법인,무료
116,무료직업소개소,11_50_01_P,3080000,2.01931E+18,2012.12.5,,1,영업/정상,20,영업중,,,,,02  876 9357,,,서울특별시 강북구 우이동 63번지 용천빌딩,"서울특별시 강북구 삼양로155길 5, 용천빌딩 2층 (우이동)",1006,사)한국장애인정보화협회,2022.8.8 17:05,U,2022.8.10 2:40,,201051.8391,461507.3953,법인,무료
117,무료직업소개소,11_50_01_P,3390000,2.01934E+18,2019.4.23,,1,영업/정상,20,영업중,,,,,513267600,,,,"부산광역시 사상구 사상로 196, 한빛빌딩 (괘법동)",46968,사상여성인력개발센터,2023.3.8 8:58,U,2023.5.26 8:48,,380760.3868,186640.6213,법인,무료
118,무료직업소개소,11_50_01_P,3560000,2.01936E+18,2019.4.16,,1,영업/정상,20,영업중,,,,,032 563 8221,,,,"인천광역시 서구 심곡로 81, 국제빌딩 202호 (심곡동)",22711,큰솔장애인자립생활센터,2023.1.16 17:55,U,2023.5.26 8:48,,171524.6628,448932.7737,법인,무료
119,무료직업소개소,11_50_01_P,4540000,2.01945E+18,2019.6.17,,1,영업/정상,20,영업중,,,,,041 734 8560,,,,"충청남도 논산시 관촉로235번길 15-10, 2층 (취암동)",32974,논산시시니어클럽,2019.6.17 9:12,I,2019.6.19 2:21,,208545.5274,300069.3402,법인,무료
120,무료직업소개소,11_50_01_P,3650000,2.01937E+18,2019.5.24,,1,영업/정상,20,영업중,,,,,042 482 3477,,,대전광역시 중구 오류동 154-4 센트리아오피스텔 303호,"대전광역시 중구 계백로 1719, 센트리아오피스텔 303호 (오류동)",34909,(사)대전광역시컨택센터협회,2023.3.21 16:17,U,2023.3.23 2:40,,236783.0941,313575.293,법인,무료
121,무료직업소개소,11_50_01_P,4470000,2.01945E+18,2019.6.3,,1,영업/정상,20,영업중,,,,,438728868,,,충청북도 음성군 음성읍 읍내리 381번지 1호,"충청북도 음성군 음성읍 설성로 83, 2층",27703,충북음성지역자활센터,2020.4.6 17:25,U,2020.4.8 2:40,,261528.2949,381222.856,법인,무료
122,무료직업소개소,11_50_01_P,5570000,2.02356E+18,2017.3.10,,1,영업/정상,20,영업중,,,,,043 838 4191,,,,"충청북도 청주시 서원구 모충로25번길 22, 3층 (개신동)",28667,증평군일자리종합지원센터,2023.1.31 20:10,I,2023.5.26 8:48,,241666.6291,347324.4065,,
123,무료직업소개소,11_50_01_P,5230000,2.01952E+18,2019.6.13,,1,영업/정상,20,영업중,,,,,054 654 8114,,,경상북도 예천군 예천읍 서본리 44-1,"경상북도 예천군 예천읍 군청길 11, 예천군시장개척단",36823,생명의공동체소비자생활협동조합,2023.6.13 17:40,U,2023.6.15 2:40,,329652.0988,351562.264,법인,무료
124,무료직업소개소,11_50_01_P,3590000,2.01936E+18,2012.2.3,,1,영업/정상,20,영업중,,,,,6202234022,,,광주광역시 동구 금남로3가 1-34,"광주광역시 동구 중앙로 194, 2층 (금남로3가)",61475,(사)에이치알디진흥연구원,2022.11.7 14:05,U,2022.11.9 2:40,,192277.7872,183478.5308,법인,무료
125,무료직업소개소,11_50_01_P,4520000,2.01945E+18,2019.5.28,,1,영업/정상,20,영업중,,,,,041 547 4038,,,,"충청남도 아산시 남산로 30, 대한노인회아산시지회 (온천동)",31566,대한노인회 아산시지회,2020.7.13 18:06,U,2020.7.15 2:40,,199653.1607,364424.3897,법인,무료
126,무료직업소개소,11_50_01_P,4780000,2.01948E+18,2019.5.9,,1,영업/정상,20,영업중,,,,,063 561 5234,,,,"전라북도 고창군 고창읍 월곡뉴타운1길 11, 커뮤니티 센터",56431,고창군 로컬JOB센터,2019.5.9 16:37,I,2019.5.13 14:10,,173856.7417,214940.5658,법인,무료
127,무료직업소개소,11_50_01_P,5130000,2.01951E+18,2019.4.25,,1,영업/정상,20,영업중,,,,,053 812 7188,,,대구광역시 달서구 유천동 68통 2반 대구월배 아이파크 111동 1101호,"경상북도 경산시 원효로3길 30, 2층 (중방동)",38617,경산시니어클럽 인력파견,2019.4.25 10:00,I,2019.5.13 14:10,,357123.7906,259892.1349,개인,무료
128,무료직업소개소,11_50_01_P,3100000,2.01931E+18,2019.5.9,,1,영업/정상,20,영업중,,,,,9315060,,,,서울특별시 노원구 노원로30길 73 (상계동),1697,노원50플러스센터,2023.1.4 14:45,U,2023.5.26 8:48,,206169.4497,461528.7204,법인,무료
129,무료직업소개소,11_50_01_P,5120000,2.01951E+18,2019.4.17,,1,영업/정상,20,영업중,,,,,054 556 8340,,,"경상북도 문경시 모전동 384-1 문경시니어클럽,양음지마노임건강센터","경상북도 문경시 모전3길 6, 문경시니어클럽,양음지마노임건강센터 (모전동)",36976,문경시니어클럽,2022.10.12 9:06,U,2022.10.14 2:40,,306204.9185,343988.8873,법인,무료
130,무료직업소개소,11_50_01_P,3590000,2.01736E+18,2015.12.30,,1,영업/정상,20,영업중,,,,,,,,광주광역시 동구 산수동 538번지 45호,"광주광역시 동구 필문대로 141-1, 2층 (산수동)",61407,제3생애지원협동조합,2021.1.5 15:06,U,2021.1.7 2:40,,193683.0686,184342.2917,법인,무료
131,무료직업소개소,11_50_01_P,5710000,2.01957E+18,2019.6.20,,1,영업/정상,20,영업중,,,,,043 212 9194,,,충청북도 청주시 청원구 율량동 1094,"충청북도 청주시 청원구 충청대로 93, 3층 (율량동)",28334,사회적협동조합 휴먼케어,2021.11.11 13:09,U,2021.11.13 2:40,,243950.5277,351635.3985,법인,무료
132,무료직업소개소,11_50_01_P,5050000,2.01951E+18,2019.5.16,,1,영업/정상,20,영업중,,,,,054 748 6008,,,경상북도 경주시 성건동 374번지 12호,경상북도 경주시 화랑로28번길 24 (성건동),38156,경주시니어클럽 화랑파견사업단,2021.8.6 8:39,U,2021.8.8 2:40,,399011.0905,262523.4063,법인,무료
133,무료직업소개소,11_50_01_P,4490000,2.02357E+18,2023.6.26,,1,영업/정상,20,영업중,,,,,415757120,,,,"충청남도 천안시 동남구 서부대로 257-13, 2층 (신방동)",31176,(사)충남장애인복지정보화협회,2023.6.26 11:36,I,2023.6.28 0:19,,211312.5245,365493.3131,법인,무료
134,무료직업소개소,11_50_01_P,3210000,2.02332E+18,1999.5.18,,1,영업/정상,20,영업중,,,,,25831234,,,서울특별시 서초구 방배동 874-1 한국수입협회(KOIMA)빌딩,"서울특별시 서초구 방배로 169, 한국수입협회(KOIMA)빌딩 5층 (방배동)",6573,(사)한국수입협회,2023.6.19 9:08,U,2023.6.21 2:40,,199271.0207,442933.4561,법인,무료
