번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총직원수,본사직원수,공장사무직직원수,공장판매직직원수,공장생산직직원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
65,식용얼음판매업,07_22_21_P,5340000,5340000-111-2006-00001,2006.5.4,,1,영업/정상,1,영업,,,,,055 8321239,20.3,664-020,경상남도 사천시 동동 184-54,경상남도 사천시 어시장길 61 (동동),52569,신창,2006.5.4 0:00,I,2018.8.31 23:59,식용얼음판매업,297729.8101,159284.2174,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
66,식용얼음판매업,07_22_21_P,3730000,3730000-111-1998-00001,1998.5.4,,1,영업/정상,1,영업,,,,,052 2622249,11.2,689-802,울산광역시 울주군 언양읍 남부리 125-6,울산광역시 울주군 언양읍 장터2길 16,44946,언양냉동,2001.8.14 0:00,I,2018.8.31 23:59,식용얼음판매업,392720.4925,231374.6313,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
67,식용얼음판매업,07_22_21_P,4670000,4670000-111-1939-00001,1976.7.30,,1,영업/정상,1,영업,,,,,,0,573-220,전라북도 군산시 장재동 46-6,전라북도 군산시 풍마길 16-3 (장재동),54041,민생얼음,2007.3.8 0:00,I,2018.8.31 23:59,식용얼음판매업,174429.12,275247.3885,식용얼음판매업,,,,,,,0,0,0,1,,,,N,0,,,
68,식용얼음판매업,07_22_21_P,4670000,4670000-111-1977-00001,1977.5.19,,1,영업/정상,1,영업,,,,,,0,573-220,전라북도 군산시 장재동 377,,,신생얼음,2001.7.26 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,0,0,0,1,,,,N,0,,,
69,식용얼음판매업,07_22_21_P,4670000,4670000-111-2002-00001,2002.7.2,,1,영업/정상,1,영업,,,,,063 4659918,39,573-863,전라북도 군산시 나운동 101-12 강천상가141호,"전라북도 군산시 나운안길 27 (나운동,강천상가141호)",54140,천일얼음,2002.7.2 0:00,I,2018.8.31 23:59,식용얼음판매업,173153.8649,273803.8808,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
70,식용얼음판매업,07_22_21_P,4640000,4650000-111-1995-00002,1995.5.31,,1,영업/정상,1,영업,,,,,063 2753663,103.5,560-819,전라북도 전주시 완산구 서신동 212-8,전라북도 전주시 완산구 감나무1길 17 (서신동),54950,전주일오제빙,2004.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,210846.314,258820.3556,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
71,식용얼음판매업,07_22_21_P,4690000,4690000-111-2009-00001,2009.5.14,,1,영업/정상,1,영업,,,,,0630535 3756,14.3,580-060,전라북도 정읍시 시기동 406-11,전라북도 정읍시 태평6길 39-6 (시기동),56164,선어수산,2016.6.27 8:19,I,2018.8.31 23:59,식용얼음판매업,186843.3884,229189.1762,식용얼음판매업,,,,,,,0,0,0,0,임대,,,N,0,,,
72,식용얼음판매업,07_22_21_P,4690000,4690000-111-2018-00001,2018.2.22,,1,영업/정상,1,영업,,,,,063 533 3636,,580-090,전라북도 정읍시 농소동 90-37,전라북도 정읍시 명덕1길 77 (농소동),56176,농부애마트,2018.2.22 13:49,I,2018.8.31 23:59,식용얼음판매업,186466.6299,231385.5855,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
73,식용얼음판매업,07_22_21_P,4640000,4650000-111-1998-00001,1998.6.9,,1,영업/정상,1,영업,,,,,063 2263227,18.33,560-812,전라북도 전주시 완산구 삼천동1가 662-3,전라북도 전주시 완산구 거마남로 16 (삼천동1가),55088,짱구얼음,2002.1.22 0:00,I,2018.8.31 23:59,식용얼음판매업,210637.1055,254963.9623,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
74,식용얼음판매업,07_22_21_P,5600000,5600000-111-1989-00001,1989.2.8,,1,영업/정상,1,영업,,,,,5352903,35.4,487-804,경기도 포천시 신읍동 150,경기도 포천시 구절초로 60 (신읍동),11146,포천얼음,2003.10.16 0:00,I,2018.8.31 23:59,식용얼음판매업,217432.9817,488430.9901,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
75,식용얼음판매업,07_22_21_P,5600000,5600000-111-1989-00002,1989.2.25,,1,영업/정상,1,영업,,,,,,16.5,487-892,경기도 포천시 영북면 운천리 528-10,경기도 포천시 영북면 영북로177번길 41-1,11106,운천얼음,2014.1.13 11:01,I,2018.8.31 23:59,식용얼음판매업,223651.5036,509699.0341,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
76,식용얼음판매업,07_22_21_P,5700000,5700000-111-2007-00001,2007.7.5,,1,영업/정상,1,영업,,,,,031 8854838,16,469-107,경기도 여주시 하동 214-11,경기도 여주시 청심로 121-4,12619,여주얼음,2014.1.29 15:46,I,2018.8.31 23:59,식용얼음판매업,256143.7765,422061.8328,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,0,0,N,0,,,
77,식용얼음판매업,07_22_21_P,5600000,5600000-111-1999-00001,1999.6.2,,1,영업/정상,1,영업,,,,,5412291,0,487-020,경기도 포천시 선단동 668-10,경기도 포천시 삼육사로 2131 (선단동),11160,송우얼음,2001.8.2 0:00,I,2018.8.31 23:59,식용얼음판매업,213643.7364,483962.7933,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
78,식용얼음판매업,07_22_21_P,4000000,4000000-111-1987-00001,1987.7.2,,1,영업/정상,1,영업,,,,,,,447-800,경기도 오산시 오산동 845-6,,,수산어름,2002.7.22 0:00,I,2018.8.31 23:59,식용얼음판매업,206147.7611,405631.0915,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
79,식용얼음판매업,07_22_21_P,4000000,4000000-111-1992-00001,1992.4.27,,1,영업/정상,1,영업,,,,,,96,447-190,"경기도 오산시 벌음동 129 외 2필지(128-1,133-1) 가동 1층 절반","경기도 오산시 발안로 1251, 가동 1층 절반 (벌음동)",18104,오산얼음,2020.8.27 14:43,U,2020.8.29 2:40,식용얼음판매업,203139.2209,404090.993,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
80,식용얼음판매업,07_22_21_P,4040000,4040000-111-1985-00001,1985.5.25,,1,영업/정상,1,영업,,,,,031 7924101,,465-816,경기도 하남시 천현동 194-9,경기도 하남시 신장로 60 (천현동),12962,신장어름집,2001.8.23 0:00,I,2018.8.31 23:59,식용얼음판매업,218549.8207,448161.3616,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
81,식용얼음판매업,07_22_21_P,3210000,3210000-111-2017-00001,2017.7.18,,1,영업/정상,1,영업,,,,,02  34466711,10,137-903,서울특별시 서초구 잠원동 19-5 지하1층 213-1호,"서울특별시 서초구 나루터로 70, 지하1층 213-1호 (잠원동)",6526,JSD+(제이에스디플러스),2017.7.18 11:00,I,2018.8.31 23:59,식용얼음판매업,201492.4732,445897.4925,식용얼음판매업,,,,,,,,,,,자가,,,N,10,,,
82,식용얼음판매업,07_22_21_P,3120000,3120000-111-2012-00001,2012.6.29,,1,영업/정상,1,영업,,,,,02 3365222,17.35,120-830,서울특별시 서대문구 연희동 353-77,서울특별시 서대문구 연희로 52-6 (연희동),3781,순팔에너지,2022.11.14 15:32,U,2022.11.16 2:40,식용얼음판매업,193601.6339,451178.3819,식용얼음판매업,,,,,,,0,0,0,0,임대,,,N,0,,,
83,식용얼음판매업,07_22_21_P,3110000,3110000-111-2010-00001,2010.7.26,,1,영업/정상,1,영업,,,,,02  354 6969,10,122-901,서울특별시 은평구 역촌동 63-21 지상1층,"서울특별시 은평구 연서로 41-1, 1층 (역촌동)",3418,연흥얼음,2018.1.9 11:34,I,2018.8.31 23:59,식용얼음판매업,192470.6623,455632.8825,식용얼음판매업,,,,,상수도전용,,,,,,자가,,,N,10,,,
84,식용얼음판매업,07_22_21_P,4351000,4351000-111-2021-00001,2021.1.28,,1,영업/정상,1,영업,,,,,031 541 3369,199.23,,강원특별자치도 양양군 양양읍 포월리 256-3,강원특별자치도 양양군 양양읍 포월새말길 23-120,25013,설운아이스,2021.2.5 9:41,I,2023.6.13 0:00,식용얼음판매업,342533.4513,511892.8367,식용얼음판매업,0,0,,,상수도전용,0,0,0,0,0,자가,0,0,N,39.75,,,
85,식용얼음판매업,07_22_21_P,4201000,4201000-111-2010-00001,2010.5.27,,1,영업/정상,1,영업,,,,,033 655 5401,14,,강원특별자치도 강릉시 성남동 50 (지하 60호),"강원특별자치도 강릉시 금성로 21, 60호 (성남동)",25543,명동얼음,2021.11.23 16:05,I,2023.6.13 0:00,식용얼음판매업,367255.8787,474087.7544,식용얼음판매업,0,0,,,상수도전용,0,0,0,0,0,임대,0,0,N,0,,,
86,식용얼음판매업,07_22_21_P,4201000,4201000-111-1991-00001,1991.9.6,,1,영업/정상,1,영업,,,,,033 6525005,23.8,,강원특별자치도 강릉시 성남동 50,강원특별자치도 강릉시 금성로 21 (성남동),25543,영진수산물상회,2008.6.11 15:05,I,2023.6.13 0:00,식용얼음판매업,367255.8787,474087.7544,식용얼음판매업,0,0,,,상수도전용,0,0,0,0,0,임대,0,0,N,0,,,
87,식용얼음판매업,07_22_21_P,5330000,5330000-111-1995-00001,1995.3.27,,1,영업/정상,1,영업,,,,,055 6457043,,650-080,경상남도 통영시 항남동 146-6,,,홍숭얼음,2009.2.5 16:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
88,식용얼음판매업,07_22_21_P,5330000,5330000-111-1995-00002,1995.6.24,,1,영업/정상,1,영업,,,,,055 6455239,,650-080,경상남도 통영시 항남동 147-35,,,윤화얼음,2001.9.5 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
89,식용얼음판매업,07_22_21_P,5330000,5330000-111-1996-00001,1996.5.2,,1,영업/정상,1,영업,,,,,,,650-942,경상남도 통영시 산양읍 삼덕리 218,,,세일얼음,2001.9.5 0:00,I,2018.8.31 23:59,식용얼음판매업,326560.9072,144790.4723,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
90,식용얼음판매업,07_22_21_P,5330000,5330000-111-1996-00002,1996.7.16,,1,영업/정상,1,영업,,,,,,,650-080,경상남도 통영시 항남동 115-2,,,OK얼음,2001.9.5 0:00,I,2018.8.31 23:59,식용얼음판매업,330232.8201,150153.5884,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
91,식용얼음판매업,07_22_21_P,5330000,5330000-111-2012-00001,2012.6.20,,1,영업/정상,1,영업,,,,,055 646 0700,32,650-805,경상남도 통영시 북신동 572-3,경상남도 통영시 북신염전길 42 (북신동),,무전얼음,2012.8.29 17:34,I,2018.8.31 23:59,식용얼음판매업,330097.9791,151736.4685,식용얼음판매업,,,,,,,,,,,임대,,,N,0,,,
92,식용얼음판매업,07_22_21_P,4880000,4880000-111-1995-00001,1995.7.26,,1,영업/정상,1,영업,,,,,061 8343410,12,548-802,전라남도 고흥군 고흥읍 남계리 625-1,전라남도 고흥군 고흥읍 시장천변길 29-10,59543,두산얼음,2001.10.12 0:00,I,2018.8.31 23:59,식용얼음판매업,226210.8539,123343.4187,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
93,식용얼음판매업,07_22_21_P,4880000,4880000-111-1996-00001,1996.6.14,,1,영업/정상,1,영업,,,,,061 8408122,13.21,548-943,전라남도 고흥군 봉래면 신금리 1000-67,전라남도 고흥군 봉래면 나로도항길 181,59569,나로도수협,2017.1.11 13:22,I,2018.8.31 23:59,식용얼음판매업,241672.7736,107320.5308,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,,,N,0,,,
94,식용얼음판매업,07_22_21_P,4880000,4880000-111-2001-00001,2001.10.12,,1,영업/정상,1,영업,,,,,061 8327062,12,548-892,전라남도 고흥군 도화면 당오리 529-7,전라남도 고흥군 도화면 동신길 31,59529,도화식용얼음,2001.10.12 0:00,I,2018.8.31 23:59,식용얼음판매업,229309.688,112481.0989,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
95,식용얼음판매업,07_22_21_P,4820000,4820000-111-2010-00001,2010.11.11,,1,영업/정상,1,영업,,,,,,49.5,540-970,전라남도 순천시 풍덕동 868-1 나동(1층),,,남부시장얼음수산,2010.11.11 16:28,I,2018.8.31 23:59,식용얼음판매업,245845.8209,160550.0404,식용얼음판매업,,,,,,,0,0,0,0,자가,,,N,49.5,,,
96,식용얼음판매업,07_22_21_P,4820000,4820000-111-2014-00001,2014.5.23,,1,영업/정상,1,영업,,,,,,30,540-975,전라남도 순천시 연향동 1502-3,"전라남도 순천시 대석2길 11-4, 1층 (연향동)",57987,연향얼음,2023.5.17 17:20,U,2023.5.19 2:40,식용얼음판매업,247786.9008,160765.0391,식용얼음판매업,0,0,,,상수도전용,0,0,0,0,0,자가,0,0,N,30,,,
97,식용얼음판매업,07_22_21_P,4840000,4840000-111-2014-00001,2014.4.4,,1,영업/정상,1,영업,,,,,061 795 0730,72.6,545-885,전라남도 광양시 태인동 1651-3,전라남도 광양시 담안길 77-3 (태인동),57817,태금얼음,2014.4.4 15:42,I,2018.8.31 23:59,식용얼음판매업,268443.9629,160541.8692,식용얼음판매업,,,,,상수도전용,,,,,,자가,,,N,6.6,,,
98,식용얼음판매업,07_22_21_P,4840000,4840000-111-2015-00001,2015.8.6,,1,영업/정상,1,영업,,,,,,13.2,545-886,전라남도 광양시 중동 1716-2,전라남도 광양시 세동길 43 (중동),57777,얼음골 종합유통,2015.8.6 18:05,I,2018.8.31 23:59,식용얼음판매업,263639.825,161074.505,식용얼음판매업,,,,,상수도전용,,,,,,자가,,,N,0,,,
99,식용얼음판매업,07_22_21_P,4890000,4890000-111-2009-00001,2009.6.12,,1,영업/정상,1,영업,,,,,061 8580678,40,546-905,전라남도 보성군 벌교읍 벌교리 887-20,전라남도 보성군 벌교읍 홍암로 17,59425,벌교얼음,2011.11.29 10:45,I,2018.8.31 23:59,식용얼음판매업,231634.5165,149467.6682,식용얼음판매업,,,,,상수도전용,,,,,,임대,,,N,0,,,
100,식용얼음판매업,07_22_21_P,4840000,4840000-111-2000-00001,2000.11.30,,1,영업/정상,1,영업,,,,,061 7621525,15.64,545-807,전라남도 광양시 광양읍 인서리 484-8,전라남도 광양시 광양읍 순광로 633-1,57757,신성얼음,2016.5.26 9:00,I,2018.8.31 23:59,식용얼음판매업,253364.9461,163289.0032,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
101,식용얼음판매업,07_22_21_P,4810000,4810000-111-2001-00003,2001.3.31,,1,영업/정상,1,영업,,,,,061 6815596,4.2,555-807,전라남도 여수시 학동 35-2,전라남도 여수시 학동2길 7-4 (학동),59677,현천얼음,2011.1.27 9:28,I,2018.8.31 23:59,식용얼음판매업,260774.2344,140827.4176,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
102,식용얼음판매업,07_22_21_P,4810000,4810000-111-1991-00001,1991.6.14,,1,영업/정상,1,영업,,,,,,17.1,550-100,전라남도 여수시 충무동 418,전라남도 여수시 충무5길 3-2 (충무동),59733,서정얼음,2001.8.31 0:00,I,2018.8.31 23:59,식용얼음판매업,266827.6986,138431.0187,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
103,식용얼음판매업,07_22_21_P,4960000,4960000-111-1996-00001,1996.8.22,,1,영업/정상,1,영업,,,,,061 3222320,,525-803,전라남도 함평군 함평읍 내교리 163-1,전라남도 함평군 함평읍 영수길 142-1,57154,풍년당,2006.7.4 0:00,I,2018.8.31 23:59,식용얼음판매업,156140.4337,173820.6154,식용얼음판매업,,,,,상수도전용,,0,0,0,0,자가,,,N,0,,,
104,식용얼음판매업,07_22_21_P,4960000,4960000-111-2009-00001,2009.7.24,,1,영업/정상,1,영업,,,,,061 322 8998,5.95,525-861,전라남도 함평군 나산면 구산리 810,전라남도 함평군 나산면 함장로 1929-8,57128,나산얼음,2010.12.29 16:09,I,2018.8.31 23:59,식용얼음판매업,160721.3507,177970.4546,식용얼음판매업,,,,,간이상수도,,0,0,0,0,자가,,,N,5.95,,,
105,식용얼음판매업,07_22_21_P,4870000,4870000-111-2008-00001,2008.9.4,,1,영업/정상,1,영업,,,,,6107822330,0,542-804,전라남도 구례군 구례읍 봉동리 211,전라남도 구례군 구례읍 5일시장작은길 20,57639,구례수산,2008.9.4 18:17,I,2018.8.31 23:59,식용얼음판매업,242689.3452,190186.7804,식용얼음판매업,,,,,상수도전용,,,1,,,자가,,,N,0,,,
106,식용얼음판매업,07_22_21_P,4870000,4870000-111-2010-00001,2010.10.18,,1,영업/정상,1,영업,,,,,061 783 3300,,542-802,전라남도 구례군 구례읍 봉북리 447-1,전라남도 구례군 구례읍 봉성로 142,57644,구례농협 하나로마트,2023.3.31 14:00,U,2023.4.2 2:40,식용얼음판매업,242261.6262,190743.3005,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
107,식용얼음판매업,07_22_21_P,4251000,4251000-111-2003-00001,2003.10.1,,1,영업/정상,1,영업,,,,,033 4320188,10,,강원특별자치도 홍천군 홍천읍 신장대리 55-47,강원특별자치도 홍천군 홍천읍 홍천로 366,25139,삼광얼음,2012.7.18 16:49,I,2023.6.13 0:00,식용얼음판매업,278073.8141,465530.9994,식용얼음판매업,0,0,,,상수도전용,0,0,0,0,0,,0,0,N,0,,,
108,식용얼음판매업,07_22_21_P,5470000,5470000-111-1996-00001,1996.7.19,,1,영업/정상,1,영업,,,,,055 9431433,,670-803,경상남도 거창군 거창읍 대동리 934-1,경상남도 거창군 거창읍 강변로 175,50138,이교낚시얼음,2013.12.23 11:30,I,2018.8.31 23:59,식용얼음판매업,282840.427,243285.8411,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
109,식용얼음판매업,07_22_21_P,5470000,5470000-111-1999-00001,1999.1.30,,1,영업/정상,1,영업,,,,,055 9424979,6.72,670-808,경상남도 거창군 거창읍 중앙리 172-10,경상남도 거창군 거창읍 시장3길 4,50138,강변과일·얼음,2013.12.19 13:14,I,2018.8.31 23:59,식용얼음판매업,282767.1512,243262.225,식용얼음판매업,,,,,,,0,0,0,0,,,,N,0,,,
110,식용얼음판매업,07_22_21_P,5410000,5410000-111-1997-00002,1997.5.3,,1,영업/정상,1,영업,,,,,055 5266069,,635-903,경상남도 창녕군 남지읍 남지리 534,,,효도얼음집,2001.10.25 0:00,I,2018.8.31 23:59,식용얼음판매업,,,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
111,식용얼음판매업,07_22_21_P,5410000,5410000-111-2005-00001,2005.2.17,,1,영업/정상,1,영업,,,,,055 5326641,,635-801,경상남도 창녕군 창녕읍 교리 1035-7,경상남도 창녕군 창녕읍 명덕로 27,50317,진마트창녕점,2009.6.23 14:05,I,2018.8.31 23:59,식용얼음판매업,335286.9765,228058.4659,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
112,식용얼음판매업,07_22_21_P,5410000,5410000-111-2013-00001,2013.9.9,,1,영업/정상,1,영업,,,,,055 526 0526,979.8,635-903,경상남도 창녕군 남지읍 남지리 981-1,경상남도 창녕군 남지읍 남지중앙로 66,50359,뉴홀마트(창녕점),2017.3.21 15:32,I,2018.8.31 23:59,식용얼음판매업,334075.7492,211165.8742,식용얼음판매업,,,,,,,0,0,0,0,자가,,,N,19.8,,,
113,식용얼음판매업,07_22_21_P,5410000,5410000-111-2009-00001,2009.6.22,,1,영업/정상,1,영업,,,,,055 521 6641,7.9,635-862,경상남도 창녕군 영산면 서리 217-1 1필지,경상남도 창녕군 영산면 영산장마로 753 (1필지),50342,진마트영산점,2012.5.21 14:14,I,2018.8.31 23:59,식용얼음판매업,338464.1744,218601.2234,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
114,식용얼음판매업,07_22_21_P,5410000,5410000-111-2010-00001,2010.5.6,,1,영업/정상,1,영업,,,,,055 532 0772,8.4,635-814,경상남도 창녕군 창녕읍 송현리 235,,,롯데아이시스샘물,2012.5.21 14:15,I,2018.8.31 23:59,식용얼음판매업,335944.313,228052.2793,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
115,식용얼음판매업,07_22_21_P,5460000,5460000-111-2001-00001,2001.6.26,,1,영업/정상,1,영업,,,,,055 9635131,,676-805,경상남도 함양군 함양읍 용평리 643-6,경상남도 함양군 함양읍 용평중앙길 42,50046,경남얼음,2013.11.22 16:51,I,2018.8.31 23:59,식용얼음판매업,266260.3499,224605.0868,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
116,식용얼음판매업,07_22_21_P,5460000,5460000-111-2001-00002,2001.7.13,,1,영업/정상,1,영업,,,,,055 9621624,,676-813,경상남도 함양군 수동면 화산리 1255-13,경상남도 함양군 수동면 수동길 7,50022,대성얼음,2013.11.22 16:55,I,2018.8.31 23:59,식용얼음판매업,271175.0368,225003.9989,식용얼음판매업,,,,,,,,,,,,,,N,0,,,
117,식용얼음판매업,07_22_21_P,5430000,5430000-111-1973-00001,1973.8.16,,1,영업/정상,1,영업,,,,,055 8644771,23.91,668-802,"경상남도 남해군 남해읍 북변리 280-6 외3필지(280-4,280-10,281-13)","경상남도 남해군 남해읍 화전로96번가길 10 (외3필지(280-4,280-10,281-13))",52414,남해얼음집,2010.12.24 14:54,I,2018.8.31 23:59,식용얼음판매업,281785.2388,149481.2296,식용얼음판매업,,,,,상수도전용,,0,0,0,0,,,,N,0,,,
