시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시설장명,시군구코드,시군구명,시설주소,정원(수용인원),현인원,전화번호,우편번호
용산데이케어센터,A4021,(노인) 재가노인복지시설,재가노인복지시설,자치구,이성희,1117000000,용산구,서울특별시 용산구 독서당로11길 16 (한남동),21,21,02-794-7787,4410
구립영등포노인종합복지관,A4035,(노인) 노인복지관,노인여가복지시설,자치구,박영숙,1156000000,영등포구,서울특별시 영등포구 도림로 482,13000,18448,02-2068-5326,7296
사)한국한아름복지회재가노인지원센터,A4036,(노인) 재가노인복지시설,재가노인복지시설,자치구,최순임,1168000000,강남구,서울특별시 강남구 개포로24길 29지하1층 (개포동),80,80,02-573-7944,6308
구립영등포노인종합복지관병설데이케어센터,A4044,(노인) 재가노인복지시설,재가노인복지시설,자치구,박영숙,1156000000,영등포구,서울특별시 영등포구 도림로 482,35,35,02-2068-5325,7296
성동노인종합복지관병설성동데이케어센터,A4120,(노인) 재가노인복지시설,재가노인복지시설,자치구,김광수,1120000000,성동구,서울특별시 성동구 마조로 77 (마장동),17,17,02-2298-5177,4759
양천어르신종합복지관병설양천데이케어센터,A4153,(노인) 재가노인복지시설,재가노인복지시설,자치구,한승호,1147000000,양천구,서울특별시 양천구 신정7동(신정7동),24,24,02-2649-7707,158077
시립은평노인종합복지관 은평데이케어센터,A4163,(노인) 재가노인복지시설,재가노인복지시설,자치구,김승자,1138000000,은평구,서울특별시 은평구 연서로 415(진관동),35,33,02-385-1351,3310
노인통합지원센터,A4189,(노인) 재가노인복지시설,재가노인복지시설,자치구,양재석,1168000000,강남구,서울특별시 강남구 봉은사로24길 70,0,100,02-557-8091,6131
청파노인복지관,A4195,(노인) 노인복지관(소규모),노인여가복지시설,자치구,임은정,1117000000,용산구,서울특별시 용산구 청파로83길 26서계동 (서계동),,,02-703-6011,4303
시립강동노인복지관데이케어센터,A4272,(노인) 재가노인복지시설,재가노인복지시설,자치구,성미선,1174000000,강동구,서울특별시 강동구 명일2동 48-1032-5,24,24,02-426-2048,5269
동대문노인종합복지관병설주간보호센터,A4284,(노인) 재가노인복지시설,재가노인복지시설,자치구,민경원,1123000000,동대문구,서울특별시 동대문구 제기로33길25,24,24,02-963-0565,2462
구립여의도원광데이케어센터,A4344,(노인) 재가노인복지시설,재가노인복지시설,자치구,양귀자,1156000000,영등포구,서울특별시 영등포구 여의대방로68길 15영창빌딩 3층,28,28,02-782-4438,7343
강서노인복지관데이케어센터,A4373,(노인) 재가노인복지시설,재가노인복지시설,자치구,임무영,1150000000,강서구,서울특별시 강서구 화곡로61길 85,18,18,02-3664-0322,7590
양천사랑마루,A4519,(노인) 노인요양시설,노인의료복지시설,자치구,이경복,1147000000,양천구,서울특별시 양천구 곰달래로6길 17-1 (신월동),41,40,02-2699-3275,7925
서울성모원 노인요양공동생활가정,A4555,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이희주,1156000000,영등포구,서울특별시 영등포구 대림로12가길 7-1,9,9,02-831-9311,7438
성모노인복지센터,A4583,(노인) 재가노인복지시설,재가노인복지시설,자치구,최옥란,1165000000,서초구,서울특별시 서초구 도구로 58-1(방배동 969-5),0,9,02-3474-2284,137846
효노인복지센터,A4584,(노인) 재가노인복지시설,재가노인복지시설,자치구,곽현숙,1130500000,강북구,서울특별시 강북구 오현로 194덕수빌딩 2층 (번동),0,0,02-946-1313,1224
효노인복지센터,A4585,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,곽현숙,1130500000,강북구,서울특별시 강북구 오현로 194덕수빌딩 2층 (번동),9,9,02-984-0695,1224
봄날실버센터,A4600,(노인) 노인요양시설,노인의료복지시설,자치구,김미숙,1150000000,강서구,서울특별시 강서구 금낭화로 39봄날실버센터,42,42,02-2665-8057,7608
시니어스너싱홈,A4602,(노인) 노인요양시설,노인의료복지시설,자치구,김영채,1150000000,강서구,서울특별시 강서구 화곡로68길 102,56,56,02-3660-7630,7550
서울시니어스타워(주)가양본부,A4603,(노인) 노인복지주택,노인주거복지시설,자치구,박경숙,1150000000,강서구,"서울특별시 강서구 화곡로68길 102 (등촌동, 서울특별시니어스가양타워)",600,444,02-3660-7700,7550
강북노인복지센터,A4604,(노인) 재가노인복지시설,재가노인복지시설,자치구,박용권,1130500000,강북구,서울특별시 강북구 도봉로67길 48-6(미아동),0,0,02-981-5004,1120
한마음노인전문요양원,A4615,(노인) 노인요양시설,노인의료복지시설,자치구,이은점,1150000000,강서구,서울특별시 강서구 초록마을로14길 44 (화곡동),26,14,02-2607-7315,7722
붓다마을,A4746,(노인) 노인요양시설,노인의료복지시설,자치구,강차남,1138000000,은평구,서울특별시 은평구 연서로48길 41 (진관동),271,284,02-3156-7500,3308
참사랑노인요양센터,A4783,(노인) 재가노인복지시설,재가노인복지시설,자치구,고정숙,1130500000,강북구,"서울특별시 강북구 오현로 326층 (청우빌딩, 미아동)",15,15,02-981-1212,1233
민영요양센터,A4788,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김표남,1130500000,강북구,"서울특별시 강북구 삼양로 184미아동, 유유빌딩5층",9,9,02-987-7600,1174
역삼노인복지관,A4790,(노인) 노인복지관(소규모),노인여가복지시설,자치구,오지영,1168000000,강남구,서울특별시 강남구 도곡로27길 27,,200,02-501-5674,6228
아차산노인복지센터,A4801,(노인) 재가노인복지시설,재가노인복지시설,자치구,박정섭,1121500000,광진구,서울특별시 광진구 긴고랑로 164 (중곡동),0,0,02-444-2280,4947
수실버간호센터,A4841,(노인) 재가노인복지시설,재가노인복지시설,자치구,이천우,1171000000,송파구,"서울특별시 송파구 성내천로 2123,4층",9,6,02-448-8400,5752
노원실버데이케어센터,A4848,(노인) 재가노인복지시설,재가노인복지시설,자치구,이수남,1135000000,노원구,서울특별시 노원구 동일로 1097(공릉 1동),24,23,02-978-7722,139801
시립강북노인종합복지관병설강북노인주간보호센터,A4874,(노인) 재가노인복지시설,재가노인복지시설,자치구,김민숙,1130500000,강북구,서울특별시 강북구 삼양로92길 40 (수유동),24,24,02-992-6784,1082
구립 역삼노인요양센터,A4918,(노인) 노인요양시설,노인의료복지시설,자치구,임상백,1168000000,강남구,서울특별시 강남구 도곡로27길 27 (역삼동),14,14,02-501-5684,6228
구립서대문데이케어센터,A4930,(노인) 재가노인복지시설,재가노인복지시설,자치구,김희철,1141000000,서대문구,서울특별시 서대문구 홍지문2길 59-0(홍은동),21,21,02-392-3080,3608
신목동노인복지센터,A4937,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정진화,1147000000,양천구,서울특별시 양천구 중앙로 291대지빌딩 5층,6,6,02-2698-6677,8028
서초구립중앙노인종합복지관,A4947,(노인) 노인복지관,노인여가복지시설,자치구,이성희,1165000000,서초구,서울특별시 서초구 서초대로54길 45,,,02-3474-6080,6633
로뎀노인요양공동생활가정,A4962,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,정희선,1126000000,중랑구,서울특별시 중랑구 동일로169길 40 ,9,9,02-973-4404,2003
신목행복자리데이케어센터,A4963,(노인) 재가노인복지시설,재가노인복지시설,자치구,박지은,1147000000,양천구,서울특별시 양천구 신목로 10별관 1층,20,20,02-2643-6647,158765
진각노인요양센터,A4976,(노인) 노인요양시설,노인의료복지시설,자치구,김상민,1129000000,성북구,서울특별시 성북구 화랑로13길 17진각노인요양센터 (하월곡동),120,124,02-942-0194,2748
시온노인요양원,A4997,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,이수빈,1138000000,은평구,서울특별시 은평구 갈현로 270 인송빌딩  4층인송빌딩 4층,9,9,02-353-5847,3329
구립역삼데이케어센터,A5002,(노인) 재가노인복지시설,재가노인복지시설,자치구,임상백,1168000000,강남구,서울특별시 강남구 도곡로27길 27(역삼동),21,21,02-501-5684,135515
우리모두재가노인지원센터,A5003,(노인) 재가노인복지시설,재가노인복지시설,자치구,권양희,1111000000,종로구,서울특별시 종로구 지봉로12나길 1-0B02,100,110,02-744-8573,3108
열린재가노인지원서비스센터,A5012,(노인) 재가노인복지시설,재가노인복지시설,자치구,김창현,1121500000,광진구,서울특별시 광진구 용마산로 8금광빌딩 4층,100,1,02-446-0988,4953
명화데이케어센터,A5024,(노인) 재가노인복지시설,재가노인복지시설,자치구,정천모,1168000000,강남구,서울특별시 강남구 광평로51길 49-01층 명화데이케어센터,21,19,02-459-2696,6347
송파구방이복지관,A5039,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,김진숙,1171000000,송파구,서울특별시 송파구 백제고분로37길 4 (석촌동)(석촌동),160,160,02-3432-0477,5615
구립양천어르신요양센터,A5050,(노인) 노인요양시설,노인의료복지시설,자치구,이미연,1147000000,양천구,서울특별시 양천구 신월로 26 (신정동),80,80,02-2695-1620,8051
구립양천데이케어센터,A5052,(노인) 재가노인복지시설,재가노인복지시설,자치구,민경욱,1147000000,양천구,서울특별시 양천구 신월로 26-026(신정동),21,21,02-2695-1626,8051
관악실버케어,A5072,(노인) 노인요양시설,노인의료복지시설,자치구,정윤성,1162000000,관악구,서울특별시 관악구 대학18길 34-7 (신림동),17,17,02-875-3114,8820
종로데이케어센터,A5081,(노인) 재가노인복지시설,재가노인복지시설,자치구,이재원,1111000000,종로구,서울특별시 종로구 지봉로13길 82 (창신동),17,17,02-741-4904,3091
미래요양원2,A5092,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,김종래,1156000000,영등포구,서울특별시 영등포구 대림로 88재상빌딩 402호,9,9,02-833-2306,7438
해피안,A5098,(노인) 노인요양시설,노인의료복지시설,자치구,김해숙,1138000000,은평구,서울특별시 은평구 연서로15길 27-2(구산동),21,21,02-385-0705,3411
서울시각장애인복지관,A5105,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,서혜미,1171000000,송파구,서울특별시 송파구 삼학사로19길 27　,0,0,02-422-8108,5601
서울시립발달장애인복지관,A5108,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,최선자,1159000000,동작구,서울특별시 동작구 여의대방로20길 33-0395(보라매공원내),752,752,02-840-1500,7062
영등포재가노인복지센터,A5114,(노인) 재가노인복지시설,재가노인복지시설,자치구,이문노,1156000000,영등포구,서울특별시 영등포구 대림로 884층 (대림동),0,4,02-833-2307,7438
백마요양원,A5194,(노인) 노인요양시설,노인의료복지시설,자치구,김주희,1129000000,성북구,서울특별시 성북구 종암로18길 14 (종암동),25,25,02-943-6090,2797
노원사랑요양원1,A5227,(노인) 노인요양공동생활가정,노인의료복지시설,자치구,안경희,1135000000,노원구,서울특별시 노원구 동일로174길 44301호,9,9,02-977-2468,1849
본마을데이케어센터,A5234,(노인) 재가노인복지시설,재가노인복지시설,자치구,이정연,1165000000,서초구,서울특별시 서초구 본마을2길 2(신원동 446),17,17,02-6933-1515,6798
청음복지관,A5237,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,홍희정,1168000000,강남구,서울특별시 강남구 봉은사로50길 6　,,345,02-556-3493,6143
마포장애인종합복지관,A5241,(장애인) 장애인복지관,장애인지역사회재활시설,자치구,김은선,1144000000,마포구,서울특별시 마포구 성산로4길 353층(마포장애인종합복지관)(성산동),,3743,02-306-6212,3965
