일반명코드,제형구분코드,제형,일반명,분류번호,투여,함량,단위
107146BIJ,IJ,주사제,amino acids(6.1%),325,주사,12.2,g(61mg/mL)
107147BIJ,IJ,주사제,amino acids(6.1%),325,주사,15.25,g(61mg/mL)
107148BIJ,IJ,주사제,amino acids(7%),325,주사,17.5,g(70mg/mL)
107149BIJ,IJ,주사제,amino acids(7%),325,주사,35,g(70mg/mL)
107150BIJ,IJ,주사제,amino acids(7.5%),325,주사,15,g(75mg/mL)
107151BIJ,IJ,주사제,amino acids(7.5%),325,주사,18.75,g(75mg/mL)
107152BIJ,IJ,주사제,amino acids(8%),325,주사,16,g(80mg/mL)
107153BIJ,IJ,주사제,amino acids(8%),325,주사,20,g(80mg/mL)
107154BIJ,IJ,주사제,amino acids(8%),325,주사,40,g(80mg/mL)
107155BIJ,IJ,주사제,amino acids(8.5%),325,주사,21.25,g(85mg/mL)
107156BIJ,IJ,주사제,amino acids(8.5%),325,주사,42.5,g(85mg/mL)
107157BIJ,IJ,주사제,amino acids(10%),325,주사,10,g(0.1g/mL)
107158BIJ,IJ,주사제,amino acids(10%),325,주사,20,g(0.1g/mL)
107159BIJ,IJ,주사제,amino acids(10%),325,주사,25,g(0.1g/mL)
107160BIJ,IJ,주사제,amino acids(10%),325,주사,50,g(0.1g/mL)
107161BIJ,IJ,주사제,amino acids(10.5%),325,주사,26.25,g(0.105g/mL)
107162BIJ,IJ,주사제,amino acids(10.5%),325,주사,52.5,g(0.105g/mL)
107163BIJ,IJ,주사제,amino acids(11.5%),325,주사,28.75,g(0.115g/mL)
107164BIJ,IJ,주사제,amino acids(12%),325,주사,60,g(0.12g/mL)
107165BIJ,IJ,주사제,amino acids(12.5%),325,주사,31.25,g(0.125g/mL)
107166BIJ,IJ,주사제,amino acids(12.5%),325,주사,62.55,g(0.125g/mL)
107167BIJ,IJ,주사제,amino acids(12.8%),325,주사,32,g(0.128g/mL)
107168BIJ,IJ,주사제,amino acids(12.8%),325,주사,64,g(0.128g/mL)
107169BIJ,IJ,주사제,amino acids(13%),325,주사,32.5,g(0.13g/mL)
107170BIJ,IJ,주사제,amino acids(13%),325,주사,65,g(0.13g/mL)
107171BIJ,IJ,주사제,amino acids(10.5%),325,주사,21,g(0.105g/mL)
107172BIJ,IJ,주사제,amino acids(7.5%),325,주사,7.5,g(75mg/mL)
107173BIJ,IJ,주사제,amino acids(7.5%),325,주사,37.5,g(75mg/mL)
107174BIJ,IJ,주사제,amino acids(5%),325,주사,5,g(50mg/mL)
107175BIJ,IJ,주사제,amino acids(5%),325,주사,10,g(50mg/mL)
107176BIJ,IJ,주사제,amino acids(5%),325,주사,20,g(50mg/mL)
107177BIJ,IJ,주사제,amino acids(8%),325,주사,8,g(80mg/mL)
107201ATB,TB,"정제,저작정",aminocaproic acid,332,내복,0.5,g
107202BIJ,IJ,주사제,aminocaproic acid,332,주사,1,g
107301ATB,TB,"정제,저작정",aminophylline hydrate,211,내복,0.1,g
107301ATR,TR,서방형정제,aminophylline hydrate,211,내복,0.1,g
107302BIJ,IJ,주사제,aminophylline,211,주사,250,mg
107303ATR,TR,서방형정제,aminophylline hydrate,211,내복,0.225,g
107330BIJ,IJ,주사제,aminophylline,211,주사,0.25,g(25mg/mL)
107401ATB,TB,"정제,저작정",amiodarone hydrochloride,212,내복,0.2,g
107402BIJ,IJ,주사제,amiodarone HCl,212,주사,150,mg
107430BIJ,IJ,주사제,amiodarone hydrochloride,212,주사,0.15,g(50mg/mL)
107501ACR,CR,서방캡슐제,amitriptyline HCl,117,내복,10,mg
107501ATB,TB,"정제,저작정",amitriptyline hydrochloride,117,내복,10,mg
107502ACR,CR,서방캡슐제,amitriptyline HCl,117,내복,25,mg
107502ATB,TB,"정제,저작정",amitriptyline hydrochloride,117,내복,25,mg
107503ACR,CR,서방캡슐제,amitriptyline HCl,117,내복,50,mg
107504ATB,TB,"정제,저작정",amitriptyline hydrochloride,117,내복,5,mg
107601ATB,TB,"정제,저작정",amlodipine besylate (as amlodipine),219,내복,5,mg
107601ATD,TD,"확산정,속붕정,구강붕해정",amlodipine besylate (as amlodipine),214,내복,5,mg
107602ATB,TB,"정제,저작정",amlodipine besylate (as amlodipine),214,내복,10,mg
107602ATD,TD,"확산정,속붕정,구강붕해정",amlodipine besylate (as amlodipine),214,내복,10,mg
107603ATB,TB,"정제,저작정",amlodipine besylate (as amlodipine),214,내복,2.5,mg
107701CLT,LT,로션제,ammonium lactate,264,외용,200,mg
107702CCM,CM,"크림제,겔제,젤리",ammonium lactate solution,264,외용,120,mg
107730CLT,LT,로션제,ammonium lactate,264,외용,45,g(0.2g/g)
107731CLT,LT,로션제,ammonium lactate,264,외용,40,g(0.2g/g)
107732CCM,CM,"크림제,겔제,젤리",ammonium lactate,264,외용,16.8,g(0.12g/g)
107801CLQ,LQ,액제,amorolfine (HCl),265,외용,125,mg
107802CLQ,LQ,액제,amorolfine (HCl),265,외용,50,mg
107803CCM,CM,"크림제,겔제,젤리",amorolfine (HCl),265,외용,2.788,mg
107830CCM,CM,"크림제,겔제,젤리",amorolfine hydrochloride,265,외용,55.76,mg(2.788mg/g)
107831CLQ,LQ,액제,amorolfine hydrochloride (as amorolfine),265,외용,0.125,g(50mg/mL)
107832CLQ,LQ,액제,amorolfine hydrochloride (as amorolfine),265,외용,0.15,g(50mg/mL)
107833CLQ,LQ,액제,amorolfine hydrochloride (as amorolfine),265,외용,0.25,g(50mg/mL)
107901ATB,TB,"정제,저작정",amosulalol hydrochloride,214,내복,10,mg
107902ATB,TB,"정제,저작정",amosulalol hydrochloride,214,내복,20,mg
108001ATB,TB,"정제,저작정",amoxapine,117,내복,0.1,g
108002ATB,TB,"정제,저작정",amoxapine,117,내복,50,mg
108101ACH,CH,경질캡슐제,amoxicillin,618,내복,0.25,g
108101ATB,TB,"정제,저작정",amoxicillin,618,내복,0.25,g
108102ASY,SY,"시럽제,건조시럽",amoxicillin,618,내복,25,mg
108103ACH,CH,경질캡슐제,amoxicillin,618,내복,0.5,g
108103ATB,TB,"정제,저작정",amoxicillin,618,내복,0.5,g
108130ASY,SY,"시럽제,건조시럽",amoxicillin,618,내복,12.5,g(25mg/mL)
108201BIJ,IJ,주사제,amoxicillin sodium (as amoxicillin),618,주사,1,g
108202BIJ,IJ,주사제,amoxicillin sodium,618,주사,250,mg
108203BIJ,IJ,주사제,amoxicillin sodium (as amoxicillin),618,주사,0.5,g
108301ATB,TB,"정제,저작정",amphotericin B,616,내복,100,mg
108302BIJ,IJ,주사제,amphotericin B,616,주사,50,mg
108401BIJ,IJ,주사제,amphotericin B(colloidal),616,주사,0.1,g
108402BIJ,IJ,주사제,amphotericin B (colloidal),616,주사,50,mg
108501BIJ,IJ,주사제,amphotericin B (liposomal),616,주사,50,mg
108601ACH,CH,경질캡슐제,ampicillin sodium,618,내복,250,mg
108601BIJ,IJ,주사제,ampicillin sodium,618,주사,250,mg
108602ASY,SY,"시럽제,건조시럽",ampicillin sodium,618,내복,25,mg
108603ACH,CH,경질캡슐제,ampicillin sodium,618,내복,500,mg
108603BIJ,IJ,주사제,ampicillin sodium,618,주사,0.5,g
108604ASY,SY,"시럽제,건조시럽",ampicillin sodium,618,내복,33.3,mg
108701BIJ,IJ,주사제,amrinone,219,주사,100,mg
108702BIJ,IJ,주사제,amrinone,211,주사,5,mg
108730BIJ,IJ,주사제,amrinone,211,주사,0.1,g(5mg/mL)
108801BIJ,IJ,주사제,amsacrine,617,주사,75,mg
108901BIJ,IJ,주사제,amytal sodium,117,주사,500,mg
109001ATB,TB,"정제,저작정",anastrozole,421,내복,1,mg
109101COO,OO,"안연고제,점안겔제",anhydrous liquid lanolin,131,외용,30,mg
109130COO,OO,"안연고제,점안겔제",anhydrous liquid lanolin,131,외용,0.105,g(30mg/g)
109201BIJ,IJ,주사제,anti-inhibitor coagulant complex,634,주사,500,I.U
109202BIJ,IJ,주사제,anti-inhibitor coagulant complex,634,주사,1,KI.U
109203BIJ,IJ,주사제,anti-inhibitor coagulant complex,634,주사,2.5,KI.U
109301BIJ,IJ,주사제,freeze-dried concentrated human antithrombin III,634,주사,500,I.U
109401BIJ,IJ,주사제,antithymocyte globulin(equine),142,주사,250,mg
109501BIJ,IJ,주사제,antivenin agkistrodon halys,633,주사,6,KI.U
109601COS,OS,점안제(점안액),apraclonidine(HCl),131,외용,5,mg
109602COS,OS,점안제(점안액),apraclonidine hcl,131,외용,11.5,mg
109630COS,OS,점안제(점안액),apraclonidine hydrochloride (as apraclonidine),131,외용,25,mg(5mg/mL)
109701BIJ,IJ,주사제,aprotinin,219,주사,10,만I.U
109702BIJ,IJ,주사제,aprotinin,219,주사,50,만iu
109731BIJ,IJ,주사제,aprotinin,219,주사,500,KI.U(50KI.U/mL)
109801BIJ,IJ,주사제,arginine esterase,219,주사,0.25,g
109901ALQ,LQ,액제,sodium alginate,332,내복,50,mg
109903ATB,TB,"정제,저작정",sodium alginate,232,내복,0.25,g
109930ALQ,LQ,액제,sodium alginate,232,내복,0.75,g(50mg/mL)
109931ALQ,LQ,액제,sodium alginate,232,내복,1,g(50mg/mL)
109932ALQ,LQ,액제,sodium alginate,232,내복,1.25,g(50mg/mL)
109933ALQ,LQ,액제,sodium alginate,232,내복,10,g(50mg/mL)
109934ALQ,LQ,액제,sodium alginate,232,내복,21,g(50mg/mL)
109935ALQ,LQ,액제,sodium alginate,232,내복,30,g(50mg/mL)
109936ALQ,LQ,액제,sodium alginate,232,내복,0.5,g(50mg/mL)
109937ALQ,LQ,액제,sodium alginate,232,내복,1.5,g(50mg/mL)
109938ALQ,LQ,액제,sodium alginate,232,내복,1.1,g(50mg/mL)
110001ACH,CH,경질캡슐제,arginine thiazolidine carboxylate,391,내복,0.4,g
110001ACS,CS,연질캡슐제,arginine thiazolidine carboxylate,391,내복,0.4,g
110001ATB,TB,"정제,저작정",arginine thiazolidine carboxylate,391,내복,0.4,g
110002BIJ,IJ,주사제,arginine thiazolidine carboxylate,391,주사,200,mg
110101ACS,CS,연질캡슐제,arginine tidiacicate,392,내복,0.2,g
110102ACS,CS,연질캡슐제,arginine tidiacicate,392,내복,0.1,g
110201ATB,TB,"정제,저작정",arotinolol hydrochloride,212,내복,10,mg
110202ATB,TB,"정제,저작정",arotinolol hydrochloride,212,내복,5,mg
110301ACH,CH,경질캡슐제,artichokes conc.,236,내복,250,mg
110301ACS,CS,연질캡슐제,artichokes conc.,236,내복,250,mg
110302ACS,CS,연질캡슐제,artichokes conc.,236,내복,400,mg
110303ASY,SY,"시럽제,건조시럽",artichokes conc.,236,내복,200,mg
110303ATB,TB,"정제,저작정",artichoke conc.,391,내복,200,mg
110330ASY,SY,"시럽제,건조시럽",artichokes ext.,236,내복,2,g(0.2g/mL)
110401APD,PD,산제,ascorbic acid,314,내복,1,g
110401ATB,TB,"정제,저작정",ascorbic acid,314,내복,1,g
110401BIJ,IJ,주사제,ascorbic acid,314,주사,1,g
110402APD,PD,산제,ascorbic acid,314,내복,100,mg
110402ATB,TB,"정제,저작정",ascorbic acid,314,내복,100,mg
110402BIJ,IJ,주사제,ascorbic acid,314,주사,100,mg
110403ATB,TB,"정제,저작정",ascorbic acid,314,내복,250,mg
110403BIJ,IJ,주사제,ascorbic acid,314,주사,250,mg
110403CTB,TB,"정제,저작정",ascorbic acid,255,외용,0.25,g
110404ACH,CH,경질캡슐제,ascorbic acid,314,내복,500,mg
110404ACR,CR,서방캡슐제,ascorbic acid,314,내복,0.5,g
110404ATB,TB,"정제,저작정",ascorbic acid,314,내복,0.5,g
110404BIJ,IJ,주사제,ascorbic acid,314,주사,0.5,g
110405ATB,TB,"정제,저작정",ascorbic acid,314,내복,50,mg
110405BIJ,IJ,주사제,ascorbic acid,314,주사,50,mg
110406BIJ,IJ,주사제,ascorbic acid,314,주사,10,g
110407BIJ,IJ,주사제,ascorbic acid,314,주사,5,g
110408BIJ,IJ,주사제,ascorbic acid,314,주사,12.5,g
110409BIJ,IJ,주사제,ascorbic acid,314,주사,25,g
110410BIJ,IJ,주사제,ascorbic acid,314,주사,15,g
110411BIJ,IJ,주사제,ascorbicacid,314,주사,2.5,g
110412ATB,TB,"정제,저작정",ascorbic acid,314,내복,0.2,g
110412BIJ,IJ,주사제,ascorbic acid,314,주사,200,mg
110413BIJ,IJ,주사제,ascorbic acid,314,주사,2,g
110430BIJ,IJ,주사제,ascorbic acid,314,주사,0.1,g(50mg/mL)
110431BIJ,IJ,주사제,ascorbic acid,314,주사,0.5,g(0.25g/mL)
110432BIJ,IJ,주사제,ascorbic acid,314,주사,5,g(0.5g/mL)
110433BIJ,IJ,주사제,ascorbic acid,314,주사,10,g(0.5g/mL)
110434BIJ,IJ,주사제,ascorbic acid,314,주사,12.5,g(0.5g/mL)
110435BIJ,IJ,주사제,ascorbic acid,314,주사,25,g(0.5g/mL)
110436BIJ,IJ,주사제,ascorbic acid,314,주사,20,g(0.5g/mL)
110501BIJ,IJ,주사제,L-ornithine-L-aspartate,391,주사,0.5,g
110502BIJ,IJ,주사제,L-ornithine-L-aspartate,391,주사,5,g
110504BIJ,IJ,주사제,L-ornithine-L-aspartate,391,주사,0.1,g
110505ALQ,LQ,액제,L-ornithine-L-aspartate,391,내복,3,g
110505APD,PD,산제,L-ornithine-L-aspartate,391,내복,3,g
110506ALQ,LQ,액제,L-aspartate-L-ornithine,391,내복,3,g(0.2g/g)
110530BIJ,IJ,주사제,L-ornithine-L-aspartate,391,주사,0.5,g(0.1g/mL)
110531BIJ,IJ,주사제,L-ornithine-L-aspartate,391,주사,5,g(0.5g/mL)
110601APD,PD,산제,aspergillus ext.,233,내복,250,mg
110601ATB,TB,"정제,저작정",aspergillus ext.,233,내복,250,mg
110701ATB,TB,"정제,저작정",aspirin,114,내복,0.1,g
110701ATE,TE,장용정제,aspirin,219,내복,0.1,g
110702ATB,TB,"정제,저작정",aspirin,114,내복,0.5,g
110703ATE,TE,장용정제,aspirin,114,내복,650,mg
110704ATB,TB,"정제,저작정",aspirin,114,내복,0.3,g
110705ACE,CE,장용캡슐제,aspirin,219,내복,75,mg
110706ATB,TB,"정제,저작정",aspirin,114,내복,0.25,g
110801ATB,TB,"정제,저작정",aspirin(encapsulated),114,내복,0.1,g
110802ATB,TB,"정제,저작정",aspirin(encapsulated),114,내복,0.5,g
110901BIJ,IJ,주사제,aspirin lysine,114,주사,1.8,g
110902BIJ,IJ,주사제,aspirin lysine,114,주사,0.9,g
111001ACE,CE,장용캡슐제,aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111001ACH,CH,경질캡슐제,aspirin(enteric coated),219,내복,100,mg
111001ATB,TB,"정제,저작정",aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111001ATE,TE,장용정제,aspirin(enteric coated) (as aspirin),219,내복,0.1,g
111002ATE,TE,장용정제,aspirin(enteric coated) (as aspirin),219,내복,75,mg
111003ACE,CE,장용캡슐제,aspirin(enteric coated) (as aspirin),219,내복,81,mg
111003ATB,TB,"정제,저작정",aspirin(enteric coated),219,내복,81,mg
111003ATE,TE,장용정제,aspirin(enteric coated) (as aspirin),219,내복,81,mg
111101BIJ,IJ,주사제,aspoxicillin,618,주사,1,g
111201ATB,TB,"정제,저작정",astemizole,141,내복,10,mg
111301BIJ,IJ,주사제,astromycin sulfate,618,주사,0.2,g
111401ATB,TB,"정제,저작정",atenolol,219,내복,0.1,g
111402ATB,TB,"정제,저작정",atenolol,219,내복,25,mg
111403ATB,TB,"정제,저작정",atenolol,219,내복,50,mg
111501ATB,TB,"정제,저작정",atorvastatin calcium (as atorvastatin),218,내복,10,mg
111502ATB,TB,"정제,저작정",atorvastatin calcium (as atorvastatin),218,내복,20,mg
111503ATB,TB,"정제,저작정",atorvastatin calcium (as atorvastatin),218,내복,40,mg
111504ATB,TB,"정제,저작정",atorvastatin calcium (as atorvastatin),218,내복,80,mg
111601BIJ,IJ,주사제,atracurium besylate,122,주사,25,mg
111602BIJ,IJ,주사제,atracurium besylate,122,주사,50,mg
111630BIJ,IJ,주사제,atracurium besylate,122,주사,25,mg(10mg/mL)
111701ATB,TB,"정제,저작정",atrican,641,내복,100,mg
111701CTB,TB,"정제,저작정",atrican,255,외용,100,mg
111801BIJ,IJ,주사제,atropine sulfate,124,주사,10,mg
111801COO,OO,"안연고제,점안겔제",atropine sulfate,131,외용,10,mg
111801COS,OS,점안제(점안액),atropine sulfate,131,외용,10,mg
111802BIJ,IJ,주사제,atropine sulfate,124,주사,500,㎍
111803ATB,TB,"정제,저작정",atropine sulfate,123,내복,0.4,mg
111804ATB,TB,"정제,저작정",atropine sulfate,124,내복,0.5,mg
111805BIJ,IJ,주사제,atropine sulfate,124,주사,1,mg
111806BIJ,IJ,주사제,atropine,124,주사,1.673,mg
111830BIJ,IJ,주사제,atropine sulfate,124,주사,0.5,mg(0.5mg/mL)
111831BIJ,IJ,주사제,atropine sulfate,124,주사,10,mg(0.5mg/mL)
111832COS,OS,점안제(점안액),atropine sulfate,131,외용,50,mg(10mg/mL)
111833COS,OS,점안제(점안액),atropine sulfate,131,외용,0.15,g(10mg/mL)
111834BIJ,IJ,주사제,atropine sulfate ,124,주사,1,mg(1mg/mL)
111835BIJ,IJ,주사제,atropine,124,주사,1.673,mg(2.39mg/mL)
111836COS,OS,점안제(점안액),atropine sulfate,131,외용,0.5,mg(1.25mg/mL)
111901ACH,CH,경질캡슐제,atso,391,내복,0.24,g
111902ACH,CH,경질캡슐제,atso,391,내복,480,mg
112001ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",attapulgite,237,내복,40,mg
112002ATB,TB,"정제,저작정",attapulgite,237,내복,750,mg
112003APD,PD,산제,activated attapulgite,237,내복,3,g
112101ATB,TB,"정제,저작정",auranofin,114,내복,3,mg
112201ACH,CH,경질캡슐제,avocado soya unsaponifiables,399,내복,0.3,g
112202ACH,CH,경질캡슐제,avocado soya unsaponifiables,231,내복,50,mg
112301COS,OS,점안제(점안액),azapentacene polysulfonate sodium,131,외용,150,㎍
112401ATB,TB,"정제,저작정",azathioprine,142,내복,50,mg
112402ATB,TB,"정제,저작정",azathioprine,142,내복,25,mg
112501ATB,TB,"정제,저작정",azelastine hydrochloride,149,내복,1,mg
112502CLQ,LQ,액제,azelastine HCl,132,외용,10,mg
112503COS,OS,점안제(점안액),azelastine HCl,131,외용,0.5,mg/ml
112530COS,OS,점안제(점안액),azelastine hydrochloride,131,외용,2,mg(0.5mg/mL)
112531COS,OS,점안제(점안액),azelastine hydrochloride,131,외용,2.5,mg(0.5mg/mL)
112532COS,OS,점안제(점안액),azelastine hydrochloride,131,외용,3,mg(0.5mg/mL)
112533CLQ,LQ,액제,azelastine hydrochloride,132,외용,10,mg(1mg/mL)
112534COS,OS,점안제(점안액),azelastine hydrochloride,131,외용,5,mg(0.5mg/mL)
112601ATB,TB,"정제,저작정",azintamide,236,내복,50,mg
112701ACH,CH,경질캡슐제,azithromycin,618,내복,250,mg
112701ATB,TB,"정제,저작정",azithromycin,614,내복,0.25,g
112702ASY,SY,"시럽제,건조시럽",azithromycin,618,내복,40,mg
112703COS,OS,점안제(점안액),azithromycin,131,외용,15,mg
112704COS,OS,점안제(점안액),azithromycin monohydrate(as azithromycin),131,외용,10,mg
112705ATB,TB,"정제,저작정",azithromycin,614,내복,0.5,g
112731ASY,SY,"시럽제,건조시럽",azithromycin,614,내복,40,mg(40mg/mL)
112732ASY,SY,"시럽제,건조시럽",azithromycin,614,내복,0.6,g(40mg/mL)
112733ASY,SY,"시럽제,건조시럽",azithromycin,614,내복,0.9,g(40mg/mL)
112734BIJ,IJ,주사제,azithromycin hydrate (as azithromycin),614,주사,0.5,g
112801BIJ,IJ,주사제,azlocillin sodium,618,주사,1,g
112802BIJ,IJ,주사제,azlocillin sodium,618,주사,2,g
112803BIJ,IJ,주사제,azlocillin sodium,618,주사,5,g
112901ATB,TB,"정제,저작정",azosemide,213,내복,60,mg
113001BIJ,IJ,주사제,aztreonam,612,주사,1,g
113002BIJ,IJ,주사제,aztreonam,612,주사,0.5,g
113101ATB,TB,"정제,저작정",bacampicillin hydrochloride,618,내복,0.4,g
113102ATB,TB,"정제,저작정",bacampicillin HCl,618,내복,800,mg
113103ATB,TB,"정제,저작정",bacampicillin HCl,618,내복,200,mg
113201ACH,CH,경질캡슐제,bacillus licheniformis,237,내복,0.25,g
113201AGN,GN,"과립제,세립",bacillus licheniformis,237,내복,250,mg
113201APD,PD,산제,bacillus licheniformis,237,내복,250,mg
113201ATB,TB,"정제,저작정",bacillus licheniformis,237,내복,0.25,g
113202ACH,CH,경질캡슐제,bacillus licheniformis,237,내복,0.5,g
113230APD,PD,산제,bacillus licheniformis,237,내복,0.25,g(0.25g/g)
113231AGN,GN,"과립제,세립",bacillus licheniformis,237,내복,37.5,g(0.25g/g)
113231APD,PD,산제,bacillus licheniformis,237,내복,37.5,g(0.25g/g)
113232AGN,GN,"과립제,세립",bacillus licheniformis,237,내복,75,g(0.25g/g)
113232APD,PD,산제,bacillus licheniformis,237,내복,75,g(0.25g/g)
113301ACH,CH,경질캡슐제,bacillus polyfermenticus NSP(bispan),237,내복,16.67,mg
113301ATB,TB,"정제,저작정",bacillus polyfermenticus NSP(bispan),237,내복,16.67,mg
113302APD,PD,산제,bacillus polyfermenticus NSP(bispan),237,내복,33.3,mg
113303ATB,TB,"정제,저작정",bacillus polyfermenticus NSP(bispan),237,내복,6.67,mg
113304APD,PD,산제,bacillus polyfermenticus NSP(bispan),237,내복,83.35,mg
113304ATB,TB,"정제,저작정",bacillus polyfermenticus NSP(bispan),237,내복,83.35,mg
113305ACH,CH,경질캡슐제,bacillus polyfermenticus NSP(bispan),237,내복,0.1667,g
113401COM,OM,연고제,bacitracin,263,외용,500,I.U
113501ATB,TB,"정제,저작정",baclofen,122,내복,10,mg
113502ATB,TB,"정제,저작정",baclofen,122,내복,20,mg
113503ATB,TB,"정제,저작정",baclofen,122,내복,25,mg
113504ATB,TB,"정제,저작정",baclofen,122,내복,5,mg
113601ATB,TB,"정제,저작정",bambuterol hydrochloride,229,내복,10,mg
113602ASY,SY,"시럽제,건조시럽",bambuterol hydrochloride,229,내복,1,mg
113630ASY,SY,"시럽제,건조시럽",bambuterol hydrochloride,229,내복,0.5,g(1mg/mL)
113701ATB,TB,"정제,저작정",bamethan sulfate,217,내복,25,mg
113801ATB,TB,"정제,저작정",bamiphylline hydrochloride,222,내복,0.3,g
113802ATB,TB,"정제,저작정",bamiphylline hydrochloride,222,내복,0.6,g
113901ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",barium sulfate,721,내복,1.1,g
113902ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",barium sulfate,721,내복,1.2,g
113903ASS,SS,"현탁액제,현탁액용정제,현탁액용산제",barium sulfate,721,내복,1.3,g
