부문,수집연도,작품명(국문),작품명(영문),작품규격,제작년도,재료/기법,작품해설,작가명,메인이미지,썸네일이미지
회화,2022,옛 집,옛 집,50.5×60.5cm,1987,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47923,http://collections.eseoul.go.kr/data/art/thumb/47923.jpg
회화,2022,백제 옛 마을,백제 옛 마을,45.5×53cm,1987,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47925,http://collections.eseoul.go.kr/data/art/thumb/47925.jpg
회화,2022,벽제촌,벽제촌,45×53cm,1987,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47927,http://collections.eseoul.go.kr/data/art/thumb/47927.jpg
회화,2022,광추적벽,광추적벽,41×53cm,1986,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47929,http://collections.eseoul.go.kr/data/art/thumb/47929.jpg
회화,2022,옛마을 설경,옛마을 설경,45.5×53cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47932,http://collections.eseoul.go.kr/data/art/thumb/47932.jpg
회화,2022,만추,만추,65×80.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47934,http://collections.eseoul.go.kr/data/art/thumb/47934.jpg
회화,2022,풍년,풍년,45.5×60.5cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47936,http://collections.eseoul.go.kr/data/art/thumb/47936.jpg
회화,2022,샛강 가을,샛강 가을,59×79.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47938,http://collections.eseoul.go.kr/data/art/thumb/47938.jpg
회화,2022,지곡리 가을,지곡리 가을,73×91cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47940,http://collections.eseoul.go.kr/data/art/thumb/47940.jpg
회화,2022,광능 냇가 여름,광능 냇가 여름,97×130.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47942,http://collections.eseoul.go.kr/data/art/thumb/47942.jpg
회화,2022,설악계곡 여름,설악계곡 여름,97×130.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47944,http://collections.eseoul.go.kr/data/art/thumb/47944.jpg
회화,2022,설악의 오월,설악의 오월,90.5×72.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47946,http://collections.eseoul.go.kr/data/art/thumb/47946.jpg
회화,2022,설악 계곡,설악 계곡,90.5×72.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47948,http://collections.eseoul.go.kr/data/art/thumb/47948.jpg
회화,2022,"고목, 뚝길","고목, 뚝길",133.5×114.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47950,http://collections.eseoul.go.kr/data/art/thumb/47950.jpg
회화,2022,옛마을 동네,옛마을 동네,45.5×53cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47952,http://collections.eseoul.go.kr/data/art/thumb/47952.jpg
회화,2022,진주 촉석루,진주 촉석루,30.5×40.5cm,1984,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47954,http://collections.eseoul.go.kr/data/art/thumb/47954.jpg
회화,2022,완도 당인리,완도 당인리,46×53cm,1984,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47957,http://collections.eseoul.go.kr/data/art/thumb/47957.jpg
회화,2022,냇가(민락동),냇가(민락동),72.5×91cm,1984,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47959,http://collections.eseoul.go.kr/data/art/thumb/47959.jpg
회화,2022,적벽 강변,적벽 강변,73×91cm,1984,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47961,http://collections.eseoul.go.kr/data/art/thumb/47961.jpg
회화,2022,가을 포풀러 길,가을 포풀러 길,41×32cm,1984,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47963,http://collections.eseoul.go.kr/data/art/thumb/47963.jpg
회화,2022,포풀러,포풀러,41×53cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47965,http://collections.eseoul.go.kr/data/art/thumb/47965.jpg
회화,2022,공주 뚝방,공주 뚝방,73.5×91.5cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47967,http://collections.eseoul.go.kr/data/art/thumb/47967.jpg
회화,2022,벽제가을들,벽제가을들,45.5×60.5cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47969,http://collections.eseoul.go.kr/data/art/thumb/47969.jpg
회화,2022,청평호반,청평호반,45.5×53cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47971,http://collections.eseoul.go.kr/data/art/thumb/47971.jpg
회화,2022,옛마을(법성포),옛마을(법성포),73×91cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47973,http://collections.eseoul.go.kr/data/art/thumb/47973.jpg
회화,2022,어리목 설경,어리목 설경,45.5×60.5cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47976,http://collections.eseoul.go.kr/data/art/thumb/47976.jpg
회화,2022,설화,설화,32×41cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47978,http://collections.eseoul.go.kr/data/art/thumb/47978.jpg
회화,2022,근교 설경 마을,근교 설경 마을,32×41cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47980,http://collections.eseoul.go.kr/data/art/thumb/47980.jpg
회화,2022,봉평마을,봉평마을,41×73cm,1982,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47982,http://collections.eseoul.go.kr/data/art/thumb/47982.jpg
회화,2022,만설계곡,만설계곡,60.5×50.5cm,1982,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47984,http://collections.eseoul.go.kr/data/art/thumb/47984.jpg
회화,2022,벽제마을의 눈,벽제마을의 눈,65×91cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47986,http://collections.eseoul.go.kr/data/art/thumb/47986.jpg
회화,2022,광능 추경,광능 추경,60.5×50cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47988,http://collections.eseoul.go.kr/data/art/thumb/47988.jpg
회화,2022,오봉산 초가을,오봉산 초가을,50.5×65.5cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=47991,http://collections.eseoul.go.kr/data/art/thumb/47991.jpg
회화,2022,근교길 조춘,근교길 조춘,45.5×53cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48004,http://collections.eseoul.go.kr/data/art/thumb/48004.jpg
회화,2022,호수 영(影),호수 영(影),45.5×60.5cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48006,http://collections.eseoul.go.kr/data/art/thumb/48006.jpg
회화,2022,계류,계류,72.5×90.5cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48008,http://collections.eseoul.go.kr/data/art/thumb/48008.jpg
회화,2022,낙산사,낙산사,45.5×53cm,1981,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48010,http://collections.eseoul.go.kr/data/art/thumb/48010.jpg
회화,2022,무등산 5월,무등산 5월,50.5×60.5cm,1980,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48012,http://collections.eseoul.go.kr/data/art/thumb/48012.jpg
회화,2022,전남 담양,전남 담양,45.5×60.5cm,1979,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48014,http://collections.eseoul.go.kr/data/art/thumb/48014.jpg
회화,2022,흑산도 바다 파도,흑산도 바다 파도,91×116.5cm,1979,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48016,http://collections.eseoul.go.kr/data/art/thumb/48016.jpg
회화,2022,설악의 아침,설악의 아침,60.5×50.5cm,1979,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48018,http://collections.eseoul.go.kr/data/art/thumb/48018.jpg
회화,2022,적벽 가을,적벽 가을,53×45.5cm,1979,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48020,http://collections.eseoul.go.kr/data/art/thumb/48020.jpg
회화,2022,새마을 동네,새마을 동네,55.5×60.5cm,1978,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48023,http://collections.eseoul.go.kr/data/art/thumb/48023.jpg
회화,2022,여름 계곡,여름 계곡,73×90.5cm,1978,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48025,http://collections.eseoul.go.kr/data/art/thumb/48025.jpg
회화,2022,지곡리 영(影),지곡리 영(影),130.5×161.5cm,1977,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48027,http://collections.eseoul.go.kr/data/art/thumb/48027.jpg
회화,2022,근교 농촌 모습,근교 농촌 모습,41×53cm,1977,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48029,http://collections.eseoul.go.kr/data/art/thumb/48029.jpg
회화,2022,옛집,옛집,32.5×41.5cm,1977,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48031,http://collections.eseoul.go.kr/data/art/thumb/48031.jpg
회화,2022,무주 구천동,무주 구천동,65×91cm,1976,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48034,http://collections.eseoul.go.kr/data/art/thumb/48034.jpg
회화,2022,사기동 입구,사기동 입구,53×73cm,1975,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48036,http://collections.eseoul.go.kr/data/art/thumb/48036.jpg
회화,2022,무주구천동 겨울,무주구천동 겨울,41×53cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48039,http://collections.eseoul.go.kr/data/art/thumb/48039.jpg
회화,2022,무등에 눈경,무등에 눈경,45.5×60.5cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48041,http://collections.eseoul.go.kr/data/art/thumb/48041.jpg
회화,2022,옛성,옛성,41×53cm,1972,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48043,http://collections.eseoul.go.kr/data/art/thumb/48043.jpg
회화,2022,초가을 甲寺 입구,초가을 甲寺 입구,41×53.5cm,1971,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48045,http://collections.eseoul.go.kr/data/art/thumb/48045.jpg
회화,2022,해인사 법당,해인사 법당,50×65.5cm,1966,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48047,http://collections.eseoul.go.kr/data/art/thumb/48047.jpg
회화,2022,수덕사,수덕사,41×60.5cm,1965,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48049,http://collections.eseoul.go.kr/data/art/thumb/48049.jpg
회화,2022,누드좌상,누드좌상,91×73cm,1983,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48051,http://collections.eseoul.go.kr/data/art/thumb/48051.jpg
회화,2022,누드,누드,60.5×46cm,1976,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48053,http://collections.eseoul.go.kr/data/art/thumb/48053.jpg
회화,2022,자화상,자화상,53×41cm,1964,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48055,http://collections.eseoul.go.kr/data/art/thumb/48055.jpg
회화,2022,토기,토기,53×45.5cm,1987,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48058,http://collections.eseoul.go.kr/data/art/thumb/48058.jpg
회화,2022,토기골동,토기골동,53×41cm,1987,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48060,http://collections.eseoul.go.kr/data/art/thumb/48060.jpg
회화,2022,"정물, 꽃","정물, 꽃",60.5×50.5cm,1980,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48062,http://collections.eseoul.go.kr/data/art/thumb/48062.jpg
회화,2022,백합,백합,45.5×53.5cm,1978,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48064,http://collections.eseoul.go.kr/data/art/thumb/48064.jpg
회화,2022,국보 중에서 - 술병,국보 중에서 - 술병,60.5×50.5cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48067,http://collections.eseoul.go.kr/data/art/thumb/48067.jpg
회화,2022,옛날에,옛날에,61×50.5cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48069,http://collections.eseoul.go.kr/data/art/thumb/48069.jpg
회화,2022,국보 중에서,국보 중에서,53×45.5cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48072,http://collections.eseoul.go.kr/data/art/thumb/48072.jpg
회화,2022,국보 중에서 - 옛 연적,국보 중에서 - 옛 연적,38×45.5cm,1973,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48074,http://collections.eseoul.go.kr/data/art/thumb/48074.jpg
회화,2022,국보 중에서,국보 중에서,60.5×46cm,1970,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48076,http://collections.eseoul.go.kr/data/art/thumb/48076.jpg
회화,2022,인왕산,인왕산,50.5×72.5cm,1993,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48078,http://collections.eseoul.go.kr/data/art/thumb/48078.jpg
회화,2022,남산의 봄,남산의 봄,53×90.5cm,1990,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48081,http://collections.eseoul.go.kr/data/art/thumb/48081.jpg
회화,2022,북한산의 봄,북한산의 봄,91×72.5cm,1985,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48083,http://collections.eseoul.go.kr/data/art/thumb/48083.jpg
회화,2022,도봉산의 봄,도봉산의 봄,45.5×60.5cm,1978,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48085,http://collections.eseoul.go.kr/data/art/thumb/48085.jpg
회화,2022,도봉산 가을,도봉산 가을,93×161.5cm,1978,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48087,http://collections.eseoul.go.kr/data/art/thumb/48087.jpg
회화,2022,한강수변,한강수변,41×53cm,1977,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48089,http://collections.eseoul.go.kr/data/art/thumb/48089.jpg
회화,2022,도봉산 A,도봉산 A,50×73cm,1977,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48091,http://collections.eseoul.go.kr/data/art/thumb/48091.jpg
회화,2022,고궁 설경,고궁 설경,72.5×100cm,1972,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48093,http://collections.eseoul.go.kr/data/art/thumb/48093.jpg
회화,2022,경복궁미술관,경복궁미술관,100×80cm,1971,캔버스에 유채,,박광진,http://collections.eseoul.go.kr/common/file/getImage.do?size=700&fileSeq=48096,http://collections.eseoul.go.kr/data/art/thumb/48096.jpg
