순서,시설ID,컨텐츠 명,사용유무,테마 타입,x 좌표,y 좌표,좌표 배열,좌표타입,메인 이미지,새 주소,구 주소,우편번호,국가 지점 번호,테마 명,거리,업데이트 일,등록일,이미지 URL1,이미지 URL2,이미지 URL3,이미지 URL4,이미지 URL5,동영상 URL,음성파일 URL,평가 점수,평가자 인원,상세정보 이름 1,상세정보 값 1,상세정보 이름 2,상세정보 값 2,상세정보 이름 3,상세정보 값 3,상세정보 이름 4,상세정보 값 4,상세정보 이름 5,상세정보 값 5,상세정보 이름 6,상세정보 값 6,상세정보 이름 7,상세정보 값 7,상세정보 이름 8,상세정보 값 8,상세정보 이름 9,상세정보 값 9,상세정보 이름 10,상세정보 값 10
33,11103419_1646282726832,공기주입기,사용,일반,127.03711,37.61393351,"[127.03710998650064,37.61393350849254]",Point,,서울특별시 강북구 월계로21가길 13,서울특별시 강북구 미아동 1355,1236,다사59145726,(친환경)자전거 편의시설,7983.751168,2022.3.3 13:46,2022.3.3 13:46,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,한일유엔아이아파트(정문경비실),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
34,11103419_1646272558502,공기주입기,사용,일반,127.036545,37.63695827,"[127.03654498548794,37.63695827165608]",Point,,서울특별시 도봉구 우이천로 192,서울특별시 도봉구 창동 737-7,1472,다사59105982,(친환경)자전거 편의시설,9553.253433,2022.3.3 10:57,2022.3.3 10:57,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,우이제3교,,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
35,서대문구_태양광 자동 공기주입기_002,공기주입기,사용,일반,126.9164956,37.57623199,"[126.91649558768266,37.57623198991138]",Point,,서울특별시 서대문구 거북골로 100,서울특별시 서대문구 남가좌동 390-3,3689,다사48475314,(친환경)자전거 편의시설,5944.027288,2023.3.17 17:51,2023.3.17 17:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
36,서대문구_태양광 자동 공기주입기_004,공기주입기,사용,일반,126.9457407,37.58940466,"[126.9457406632591,37.58940465725163]",Point,,서울특별시 서대문구 세무서길 28,서울특별시 서대문구 홍제동 236-1,3626,다사51065458,(친환경)자전거 편의시설,3842.071487,2023.3.17 17:53,2023.3.17 17:53,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
37,서대문구_태양광 자동 공기주입기_001,공기주입기,사용,일반,126.9168697,37.57963303,"[126.9168696812229,37.57963302699518]",Point,,서울특별시 서대문구 증가로 200-8,서울특별시 서대문구 북가좌동 459-1,3670,다사48515352,(친환경)자전거 편의시설,5986.227228,2023.3.17 17:50,2023.3.17 17:50,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
38,서대문구_태양광 자동 공기주입기_003,공기주입기,사용,일반,126.9176698,37.5752418,"[126.91766975924828,37.57524180398631]",Point,,서울특별시 서대문구 거북골로 100,서울특별시 서대문구 남가좌동 390,3689,다사48575303,(친환경)자전거 편의시설,5809.394312,2023.3.17 17:51,2023.3.17 17:51,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
39,11103419_1646272508966,공기주입기,사용,일반,127.0452453,37.62650054,"[127.0452453213387,37.62650053889294]",Point,,서울특별시 강북구 한천로105길 24,서울특별시 강북구 번동 241,1229,다사59875865,(친환경)자전거 편의시설,9415.379709,2022.3.3 10:56,2022.3.3 10:56,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,번동 주공2단지,,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
40,중랑구_공기주입기_7,공기주입기,사용,일반,127.092797,37.59914734,"[127.092796968579,37.599147335215996]",Point,,서울특별시 중랑구 망우로55길 11-10,서울특별시 중랑구 상봉동 29-3,2086,다사64055560,(친환경)자전거 편의시설,12317.82795,2022.3.14 10:50,2022.3.14 10:50,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
41,중랑구_공기주입기_4,공기주입기,사용,일반,127.0949827,37.60660021,"[127.0949826845435,37.60660020815797]",Point,,서울특별시 중랑구 봉화산로 194,서울특별시 중랑구 신내동 666,2076,다사64255643,(친환경)자전거 편의시설,12755.84075,2022.3.14 10:47,2022.3.14 10:47,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
42,중랑구_공기주입기_13,공기주입기,사용,일반,127.0943724,37.61120497,"[127.09437237554928,37.61120497402378]",Point,,서울특별시 중랑구 신내로 127,서울특별시 중랑구 신내동 657,2026,다사64195694,(친환경)자전거 편의시설,12859.56644,2022.3.14 11:08,2022.3.14 11:08,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
43,공기주입기(창4동주민센터),공기주입기,사용,일반,127.0515951,37.65230987,[],Point,,서울특별시 도봉구 노해로 390,서울특별시 도봉구 창동 33-1,1418,,(친환경)자전거 편의시설,11698.62806,2021.12.28 14:00,2021.12.28 14:00,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
44,11103419_1646272456551,공기주입기,사용,일반,127.0388377,37.62725984,"[127.03883774491506,37.62725983527558]",Point,,서울특별시 강북구 오현로 180,서울특별시 강북구 번동 138,1223,다사59305874,(친환경)자전거 편의시설,8998.412643,2022.3.3 10:55,2022.3.3 10:55,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,번동 한솔파크아파트(경로당),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
45,11103419_1646288047576,공기주입기,사용,일반,127.0150262,37.6414686,"[127.01502617285642,37.64146859861809]",Point,,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 349-3,1034,다사57216033,(친환경)자전거 편의시설,8720.53282,2022.3.3 15:15,2022.3.3 15:15,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,가오리 공영주차장(관리실),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
46,중랑구_공기주입기_24,공기주입기,사용,일반,127.080477,37.57386711,"[127.08047695472062,37.57386711340813]",Point,,서울특별시 중랑구 동일로 476,서울특별시 중랑구 면목동 715,2247,다사62955280,(친환경)자전거 편의시설,10622.73236,2022.3.14 11:19,2022.3.14 11:19,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
47,11103419_1646287703749,공기주입기,사용,일반,127.0250054,37.63941584,"[127.02500536957801,37.6394158427692]",Point,,서울특별시 강북구 도봉로89길 13,서울특별시 강북구 수유동 192-59,1071,다사58096009,(친환경)자전거 편의시설,9053.220671,2022.3.3 15:09,2022.3.3 15:09,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,강북구청 옹기종기옆(어린이집입구),,설치유형(*공기주입기와 주차장 만 선택하세요.),기계식|,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
48,중랑구_공기주입기_9,공기주입기,사용,일반,127.0875064,37.5888277,"[127.08750641601823,37.58882769928386]",Point,,서울특별시 중랑구 면목로 414,서울특별시 중랑구 면목동 282-6,2161,다사63585446,(친환경)자전거 편의시설,11547.90215,2022.3.14 10:50,2022.3.14 10:50,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
49,중랑구_공기주입기_11,공기주입기,사용,일반,127.0775575,37.57488445,"[127.07755753950636,37.574884445971854]",Point,,,서울특별시 중랑구 면목동 727-24,,다사62695291,(친환경)자전거 편의시설,10342.11316,2022.3.14 11:06,2022.3.14 11:06,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
50,중랑구_공기주입기_5,공기주입기,사용,일반,127.09742,37.58608536,"[127.09741997705451,37.58608535792607]",Point,,서울특별시 중랑구 용마산로90길 28-8,서울특별시 중랑구 면목동 49-3,2192,다사64455415,(친환경)자전거 편의시설,12466.98837,2022.3.14 10:48,2022.3.14 10:48,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
51,중랑구_공기주입기_25,공기주입기,사용,일반,127.104959,37.6182439,"[127.10495901800496,37.61824390011522]",Point,,서울특별시 중랑구 신내역로3길 40-11,서울특별시 중랑구 신내동 267-19,2055,다사65135771,(친환경)자전거 편의시설,14104.9156,2022.3.14 11:21,2022.3.14 11:21,,,,,,,,,,운영시간 (예. 00:00 ~ 00:00),,설치지역,,"상세위치(예, OO동 주민센터)",,설치유형(*공기주입기와 주차장 만 선택하세요.),,"설치/이용가능대수(예, 00대)",,운영형태(*수리센터만 선택하세요.),,"수리범위(*수리센터만 선택하고, 예, 경정비 무상, 부품교체 실비 등.)",,"이동수리센터 순회일정(*이동수리센터만 입력, 예) 자치구 순회일정 안내 게시판 링크)",,"유의사항(예, O0학교 운영시간 외 이용불가 )",,,
