번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),임산부정원수,영유아정원수,임산부실면적,영유아실면적,모유수유실면적,급식시설면적,세탁실면적,목욕실면적,조리원화장실면적,사무실면적,간호사수,간호조무사수,영양사수,취사부수,미화원수,기타인원수,건물층수,지상층수,지하층수
63,산후조리업,01_01_04_P,4530000,PHMB120104530030042100001,2010.9.30,,3,폐업,3,폐업,2019.12.27,2015.6.15,2019.12.27,,041-663-0055,,356-030,충청남도 서산시 석림동 607번지 11호,충청남도 서산시 중앙로 108 (석림동),,미래&자모 산후조리원,2020.1.3 17:38,U,2020.1.5 2:40,,151819.5536,364100.2851,18,18,268.52,33.14,16,17.62,6.33,2.6,2.6,4.8,4,7,,1,1,,3,3,
64,산후조리업,01_01_04_P,4490000,PHMB120074490042042100001,2007.7.25,,3,폐업,3,폐업,2010.4.20,,,,570-1280,,483-754,경기도 동두천시 송내동 696번지 3호 주공아파트 501동 1003호,,,이화산후조리원,2010.3.19 17:30,I,2018.8.31 23:59,,204619.4705,486821.1668,7,7,202.3,22.15,0,0,0,38.07,14.8,71.4,2,2,0,0,1,0,0,0,0
65,산후조리업,01_01_04_P,4490000,PHMB120084490042042100001,2008.4.24,,3,폐업,3,폐업,2022.11.14,,,,523-6110,,331-962,충청남도 천안시서북구 두정동 1288번지,충청남도 천안시 서북구 두정로 202 (두정동),,리즈앤마리안산후조리원,2022.11.14 15:25,U,2022.11.16 2:40,,212356.8242,370229.9207,23,23,394.1,39.12,12.25,101.44,15.79,0,127.63,12.87,6,8,0,4,3,1,7,0,0
66,산후조리업,01_01_04_P,4490000,PHMB120104490042042100001,2010.1.18,,3,폐업,3,폐업,2018.1.31,,,,570-3000,,331-092,충청남도 천안시 서북구 쌍용2동 395번지 9호,충청남도 천안시 서북구 충무로 158-13 (쌍용동),,미즈나래 산후조리원,2018.2.8 14:09,I,2018.8.31 23:59,,211192.1134,365734.4927,16,16,15.61,31.89,10.73,0,0,0,0,0,4,6,0,0,0,0,9,7,2
67,산후조리업,01_01_04_P,4490000,PHMB120104490042042100002,2010.6.18,,3,폐업,3,폐업,2023.7.26,,,,570-1280,,331-946,충청남도 천안시 서북구 쌍용1동 494번지 2호 4층,충청남도 천안시 서북구 충무로 161 (쌍용동),31174,이화산후조리원,2023.7.26 9:33,U,2023.7.28 2:40,,211095.2545,365855.0772,14,14,386.88,46.61,12.3,0,0,0,0,0,3,8,0,0,1,0,5,5,0
68,산후조리업,01_01_04_P,4490000,PHMB120104490042042100003,2010.8.17,,3,폐업,3,폐업,2016.6.23,,,,041-584-3535,,331-950,충청남도 천안시 서북구 쌍용1동 1196번지,충청남도 천안시 서북구 미라2길 18-7 (쌍용동),,헤라산후조리원,2016.6.24 10:16,I,2018.8.31 23:59,,211540.6598,366619.4686,10,10,237.52,42.15,11.99,38.53,0,0,0,12.24,3,6,0,1,0,2,4,4,0
69,산후조리업,01_01_04_P,4490000,PHMB120164490261042100003,2016.10.6,,3,폐업,3,폐업,2020.7.31,,,,041-902-3355,,,,충청남도 천안시 서북구 성정공원1길 9-13 (성정동),31109,노블리스산후조리원,2020.7.31 13:53,U,2020.8.2 2:40,,212223.1217,369459.4779,14,14,223,29,10.3,22,5.7,3,45.6,13.4,2,9,0,2,2,0,3,3,0
70,산후조리업,01_01_04_P,3910000,PHMB120133910168042100002,2013.10.2,,3,폐업,3,폐업,2015.5.29,,,,,,451-885,경기도 평택시 안중읍 안중리 307번지,경기도 평택시 안중읍 안현로 481,451-885,안중산후조리원,2015.6.8 19:55,I,2018.8.31 23:59,,193646.1675,386983.2393,5,5,92.4,16.82,,,,,,,3,1,,,,,,,
71,산후조리업,01_01_04_P,3910000,PHMB120163910168042100001,2016.7.15,,3,폐업,3,폐업,2021.12.31,,,,031-618-9792,,,,"경기도 평택시 중앙로 106, 3층 (합정동)",17908,라마즈산후조리원,2022.1.12 17:36,U,2022.1.14 2:40,,208350.0189,387959.452,7,7,121.4,15.69,11.17,0,0,0,0,0,2,3,0,0,0,1,5,4,1
72,산후조리업,01_01_04_P,3910000,PHMB120083910165042100001,2008.10.17,,3,폐업,3,폐업,2019.12.1,,,,,,459-825,경기도 평택시 이충동 589번지 1호,경기도 평택시 이충로 113 (이충동),17734,아이맘산후조리원,2019.12.5 16:13,U,2019.12.7 2:40,,205646.8557,395826.4927,10,10,,33,,,,,,,2,5,,,,3,6,5,1
73,산후조리업,01_01_04_P,3910000,PHMB120063910168042100001,2006.12.11,,3,폐업,3,폐업,2017.11.12,,,,070-5012-3585,,450-818,경기도 평택시 세교동 439번지 3호,경기도 평택시 평택로 284 (세교동),17825,평택성모산후조리원,2017.11.14 10:09,I,2018.8.31 23:59,,206528.1263,389641.5762,19,22,282.74,87.89,33.58,0,0,7.5,5.32,7.61,4,1,0,0,1,1,11,9,2
74,산후조리업,01_01_04_P,3910000,PHMB120063910168042100002,2006.12.7,,3,폐업,3,폐업,2014.4.30,,,,031-618-9792,,450-831,경기도 평택시 합정동 741번지 2호,경기도 평택시 중앙로 106 (합정동),450-831,서울미즈산후조리원,2014.4.30 12:00,I,2018.8.31 23:59,,208350.0189,387959.452,8,8,108,27.7,11.7,29.7,15.7,8.4,19.4,15.3,1,4,,1,1,1,5,5,1
75,산후조리업,01_01_04_P,4000000,PHMB120084000018042100001,2008.2.28,,3,폐업,3,폐업,2016.10.11,,,,031-372-1208,,447-805,경기도 오산시 원동 391번지 1호,경기도 오산시 경기대로 154 (원동),,미소맘산후조리원,2016.10.11 14:06,I,2018.8.31 23:59,,206491.7799,404082.0127,13,15,254.95,16.14,9.84,5.04,,,46.6,62.44,2,5,,2,1,,,6,
76,산후조리업,01_01_04_P,4000000,PHMB120084000018042100002,2008.3.13,,3,폐업,3,폐업,2022.6.30,,,,031-373-3588,,447-060,경기도 오산시 원동 813번지 5호,경기도 오산시 대원로 57 (원동),,하늘고래산후조리원,2022.6.30 14:00,U,2022.7.2 2:40,,206571.7827,404977.9217,20,20,480,39,19,19,14,0,67,4,3,8,0,1,1,0,0,6,0
77,산후조리업,01_01_04_P,4000000,PHMB120064000018042100001,2006.12.19,,3,폐업,3,폐업,2020.3.27,,,,031-378-5949,,447-060,경기도 오산시 원동 764번지 6호,경기도 오산시 대원로 34 (원동),,우먼필산후조리원,2020.3.27 18:10,U,2020.3.29 2:40,,206346.9233,404922.8899,14,14,12.69,30.39,,23.5,,,2.25,13.3,2,3,,1,1,,9,5,
78,산후조리업,01_01_04_P,4170000,PHMB120094170019042100001,2009.2.25,,3,폐업,3,폐업,2018.10.30,,,,,,476-802,경기도 양평군 양평읍 양근리 199번지 1호,경기도 양평군 양평읍 시민로 12,,김란미즈산후조리원,2018.10.31 14:05,U,2018.11.2 2:35,,243568.5044,443123.4909,10,10,15,23,,41,10,2.4,2.4,6.5,4,1,,1,1,,0,,
79,산후조리업,01_01_04_P,3440000,PHMB120063440024042100001,2006.12.6,,3,폐업,3,폐업,2009.3.20,,,,,,705-829,대구광역시 남구 봉덕3동 983번지 16호,대구광역시 남구 봉덕로 16 (봉덕동),,엄마손 산후조리원,2009.3.20 18:40,I,2018.8.31 23:59,,343768.9541,261708.1099,18,18,18,33,,,,,,,3,6,0,,,2,,,
80,산후조리업,01_01_04_P,3410000,PHMB120063410023042100001,2006.12.7,,3,폐업,3,폐업,2018.6.30,2018.3.6,2019.3.5,,532551020,,700-082,대구광역시 중구 계산동2가 80번지 1호,대구광역시 중구 달구벌대로 2047 (계산동2가),,미즈산후조리원,2018.7.26 18:12,I,2018.8.31 23:59,,343334.4022,264123.0044,10,10,180.7,23.5,8.5,25,8,2,10,10.8,3,1,1,1,,,7,6,
81,산후조리업,01_01_04_P,3460000,PHMB120063460023042100006,2006.12.21,,3,폐업,3,폐업,2019.10.21,,,,791-5552,,706-170,대구광역시 수성구 신매동 10번지 7호,대구광역시 수성구 달구벌대로 3294 (신매동),42279,아델리아산후조리원,2019.10.31 16:07,U,2019.11.2 2:40,,354976.7511,261000.0984,18,18,288.1,37.1,8.26,49,7.6,,,,3,6,,2,1,,,,
82,산후조리업,01_01_04_P,3460000,PHMB120063460023042100001,2006.12.4,,3,폐업,3,폐업,,,,,053-766-3575,,706-070,대구광역시 수성구 파동 651번지 (2~3층),"대구광역시 수성구 용학로 2 (파동,(2~3층))",,아가랑한방산후조리원,2008.11.18 18:06,I,2018.8.31 23:59,,345467.8903,259538.6301,18,15,126,25.5,7,21,18,,,,3,4,,2,1,1,,,
83,산후조리업,01_01_04_P,3460000,PHMB120083460023042100001,2008.12.12,,3,폐업,3,폐업,2017.11.30,,,,212-7792,,706-050,대구광역시 수성구 중동 104번지 1호 (9~10층),"대구광역시 수성구 수성로 200 (중동,(9~10층))",,본느마망 효성산후조리원,2019.10.31 16:19,U,2019.11.2 2:40,,345646.9125,261550.4345,18,18,365.86,53.03,11.14,5.75,10.46,7.97,,,9,7,0,0,,,12,910,
84,산후조리업,01_01_04_P,3460000,PHMB120093460023042100001,2009.4.2,,3,폐업,3,폐업,2015.9.7,,,,745-6300,,706-011,"대구광역시 수성구 범어1동 2번지 3호 (2,3층)","대구광역시  동대구로 397, 2-3층",42012,산후조리원 후,2015.11.20 16:23,I,2018.8.31 23:59,,346815.1416,264077.1803,14,14,195.5,34.4,16.7,,,,,,3,6,0,2,1,2,23,23,
85,산후조리업,01_01_04_P,3460000,PHMB120143460023042100001,2014.2.12,,3,폐업,3,폐업,2018.1.12,,,,053-781-1004,,,,대구광역시 수성구 용학로25길 6 (두산동),42216,산후조리원 애플,2019.10.31 16:13,U,2019.11.2 2:40,,346722.2473,259440.8937,17,21,338,37.1,7.75,92.01,0,6.6,14.44,14.4,4,4,0,2,1,1,7,3,0
86,산후조리업,01_01_04_P,5130000,PHMB120065130030042100001,2006.12.13,,3,폐업,3,폐업,2022.11.15,,,,813-1100,,712-803,경상북도 경산시 중방동 849번지 1호,경상북도 경산시  경안로  217 (중방동),38622,마미안여성병원산후조리원,2022.11.15 14:14,U,2022.11.17 2:40,,356823.0111,259902.5098,8,8,162.81,15.08,17.55,0,12.54,25.2,0,7.67,3,3,0,0,1,0,6,0,0
87,산후조리업,01_01_04_P,5130000,PHMB120135130030042100001,2013.4.30,,3,폐업,3,폐업,2014.1.16,2013.6.20,2014.6.19,,851-2242,,712-833,경상북도 경산시 진량읍 상림리 275번지 11호,경상북도 경산시 진량읍 상림1길 4,712-833,핑크로즈산후조리원,2014.1.16 15:05,I,2018.8.31 23:59,,365371.7697,268426.5805,5,5,54.5,25.44,13.05,24.6,12.3,3.5,3.5,12.3,2,2,,1,,1,3,3,
88,산후조리업,01_01_04_P,5060000,PHMB120145060023042100001,2014.7.9,,3,폐업,3,폐업,2018.12.31,,,,,,740-978,경상북도 김천시 신음동 462번지 14호 김천제일병원,"경상북도 김천시 신음1길 12 (신음동, 김천제일병원)",39544,김천제일병원산후조리원,2018.12.31 16:05,U,2019.1.2 2:40,,300651.1642,293349.7542,14,14,209.02,41.02,10.98,15,7.5,,66.68,10.8,3,5,,1,1,,2,2,
89,산후조리업,01_01_04_P,4690000,PHMB120074690107042100001,2007.5.31,,3,폐업,3,폐업,2022.3.8,,,,063-532-5300,,580-807,전라북도 정읍시 연지동 338번지 13호,전라북도 정읍시 중앙로 20 (연지동),,현대산후조리원,2022.3.8 21:40,U,2022.3.10 2:40,,185869.9897,230482.7192,3,3,41.4,9,0,13.5,0,0,0,0,1,2,0,2,1,0,4,4,0
90,산후조리업,01_01_04_P,3830000,PHMB120073830076042100001,2007.8.7,,3,폐업,3,폐업,2020.6.2,,,,031-449-9114,,,경기도 안양시 만안구 안양동 456번지 8호 5-6층,"경기도 안양시 만안구 안양로 215, 5-6층 (안양동)",14030,샘산후조리원,2020.11.25 15:25,U,2020.11.27 2:40,,,,19,19,279.8,33.04,8.5,,,6.72,,,4,8,,,,1,56,56,
91,산후조리업,01_01_04_P,3830000,PHMB120063830197042100001,2006.7.26,,3,폐업,3,폐업,2017.6.20,,,,4521918,,431-834,"경기도 안양시 동안구 호계3동 802번지 5호 화일빌딩5,6층","경기도 안양시 동안구 경수대로 466 (호계동, 화일빌딩5,6층)",14125,산본제일산후조리원,2017.6.20 11:19,I,2018.8.31 23:59,,196343.6088,429173.9361,28,28,400.14,41.78,11.57,96.01,33.84,29.28,138.84,19.23,4,9,1,3,4,3,5,5,
92,산후조리업,01_01_04_P,3830000,PHMB120093830197042100001,2008.7.29,,3,폐업,3,폐업,2021.5.17,,,,031-448-0083,,431-821,경기도 안양시 동안구 비산2동 576번지 8호 정암빌딩2층,"경기도 안양시 동안구 경수대로 855 (비산동, 정암빌딩2층)",14039,로얄 제시카 산후조리원,2021.5.17 14:27,U,2021.5.19 2:40,,,,10,10,12,12,,,,,,,,,,,,,2,2,2
93,산후조리업,01_01_04_P,3830000,PHMB120063830076042100001,2006.12.6,,3,폐업,3,폐업,2017.7.7,,,,031)441-9111,,430-833,경기도 안양시 만안구 안양2동 847번지 36호,경기도 안양시 만안구 안양로 368 (안양동),,필산부인과산후조리원,2017.7.7 13:34,I,2018.8.31 23:59,,,,9,9,120,16,,,,,26,,1,2,0,,1,,6,4,
94,산후조리업,01_01_04_P,3830000,PHMB120103830197042100001,2010.7.1,,3,폐업,3,폐업,2012.7.2,,,,,,,,"경기도 안양시 동안구 경수대로 602 (호계동, 남일빌딩 4층)",431-839,보명 산후조리원,2012.7.2 17:24,I,2018.8.31 23:59,,196077.493,430479.8373,15,15,15,40.5,,,,,,,2,3,,,,2,5,4,
95,산후조리업,01_01_04_P,4050000,PHMB120134050148042100002,2013.7.24,,3,폐업,3,폐업,2022.8.21,,,,031-215-7722,,446-982,경기도 용인시 기흥구 영덕동 1029번지 U-TOWER 510호,경기도 용인시 기흥구 흥덕중앙로 120 (영덕동),16950,포모나산후조리원,2022.8.23 17:30,U,2022.8.25 2:40,,207082.5042,419203.3629,20,20,368.2,56.5,14.9,49.6,20.4,0,3,11.9,4,4,0,1,1,2,37,34,4
96,산후조리업,01_01_04_P,4050000,PHMB120144050148042100001,2014.7.24,,3,폐업,3,폐업,2017.4.6,2017.3.31,2017.5.7,,,,16897,경기도 용인시 기흥구 보정동 1261번지 2호,"경기도 용인시 기흥구 죽전로 2 (보정동, 현타워6층)",16897,(주)맘스케어 산후조리원,2017.4.6 11:56,I,2018.8.31 23:59,,209590.7162,424244.8252,14,14,263.85,35.38,11.79,32.1,17.54,,1.41,28.78,3,6,,1,1,,11,9,2
97,산후조리업,01_01_04_P,4050000,PHMB120074050147042100001,2007.1.4,,3,폐업,3,폐업,2014.5.7,,,,031)323-3375,,449-925,경기도 용인시 처인구 김량장동 220번지,경기도 용인시 처인구 금학로 345 (김량장동),449-925,로즈마리 산후조리원,2014.8.7 9:46,I,2018.8.31 23:59,,217861.1791,415037.9256,14,14,197.63,16.53,3.31,20.83,7.3,1.65,1.61,7.27,2,5,,,,,6,,
98,산후조리업,01_01_04_P,4050000,PHMB120164050147042100002,2016.7.18,,3,폐업,3,폐업,2020.3.21,,,,031-333-8836,,,,경기도 용인시 처인구 금령로71번길 6-9 (김량장동),17052,아이쁘띠산후조리원,2020.3.24 15:50,U,2020.3.26 2:40,,218130.7594,414914.7556,30,30,17.98,78.21,28.42,58,24,,,13.5,2,3,1,1,2,4,7,7,0
99,산후조리업,01_01_04_P,4050000,PHMB120084050148042100001,2008.12.31,,3,폐업,3,폐업,2016.5.16,,,,8005-7776,,446-904,경기도 용인시 기흥구 보라동 573번지 2호 5층,"경기도 용인시 기흥구 한보라1로10번길 6-10 (보라동, 휘성빌딩5층)",17080,숲속아침 산후조리원,2016.5.16 15:27,I,2018.8.31 23:59,,209538.6744,416896.6215,20,20,243.72,28.93,14.49,42.79,4.94,2.25,2.25,4.01,4,10,0,1,1,,6,5,1
100,산후조리업,01_01_04_P,4050000,PHMB120094050148042100001,2009.8.21,,3,폐업,3,폐업,2017.10.25,2016.10.26,2017.10.25,,031-896-2222,,446-850,경기도 용인시 기흥구 보정동 32번지,경기도 용인시 기흥구 죽현로80번길 54 (보정동),,아이엘유산후조리원,2017.10.25 14:05,I,2018.8.31 23:59,,210940.5118,423783.9668,22,22,609,50.2,20.85,76.5,7,26.2,16.7,14,4,2,0,2,2,2,5,4,1
101,산후조리업,01_01_04_P,4050000,PHMB120094050148042100002,2009.9.18,,3,폐업,3,폐업,2020.12.29,2018.7.11,2020.12.31,,8006-2013,,446-527,경기도 용인시 기흥구 중동 829번지 A동 9층 903-907호,"경기도 용인시 기흥구 동백중앙로 283 (중동,A동 9층 903-907호)",,(주)와이케이동그라미 동백지점 산후조리원,2020.12.29 10:10,U,2020.12.31 2:40,,213551.0372,419536.0143,11,11,164.4,24,6.2,30.9,4.5,,,18.72,2,5,0,2,1,1,10,9,1
102,산후조리업,01_01_04_P,4050000,PHMB120064050149042100001,2006.12.28,,3,폐업,3,폐업,2023.4.25,,,,031-264-2722,,448-161,경기도 용인시 수지구 죽전1동 1003번지 112호,경기도 용인시 수지구 용구대로 2702 (죽전동),16868,에스더산후조리원,2023.4.25 10:01,U,2023.4.29 2:40,,209612.5518,424989.1573,17,17,191.3,23.07,6.9,14.5,0,52.2,0,7,9,7,0,1,1,0,5,5,0
103,산후조리업,01_01_04_P,4050000,PHMB120074050149042100001,2007.1.3,,3,폐업,3,폐업,2012.5.15,,,,265-0770,,448-553,경기도 용인시 수지구 풍덕천1동 708번지 2호,경기도 용인시 수지구 풍덕천로129번길 16-6 (풍덕천동),448-171,수지산후조리원,2012.5.15 15:41,I,2018.8.31 23:59,,208402.0524,424741.6191,11,11,74.78,22.34,10.9,23.28,8.6,6.36,4.7,4.95,3,5,,1,1,,2,2,
104,산후조리업,01_01_04_P,4050000,PHMB120074050149042100002,2007.11.9,,3,폐업,3,폐업,2021.3.9,,,,,,448-808,경기도 용인시 수지구 죽전1동 1188번지 5호 에이스프라자4층,경기도 용인시 수지구 현암로 165 (죽전동),16876,(주)이자르씨앤에스분당수지점,2021.3.9 17:17,U,2021.3.11 2:40,,211235.1254,425548.5447,20,20,355.52,27.84,10.47,6.75,5.75,3.56,39.22,8.4,5,2,,1,1,,4,4,
105,산후조리업,01_01_04_P,3820000,PHMB120063820050042100001,2006.12.1,,3,폐업,3,폐업,2018.6.20,,,,829-3339,,480-010,경기도 의정부시 의정부동 492번지 9호,경기도 의정부시 신흥로239번길 40 (의정부동),,신여성산후조리원,2018.6.20 14:25,I,2018.8.31 23:59,,203531.63,470581.6598,19,19,362.8,43.2,15.36,35.64,10.92,9.72,120.8,13.12,3,12,0,3,3,2,6,5,1
106,산후조리업,01_01_04_P,3820000,PHMB120063820050042100002,2006.12.6,,3,폐업,3,폐업,2014.4.2,,,,853-6767,,480-070,"경기도 의정부시 신곡동 761번지 6호 시티메디타운빌딩 8,9층","경기도 의정부시 청사로5번길 8-7 (신곡동,시티메디타운빌딩 8,9층)",,우먼피아산후조리원,2014.4.2 16:22,I,2018.8.31 23:59,,206123.3357,471855.323,24,24,288,82.5,12,49.5,9.9,6.6,3.3,12,4,9,1,4,2,1,9,8,0
107,산후조리업,01_01_04_P,3820000,PHMB120063820050042100003,2006.12.28,,3,폐업,3,폐업,2009.1.12,,,,,,480-862,경기도 의정부시 민락동 733번지 7호 시티빌딩 7층,"경기도 의정부시 용현로105번길 33-1 (민락동,시티빌딩 7층)",,엄마손산후조리원,2009.1.12 16:22,I,2018.8.31 23:59,,207571.9144,471146.0542,12,12,,,,,,,,,2,3,0,1,1,1,9,7,
108,산후조리업,01_01_04_P,3820000,PHMB120083820050042100002,2008.3.24,,3,폐업,3,폐업,2017.8.22,2017.7.7,2017.8.31,,031-852-9800,,480-130,경기도 의정부시 금오동 473번지 3호 신세계프라자 11층,"경기도 의정부시 청사로 37 (금오동,신세계프라자 11층)",,아이미래산후조리원,2017.8.23 9:28,I,2018.8.31 23:59,,206087.8601,472116.5731,19,19,181.86,36.36,,22.27,9.45,,,19.8,3,4,0,3,1,,11,11,
109,산후조리업,01_01_04_P,3820000,PHMB120113820050042100001,2011.11.16,,3,폐업,3,폐업,2018.1.19,,,,,,,,"경기도 의정부시 부용로 105, 601호 (금오동, 프레티넘프라자2)",11757,쟈스민산후조리원,2018.1.19 15:57,I,2018.8.31 23:59,,206062.1708,472098.3005,29,29,423.4,73.4,7.6,57.4,13,,66.7,19.3,3,6,,2,,,6,6,
110,산후조리업,01_01_04_P,5590000,PHMB120125590021042100001,2012.3.7,,3,폐업,3,폐업,2017.1.1,,,,02-536-3438,,482-050,경기도 양주시 덕계동 513번지 14호 외1필지,"경기도 양주시 평화로1489번길 19-11, 4층 (덕계동)",11440,나무정원 산후조리원,2017.1.5 9:03,I,2018.8.31 23:59,,204200.3344,480021.4589,18,18,,38.04,,,,,,,3,1,1,2,1,1,8,4,
111,산후조리업,01_01_04_P,4060000,PHMB120084060023042100001,2008.6.27,,3,폐업,3,폐업,2022.6.3,,,,,,413-826,경기도 파주시 금촌2동 949번지 1호  현대미소래산부인과의원,"경기도 파주시 금정7길 29 (금촌동,현대미소래산부인과의원)",,미소래산후조리원,2022.6.9 11:52,U,2022.6.11 2:40,,180080.454,472781.2714,5,5,99,99,0,0,0,0,0,9.9,2,2,0,0,0,2,0,6,0
112,산후조리업,01_01_04_P,4060000,PHMB120074060023042100001,2007.7.23,,3,폐업,3,폐업,2018.1.29,,,,,,413-826,경기도 파주시 금촌2동 953번지 5호  미래여성병원,"경기도 파주시 후곡로 19 (금촌동,미래여성병원)",,미래여성병원부설산후조리원,2018.1.29 15:35,I,2018.8.31 23:59,,180006.21,472611.0874,5,5,110,,30,,,5,15,,2,3,,,,,6,4,
113,산후조리업,01_01_04_P,4191000,PHMB120064190023042100002,2006.12.6,,3,폐업,3,폐업,2022.9.20,,,,033-745-5602,,220-150,강원특별자치도 원주시 무실동 1642번지 3호,강원특별자치도 원주시 시청로 98 (무실동),,연세봄산후조리원,2022.10.12 13:58,I,2023.6.13 0:00,,282235.095,426391.743,12,12,15,21,6.1,8.9,4.2,4.1,2.9,7.7,1,8,0,1,1,0,5,4,1
114,산후조리업,01_01_04_P,4191000,PHMB120134190023042100001,2013.4.11,,3,폐업,3,폐업,2013.7.26,,,,033-735-2292,,220-958,강원특별자치도 원주시 일산동 291번지 4호,강원특별자치도 원주시 일산초교길 14-18 (일산동),220-956,맘스산후조리원,2013.7.26 15:06,I,2023.6.13 0:00,,283534.4422,427460.3548,19,19,463.14,52.09,7.9,44.1,0,0,0,22.68,3,8,0,2,1,2,7,2,0
115,산후조리업,01_01_04_P,4251000,PHMB120144250013042100001,2014.10.16,,3,폐업,3,폐업,2017.10.1,,,,430-9901,,,,강원특별자치도 홍천군 홍천읍 홍천로 342,25139,아름다운 산후조리원,2017.11.13 10:59,I,2023.6.13 0:00,,,,7,7,96.63,24.84,0,0,24.25,0,0,5.06,2,2,0,0,1,0,4,4,0
116,산후조리업,01_01_04_P,4201000,PHMB120064200028042100001,2006.9.29,,3,폐업,3,폐업,2016.2.29,,,,655-3636,,210-040,강원특별자치도 강릉시 성내동 15번지 1호,강원특별자치도 강릉시 금성로 60 (성내동),25539,다솜산후조리원,2016.2.29 16:23,I,2023.6.13 0:00,,366921.475,473841.2927,20,20,400.4,45,7.25,94.11,8.05,4.26,35.64,16.32,3,8,0,2,1,1,4,4,0
117,산후조리업,01_01_04_P,4201000,PHMB120064200028042100002,2006.12.8,,3,폐업,3,폐업,2009.3.11,,,,645-1101,,210-080,강원특별자치도 강릉시 임당동 114번지 2호,강원특별자치도 강릉시 경강로 2110 (임당동),210-715,엄마사랑산후조리원,2009.3.11 17:00,I,2023.6.13 0:00,,367168.9904,474231.9922,14,14,133.68,25.29,3.33,39.19,8.1,3.98,11.76,5.63,2,4,0,1,2,2,6,6,0
118,산후조리업,01_01_04_P,4181000,PHMB120064180029042100002,2006.12.7,,3,폐업,3,폐업,2013.5.2,,,,,,200-883,강원특별자치도 춘천시 동내면 거두리 929-3,,,호호산후조리원,2013.5.6 14:37,I,2023.6.13 0:00,,,,14,15,15.1,33,10.8,21,5.8,2,2,15.1,2,6,0,2,2,1,6,1,0
