번호,주제분류,문화시설명,주소,위도,경도,전화번호,팩스번호,홈페이지,관람시간,관람료,휴관일,개관일자,객석수,대표이미지,기타사항,시설소개,무료구분,지하철,버스정거장,YELLOW,GREEN,BLUE,RED,공항버스,,,,,,,
754,기타,서울시립청소년미디어센터,서울특별시 용산구 한강대로 255,37.54099983,126.9726644,02-795-8000,,https://www.ssro.net/main/index.jsp,,,"신정, 설날, 추석, 근로자의 날",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100974&thumb=Y,,"<div><span style='font-size: 14pt;'>시립 청소년미디어센터는 다양한 청소년들의 욕구에 발맞춰 지난 2000년 개관하여 청소년미디어교육, 청소년미디어문화, 청소년 미디어과의존예방, 대안교육으로 대표되는 청소년 미디어 특성화 시설입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>“청소년이 미디어로 건강하게 세상과 소통하고 스스로 네트워크를 만드는 즐거움을 일깨운다”라는 미션을 바탕으로 청소년들이 미디어를 통해 창의적이며 능동적으로 자기성장의 경험을 가질 수 있는 경험을 제공합니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>또 미디어의 역기능을 예방하기 위해 청소년을 보호하고 올바른 미디어 사용에 대한 필요성을 교육을 통해 인식하도록 하며 나아가서 청소년과 미디어의 다양한 관계를 연구함으로 미디어의 기능과 폐해 속에서 청소년들이 건전한 가치관을 형성할 수 있는 사회적 분위기를 조성하는데 노력하고 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>또한 스스로넷은 국내 최대 규모의 청소년 미디어 축제인 KYMF를 주관하고 있습니다. KYMF는 미디어를 통해 청소년의 창의적 상상력을 계발하고 건전한 청소년 영상 문화를 보급하고자 KYMF아카데미, 정기상영회, KYMF스토리 캠프를 진행하며 전국의 청소년을 대상으로 모든 장르의 사진 및 영상작품을 공모, 우수작품을 발굴하는 청소년미디어대전을 진행하고 있습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>청소년미디어센터는 앞으로도 청소년이 스스로 미디어를 통해 즐거움을 느끼고 네트워크를 만들 수 있는 활동을 펼칠 것입니다. 청소년이 행복한 세상을 열어갈 수 있도록 적극적인 지원을 아끼지 않을 것입니다. 청소년과 청소년 지도자가 모두 행복해지는 스스로넷! 스스로넷은 모두에게 열려있습니다.</span></div>",무료,,,,,,,,,,,,,,
755,기타,청춘삘딩,서울특별시 금천구 시흥대로138길 10-11,37.47216698,126.8992841,070-7777-3745,,http://youthblg.org/,,,일요일휴무 법정공휴일 포함,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000101187&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'><b>지역 청년들이 만든 청년 활동공간</b></span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>청춘삘딩은 지역 청년들의 제안으로 만들어진 기초지자체 최초의 청년활동공간입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>청년들이 직접 지역의 유혹공간을 찾고, 조성에 필요한 예산을 확보하며,&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>정책을 설계한 거버넌스(governance) 사례이자 시대의 흐름에 따라&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>공공공간의 새로운 기능을 찾아 전환을 이룬 도시재생의 사례가 되고 있습니다.</span></div>",무료,,,,,,,,,,,,,,
756,기타,N서울타워,서울특별시 용산구 남산공원길 105,37.55112257,126.9878678,"02) 3455-9277, 9288",02-756-2486,http://www.nseoultower.com,홈페이지 참조,홈페이지 참조,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e299a9192047455abfd5b52de06f2c5c&thumb=Y,,"<div><span style='font-size: 18pt;'><b>도심 속 로맨틱 아일랜드 N 서울타워</b></span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>구름과 맞닿은 곳에서 남산의 자연과 21세기 첨단기술이 만들어낸 절묘한 조화, 여유로운 휴식과 다양한 문화가 함께하는 서울의 복합문화공간 N서울타워 입니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>서울의 중심, 서울의 상징이자 서울의 가장 아름다운 모습을 한눈에 내려다 볼 수 있는 가장 높은 곳 N서울타워는 1969년 TV와 라디오 방송을 수도권에 송출하기 위해 한국 최초의 종합 전파탑으로 세워졌습니다.</span></div><div><span style='font-size: 14pt;'>N서울타워의 전파탑에는 KBS, MBC, SBS TV와 FM 송신안테나를 비롯하여 PBC, TBS, CBS, BBS FM 송신 안테나 등이 설치되어 있으며, 전국 가청 인구의 48%가 N서울타워 전파탑을 통하여 방송을 시청하고 있습니다.</span></div><div><span style='font-size: 14pt;'>N서울타워는 1980년, 일반인에게 공개된 이후 남산의 살아있는 자연과 함께 서울시민의 휴식공간이자 외국인의 관광명소로 자리 잡았습니다.</span></div><div><span style='font-size: 12px;'><br></span></div><div><span style='font-size: 14pt;'>최신LED기술의 조명으로 시시각각 색과 패턴이 변하는 '빛의 예술'과의 어우러짐 속에서 다양한 미디어 아트와 함께 색다른 문화예술을 경험하실 수 있습니다.</span></div><div><span style='font-size: 14pt;'>서울의 대표적인 복합문화공간으로 새롭게 태어난 N서울타워, 자랑스런 서울의 랜드마크가 될 것입니다.</span></div>",유료,,,,,,,,,,,,,,
757,기타,상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818557,126.9696776,02-6013-1142,,https://www.jfac.or.kr/site/main/home,,0,"매주 월요일, 1월 1일, 설 당일, 추석 당일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6e88e88e69d2411da9df86f4e38de1fb&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>상촌재는 경복궁 서측에 조성된 <b>한옥문화공간</b>으로 전통문화의 우수성을 알리는&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>전시와 함께 한복, 한글, 전통공예 등 한문화 콘텐츠 활성화를 위한 거점공간입니다.</span></div>",무료,,,,,,,,,,,,,,
758,문화예술회관,싱글벙글교육센터,서울특별시 관악구 남부순환로234길 73,37.47609625,126.9562881,02-878-1114,,https://www.gfac.or.kr/html/culture/culture03.html,,,법정공휴일,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=72af9e3d9a49407685d8beafae15d59a&thumb=Y,,"<div><span style='font-size: 14pt;'>싱글벙글교육센터는 구립 봉천청소년독서실을 증축ㆍ리모델링하여 새롭게 변신한 복합교육문화시설입니다.</span></div><div><span style='font-size: 14pt;'>다양한 예술교육, 평생학습 교육프로그램, 열람실 운영 등 종합적인 교육문화 공간으로 잠재능력 개발의 기회를 제공하여 독창적이고 창의적인 교육 활동을 지원하고자 설립되었습니다.</span></div>",무료,,,,,,,,,,,,,,
759,기타,서울생활문화센터 신도림,서울특별시 구로구 새말로 지하 117-21,37.50877014,126.8910805,02 867 2202,,https://www.artgori.or.kr:40019/,,,"공휴일(국경일 명절), 월요일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ATH_SPC_000000000000000000100927&thumb=Y,,"<div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>2012년 여름, 서울생활문화센터 신도림은</span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>지하철 1호선과 2호선이 만나는 신도림역 지하통로에 ‘고리’라는 이름으로 예술공간을 오픈하였습니다.</span></font></div><div style='text-align: center;' align='center'><font color='#666666'><span style='font-size: 12px;'><br></span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>고리라는 이름은 지역과 생활문화예술인을 연결하는 창조적 이음새가 되기를 바라는 마음을 담아 지어졌습니다.</span></font></div><div style='text-align: center;' align='center'><font color='#666666'><span style='font-size: 12px;'><br></span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>개관 후 고리는 문화예술 프로그램을 기획?진행하며 문화플랫폼으로 성장해왔습니다.</span></font></div><div style='text-align: center;' align='center'><font color='#666666'><span style='font-size: 12px;'><br></span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>2017년 본격적인 생활문화 사업을 통해 시민예술가와 동아리가 자유롭게 활동할 수 있도록 다양한 프로그램을 지원하고 있습니다.</span></font></div><div style='text-align: center;' align='center'><font color='#666666'><span style='font-size: 12px;'><br></span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>2020년 새로운 이름으로 찾아온 서울생활문화센터 신도림은</span></font></div><div style='text-align: center; ' align='center'><font color='#666666'><span style='font-size: 14pt; color: rgb(0, 0, 0);'>시민에게 ‘누구나 예술 할 수 있다’는 메시지를 알리며 생활문화의 중심이 되기를 희망합니다.</span></font></div>",무료,,,,,,,,,,,,,,
768,문화예술회관,마루아트센터,서울 종로구 인사동길 35-6 B1/ 1 / 3F 마루아트센터,37.57341354,126.9850589,02-2223-2533,,http://maruartcenter.co.kr/,,0,연중무휴,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a2a21f57f97b468eb044d5c10c171971&thumb=Y,,"<div><span style='font-size: 12pt;'>(주)인사동마루는 인사동의 중심에 위치해있는 문화 복합 공간입니다.</span></div><div><span style='font-size: 12pt;'>매주 바뀌는 다양한 전시와 전통 먹거리, 한스타일 패션 등을 접할 수 있으며 곳곳에 잠시 쉬어갈 수 있는 휴식 공간이 마련되어 있습니다.</span></div><div><span style='font-size: 12pt;'>감동 있는 예술로 많은 분들과 소통하기 위해 노력함과 동시에 오시는 분들 모두가 즐거운 마음 안고 가길 기대합니다.</span></div>",무료,,,,,,,,,,,,,,
761,도서관,돌마리도서관,서울특별시 송파구 백제고분로37길 16,37.5035629,127.1036842,02-414-7007,02-414-6006,https://www.splib.or.kr/spdlib/index.do,,0,"매주 월요일, 법정공휴일",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cb4c24e577e04d4481507622e341aeea&thumb=Y,,<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>석촌 주민들의 삶 속에 돌마리도서관이 함께합니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>『돌마리』란 석촌동의 옛 이름으로 마을에 돌이 많아서 유래한 이름입니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>석촌동의 이름을 가진 새로운 도서관이 주민 여러분들께 찾아갑니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 12px;'><br></span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>우리 도서관은 주민 여러분의 소중한 문화공간으로 여러분과 함께 꿈을 키워가고자 합니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>누구나 찾고 싶고 머물고 싶은 곳으로 책 읽는 기쁨은 나눌 수 있는 도서관이 되겠습니다.&nbsp;</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>많은 관심과 이용 부탁드립니다.</span></div>,무료,,,,,,,,,,,,,,
762,공연장,단막극장,서울특별시 종로구 동숭4길 16-3,37.58331803,127.0045779,02-765-1544,,없음,"평일:09:30-23:00, 토요일:09:30-23:00, 일요일:09:30-23:00",,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0187a445d2504698b76fe7930981c37d&thumb=Y,,<div style='text-align: left;' align='left'><span style='font-size: 12pt;'>개관연도 1996년</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>객석수 총 66석</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>공연장 수 1개</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>주요시설&nbsp;</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>주차시설</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>공영</span></div><div style='text-align: left;' align='left'><span style='font-size: 12pt;'>주소:서울특별시 종로구 대학로 86 한국방송통신대학교 공영주차장</span></div>,유료,,,,,,,,,,,,,,
763,공연장,서울시립교향악단,서울특별시 종로구 세종대로 175,37.57184786,126.9761683,1588-1210,02-3700-6365,https://www.seoulphil.or.kr/,,,정보없음,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e90e0a95fd224ae6b12954f510b6719e&thumb=Y,,"<div style='text-align: center;' align='center'><span style='font-size: 14pt;'>서울시향은 세계적 오케스트라라는 꿈을 이루기 위해. 대한민국을 대표하는 문화 브랜드로 자리매김 하기 위해</span></div><div style='text-align: center;' align='center'><span style='font-size: 14pt;'>다양한 공연을 무대로 올리며 쉼없는 담금질을 통해 비약적인 질적, 양적 발전을 이뤄내고 있습니다.</span></div>",유료,,,,,,,,,,,,,,
